,acc1,acc2,acc3,acc4,duration
2096222,,,,,2096222
2096225,-3;-7;-2,-1;-3;-8,0;2;-5,0;2;0,2096225
2096501,,,,,2096501
2096504,-2;0;3,-4;-6;4,-3;0;-1,-9;-2;-3,2096504
2096772,,,,,2096772
2096775,-2;-3;-3,-8;-4;2,-6;0;1,-7;0;3,2096775
2097050,,,,,2097050
2097053,1;-3;-4,1;-3;9,0;-4;-6,0;-4;-6,2097053
2097323,,,,,2097323
2097326,-6;-2;-3,-4;2;-4,-1;-6;0,0;-4;-5,2097326
2097602,,,,,2097602
2097605,2;-13;-1,-1;-2;-3,5;-6;-6,-2;0;-6,2097605
2097872,,,,,2097872
2097875,0;-5;-10,-5;0;-4,-4;-8;-3,1;-1;-5,2097875
2098154,,,,,2098154
2098157,-9;-2;4,-3;1;0,-7;5;2,-1;-2;5,2098157
2098423,,,,,2098423
2098426,-1;-5;6,3;-1;-6,-3;0;-10,-7;-4;-1,2098426
2098809,,,,,2098809
2098812,2;-2;2,1;-5;-1,-3;0;0,-4;0;-1,2098812
2099075,,,,,2099075
2099078,0;-6;-6,-8;7;-1,2;1;0,-5;-2;4,2099078
2099355,,,,,2099355
2099358,1;-6;1,-4;-1;9,-6;2;0,-5;-2;-1,2099358
2099634,,,,,2099634
2099637,2;-1;-14,-5;0;-1,-1;0;-1,0;6;0,2099637
2099906,,,,,2099906
2099909,0;-1;-4,0;4;4,2;-8;-1,-3;-3;-2,2099909
2100175,,,,,2100175
2100178,-4;3;-4,1;1;-9,0;-4;-2,-3;-3;-8,2100178
2100456,,,,,2100456
2100459,-4;-8;4,5;2;-7,-1;-3;0,2;-6;-3,2100459
2100725,,,,,2100725
2100728,2;-6;2,-4;3;-6,-5;-5;-6,0;-7;0,2100728
2101038,,,,,2101038
2101041,-1;-4;6,4;-10;-5,0;1;-1,-1;-4;-4,2101041
2101313,,,,,2101313
2101316,0;-3;-7,0;-6;-1,-7;1;0,3;-10;0,2101316
2101583,,,,,2101583
2101586,0;-3;3,-2;-4;3,-7;0;2,-1;-5;-10,2101586
2101852,,,,,2101852
2101855,0;-7;-4,-3;0;0,-3;5;0,-4;0;2,2101855
2102127,,,,,2102127
2102130,-2;-4;9,-3;-4;8,-5;0;10,-1;-6;4,2102130
2102396,,,,,2102396
2102400,-2;-9;0,2;0;-3,-3;-2;1,-1;0;0,2102400
2102671,,,,,2102671
2102674,2;-6;-3,-2;0;1,0;-8;5,5;-4;1,2102674
2102943,,,,,2102943
2102946,1;-2;4,-1;-5;1,1;-4;-8,-3;0;-5,2102946
2103220,,,,,2103220
2103223,0;-5;-10,1;0;-8,5;-4;-3,1;3;3,2103223
2103490,,,,,2103490
2103493,0;-1;2,-4;-6;3,6;-4;1,3;-9;-6,2103493
2103769,,,,,2103769
2103772,2;-4;10,-1;-7;-2,1;-2;-3,5;-12;1,2103772
2104036,,,,,2104036
2104039,2;0;0,4;-1;0,4;0;4,8;-5;0,2104039
2104304,,,,,2104304
2104311,4;-3;-1,3;0;6,0;-1;-6,0;0;-1,2104311
2104584,,,,,2104584
2104586,10;-9;-6,4;-2;-2,8;-4;0,4;-3;5,2104586
2104854,,,,,2104854
2104863,2;-4;4,3;-6;2,0;-5;5,4;-4;3,2104863
2105133,,,,,2105133
2105136,0;-5;-1,10;-3;-5,2;-6;6,3;-2;7,2105136
2105401,,,,,2105401
2105409,4;-2;2,3;0;7,0;-7;4,0;-6;-1,2105409
2105674,,,,,2105674
2105677,4;-12;5,3;2;-8,-4;-5;-1,6;1;1,2105677
2105945,,,,,2105945
2105953,1;1;-3,-3;-7;3,2;0;3,-4;-10;0,2105953
2106218,,,,,2106218
2106221,2;-6;4,0;-3;2,8;-4;-2,5;0;2,2106221
2106494,,,,,2106494
2106502,0;-2;-6,2;-5;1,5;-6;4,-1;-8;0,2106502
2106769,,,,,2106769
2106772,-2;-8;0,3;0;-8,0;0;-9,6;1;-3,2106772
2107043,,,,,2107043
2107052,1;0;1,2;-1;7,4;-3;4,-2;-3;3,2107052
2107315,,,,,2107315
2107318,3;-3;7,-5;0;2,2;1;2,0;0;8,2107318
2107591,,,,,2107591
2107598,-7;2;5,0;-5;3,-1;-6;6,2;0;-1,2107598
2107870,,,,,2107870
2107873,0;-2;3,2;-3;-6,7;-1;-8,3;0;-2,2107873
2108145,,,,,2108145
2108153,0;3;-6,1;0;0,-4;-4;4,-8;-8;10,2108153
2108422,,,,,2108422
2108424,-1;2;0,-3;-3;-3,-1;-1;0,-6;2;8,2108424
2108694,,,,,2108694
2108701,1;1;-4,-2;-3;2,-1;3;2,2;2;0,2108701
2108972,,,,,2108972
2108975,-1;0;9,-3;-3;8,-1;2;2,0;-4;0,2108975
2109246,,,,,2109246
2109255,1;-3;-4,1;6;-2,7;-5;-4,5;-5;0,2109255
2109516,,,,,2109516
2109519,0;0;-1,4;-1;-4,2;0;-3,0;-5;-2,2109519
2109785,,,,,2109785
2109792,0;0;0,1;-7;2,2;-6;0,1;2;4,2109792
2110053,,,,,2110053
2110056,-3;0;3,3;0;-2,0;2;-3,0;-6;-1,2110056
2110323,,,,,2110323
2110331,7;-4;-2,1;-1;1,-2;0;4,-2;0;0,2110331
2110598,,,,,2110598
2110601,-1;-2;0,0;1;-2,2;1;0,0;0;-4,2110601
2110873,,,,,2110873
2110880,1;-6;0,0;-7;2,1;0;2,-4;4;1,2110880
2111148,,,,,2111148
2111151,1;-1;-1,-1;4;-1,6;3;0,0;4;2,2111151
2111424,,,,,2111424
2111433,1;-10;-6,1;-4;4,-1;-6;3,0;3;0,2111433
2111702,,,,,2111702
2111704,0;-2;10,0;-9;0,3;1;6,0;-8;6,2111704
2111974,,,,,2111974
2111982,3;-2;-4,1;2;-1,2;-2;1,5;2;-7,2111982
2112250,,,,,2112250
2112252,8;-3;-5,4;-6;-9,4;-5;-3,-2;-12;6,2112252
2112522,,,,,2112522
2112531,0;0;5,0;0;7,0;-4;7,0;-3;2,2112531
2112801,,,,,2112801
2112804,-1;-8;-2,2;-3;-4,-1;-13;-3,1;0;-4,2112804
2113075,,,,,2113075
2113083,4;-1;-2,0;-7;2,-2;-8;0,3;-5;-4,2113083
2113350,,,,,2113350
2113353,1;-2;0,0;-5;-2,-2;-2;6,3;-2;8,2113353
2113622,,,,,2113622
2113625,2;-4;4,1;-7;11,0;-2;5,0;-5;-7,2113625
2113896,,,,,2113896
2113899,4;-7;-13,3;-4;-4,4;-4;0,4;-6;3,2113899
2114164,,,,,2114164
2114167,0;-4;8,0;-4;3,3;0;4,0;-6;0,2114167
2114442,,,,,2114442
2114445,1;-1;-4,0;-1;0,3;-4;-4,0;-3;5,2114445
2114715,,,,,2114715
2114718,-2;0;4,2;-4;-7,6;-5;-5,4;-3;1,2114718
2114991,,,,,2114991
2114994,2;-4;-2,1;-7;3,-2;0;6,0;3;2,2114994
2115265,,,,,2115265
2115268,0;-7;-2,-1;-6;-1,0;-4;4,-2;0;1,2115268
2115540,,,,,2115540
2115544,-1;-4;3,6;3;0,0;-5;4,0;-1;-1,2115544
2115816,,,,,2115816
2115819,-4;0;1,3;0;0,0;-8;-1,1;-4;0,2115819
2116090,,,,,2116090
2116093,-2;-8;-2,3;-6;4,4;-7;-3,3;-6;-5,2116093
2116362,,,,,2116362
2116365,0;0;3,0;4;-3,3;2;3,0;-3;7,2116365
2116635,,,,,2116635
2116638,0;-10;2,0;-4;0,2;-5;-2,1;2;-2,2116638
2116911,,,,,2116911
2116914,1;-1;0,4;-3;-1,6;1;-1,-1;-3;5,2116914
2117201,,,,,2117201
2117204,1;-2;1,2;0;4,2;0;1,1;-8;0,2117204
2117483,,,,,2117483
2117486,0;-4;4,0;-3;-1,0;-5;-1,4;-2;2,2117486
2117754,,,,,2117754
2117757,-1;1;5,-3;0;0,3;-5;3,0;0;2,2117757
2118032,,,,,2118032
2118035,-1;0;-1,6;-4;1,1;1;4,5;8;8,2118035
2118305,,,,,2118305
2118308,0;-3;0,0;1;3,0;0;1,0;0;8,2118308
2118587,,,,,2118587
2118590,0;-6;-5,-1;2;8,2;-3;1,5;0;-2,2118590
2118863,,,,,2118863
2118865,0;0;3,1;-3;-2,3;-6;7,5;-2;4,2118865
2119138,,,,,2119138
2119141,0;2;5,5;2;2,2;1;-2,6;6;1,2119141
2119421,,,,,2119421
2119425,4;-3;-6,2;-2;-3,1;-3;1,2;-2;2,2119425
2119688,,,,,2119688
2119691,0;-2;2,-1;0;0,2;-3;-3,0;-5;5,2119691
2119967,,,,,2119967
2119970,-1;-1;6,2;-2;0,1;-1;0,4;0;-2,2119970
2120231,,,,,2120231
2120235,0;-1;0,1;-4;7,0;-8;6,3;-1;-2,2120235
2120513,,,,,2120513
2120516,-1;-10;-3,6;0;4,2;0;2,4;-1;0,2120516
2120790,,,,,2120790
2120793,2;0;3,-2;-3;4,-3;-5;2,-2;-4;5,2120793
2121065,,,,,2121065
2121068,0;-3;-1,1;-7;2,-1;-1;7,-2;0;3,2121068
2121333,,,,,2121333
2121336,0;6;-1,1;-2;9,-4;2;13,0;1;8,2121336
2121615,,,,,2121615
2121618,-3;1;3,3;-2;5,0;0;-3,0;0;0,2121618
2121892,,,,,2121892
2121895,0;-2;1,0;-1;2,-4;-4;4,1;1;-2,2121895
2122165,,,,,2122165
2122168,-6;0;7,1;5;7,1;0;3,-2;1;6,2122168
2122435,,,,,2122435
2122437,0;-3;8,1;-2;9,0;7;7,-2;-8;7,2122437
2122716,,,,,2122716
2122719,-4;0;4,-4;3;1,2;-7;-3,2;1;-4,2122719
2122997,,,,,2122997
2123000,-2;-8;9,-3;-4;-1,4;-9;4,-1;-2;0,2123000
2123278,,,,,2123278
2123281,-1;-1;-7,-3;0;8,-2;0;-1,-4;-1;0,2123281
2123548,,,,,2123548
2123551,-9;-4;-2,0;-5;3,2;-6;5,-2;-4;1,2123551
2123829,,,,,2123829
2123832,0;0;-1,3;-4;0,-3;-6;1,1;-6;-3,2123832
2124100,,,,,2124100
2124103,-1;-4;4,-2;2;-5,-3;-1;-5,-1;-3;-4,2124103
2124379,,,,,2124379
2124382,0;3;-9,-4;2;1,0;-1;7,-2;-2;-2,2124382
2124650,,,,,2124650
2124653,-3;0;-8,-2;-7;2,-4;0;6,0;-8;7,2124653
2124931,,,,,2124931
2124934,0;-1;2,-3;-6;7,-3;-2;2,-1;0;5,2124934
2125201,,,,,2125201
2125204,-1;1;3,0;2;4,-3;-1;3,-6;-2;1,2125204
2125480,,,,,2125480
2125483,-3;2;0,-3;4;-2,-4;-5;5,-11;12;16,2125483
2125751,,,,,2125751
2125754,-2;0;1,-10;0;1,0;0;-8,5;-5;-9,2125754
2126025,,,,,2126025
2126034,2;7;-3,0;-1;-1,1;0;2,-4;-5;0,2126034
2126301,,,,,2126301
2126304,-1;-2;-2,0;-6;-10,-2;-4;-8,0;3;-3,2126304
2126575,,,,,2126575
2126583,0;2;-3,0;0;-3,7;-9;0,-2;3;-8,2126583
2126852,,,,,2126852
2126855,-5;0;2,-5;-2;-1,-1;-5;5,-1;0;0,2126855
2127126,,,,,2127126
2127135,-4;-6;1,-2;-3;1,-1;-2;0,-6;-7;3,2127135
2127401,,,,,2127401
2127405,-5;1;7,-5;-2;5,0;-2;-1,-1;-2;0,2127405
2127677,,,,,2127677
2127685,2;-13;-3,1;4;0,-5;4;9,-1;-4;0,2127685
2127952,,,,,2127952
2127955,-1;-5;4,-8;-8;3,-4;-3;-1,-5;0;-3,2127955
2128228,,,,,2128228
2128236,-8;5;5,-4;-2;2,-2;-7;-5,-7;-11;-7,2128236
2128502,,,,,2128502
2128505,-4;-3;1,-5;0;0,-3;-3;7,-5;-4;-2,2128505
2128784,,,,,2128784
2128791,-3;-9;6,1;-8;0,-4;2;1,-5;0;2,2128791
2129053,,,,,2129053
2129056,4;2;-6,-5;0;2,-4;-2;-3,1;0;-8,2129056
2129331,,,,,2129331
2129339,0;-5;-7,-4;-6;-2,-2;-2;2,1;-5;2,2129339
2129611,,,,,2129611
2129614,-5;2;1,0;1;-4,-4;0;-7,-5;0;-1,2129614
2129884,,,,,2129884
2129891,-5;-7;-2,-5;-3;4,-3;1;0,-3;-3;-7,2129891
2130154,,,,,2130154
2130157,-5;-1;-7,-7;-3;1,0;-7;8,0;0;1,2130157
2130430,,,,,2130430
2130439,1;-5;1,0;-7;0,4;-2;-1,-1;-3;-2,2130439
2130705,,,,,2130705
2130708,-1;-6;-7,-1;-5;1,-1;-6;0,3;-7;0,2130708
2130974,,,,,2130974
2130981,-9;-1;0,-2;1;-2,0;-2;4,-3;-1;1,2130981
2131244,,,,,2131244
2131247,1;-4;0,-2;-7;-5,-5;0;5,-2;1;7,2131247
2131513,,,,,2131513
2131522,4;-2;0,2;-2;1,1;-2;7,-3;0;-2,2131522
2131787,,,,,2131787
2131790,-1;3;-8,-3;-4;4,-2;2;1,1;-3;-4,2131790
2132057,,,,,2132057
2132064,0;-2;-8,-3;-7;-2,4;3;1,-1;-5;1,2132064
2132331,,,,,2132331
2132334,-4;-1;2,2;0;-4,1;7;-5,-4;0;3,2132334
2132608,,,,,2132608
2132616,0;-3;-4,-2;-3;5,0;-2;0,0;-3;-4,2132616
2132890,,,,,2132890
2132893,3;-2;-5,0;0;-2,0;-2;2,-4;4;5,2132893
2133157,,,,,2133157
2133165,-1;1;-1,-5;0;-8,-4;3;-2,-4;-1;3,2133165
2133433,,,,,2133433
2133436,-3;0;5,0;-1;-2,0;-6;-9,-3;-6;2,2133436
2133709,,,,,2133709
2133718,-3;-5;-7,0;-2;-1,-5;6;0,-5;0;6,2133718
2133990,,,,,2133990
2133993,-4;1;7,0;-7;-4,-4;5;-1,-2;-1;-1,2133993
2134260,,,,,2134260
2134286,-1;3;-3,-5;3;2,0;-4;-1,0;12;3,2134286
2134552,,,,,2134552
2134555,-2;1;-2,-10;0;0,-2;6;3,-8;3;5,2134555
2134829,,,,,2134829
2134837,-2;1;-2,-5;-2;7,-5;-2;-2,-3;-1;0,2134837
2135109,,,,,2135109
2135112,0;1;-2,-4;0;5,-2;2;1,0;-1;-3,2135112
2135385,,,,,2135385
2135392,-1;-2;4,0;0;-4,0;3;0,-3;-3;1,2135392
2135660,,,,,2135660
2135663,-2;2;4,-2;-1;3,-4;2;-3,-5;3;-2,2135663
2135931,,,,,2135931
2135940,-7;7;0,-6;2;-3,-4;0;3,1;7;5,2135940
2136210,,,,,2136210
2136213,-3;-2;2,-6;4;-4,-6;3;-1,3;-2;0,2136213
2136484,,,,,2136484
2136523,-6;5;-2,-6;4;1,-5;2;2,0;0;0,2136523
2136786,,,,,2136786
2136788,-4;4;0,-4;4;-3,-11;8;0,-3;1;2,2136788
2137061,,,,,2137061
2137071,-2;7;-1,-2;3;0,-2;2;0,-1;5;1,2137071
2137337,,,,,2137337
2137340,-2;-1;-7,-5;5;0,3;-3;-1,-3;1;4,2137340
2137612,,,,,2137612
2137620,-1;-1;5,-5;0;0,0;4;-9,-3;-2;-3,2137620
2137887,,,,,2137887
2137890,-7;10;4,-4;4;2,-2;1;5,1;1;-11,2137890
2138163,,,,,2138163
2138172,1;1;-9,-1;-2;0,-2;0;6,0;9;-4,2138172
2138438,,,,,2138438
2138441,-3;7;0,-6;1;1,0;6;-7,-7;5;-2,2138441
2138713,,,,,2138713
2138721,-6;10;-1,0;1;0,0;0;-2,-4;-1;-2,2138721
2138989,,,,,2138989
2138992,0;3;-1,-2;0;0,-2;0;2,-3;0;-3,2138992
2139264,,,,,2139264
2139272,-1;-3;0,2;3;1,-3;0;1,-3;4;-5,2139272
2139540,,,,,2139540
2139543,-4;0;-1,-1;2;0,-2;0;4,-2;-6;0,2139543
2139814,,,,,2139814
2139822,0;-1;0,0;3;-4,1;-5;3,-6;-2;0,2139822
2140090,,,,,2140090
2140093,-4;-5;2,0;-2;4,-3;-2;-2,-3;2;-2,2140093
2140365,,,,,2140365
2140374,-4;-1;-10,0;-5;2,-4;-6;1,-1;-3;-3,2140374
2140640,,,,,2140640
2140643,-2;0;0,1;-2;-3,-2;2;0,-1;2;-3,2140643
2140915,,,,,2140915
2140922,-5;1;1,-3;1;0,-1;-7;1,-2;-2;-6,2140922
2141190,,,,,2141190
2141193,-5;-2;-4,2;0;1,5;0;0,-3;2;0,2141193
2141466,,,,,2141466
2141474,0;0;0,-2;-6;-2,-1;0;-8,0;-8;-5,2141474
2141741,,,,,2141741
2141744,-3;-4;-1,0;-2;0,-1;0;1,-1;-5;-8,2141744
2142010,,,,,2142010
2142017,-1;0;-3,0;-1;-2,-3;-1;-2,1;2;2,2142017
2142282,,,,,2142282
2142284,0;-1;3,-2;1;-1,-4;-6;0,-1;1;1,2142284
2142554,,,,,2142554
2142563,2;-4;2,0;-2;7,4;-4;-1,0;3;0,2142563
2142831,,,,,2142831
2142834,1;1;0,-1;-5;2,0;-1;-3,-4;-1;-3,2142834
2143100,,,,,2143100
2143104,-3;-3;5,1;-1;-1,-3;1;-6,2;-2;-2,2143104
2143383,,,,,2143383
2143386,3;-5;-1,-3;0;-5,-4;-8;-2,-3;-5;-2,2143386
2143654,,,,,2143654
2143657,3;3;8,1;3;-3,3;2;0,-1;-1;1,2143657
2143931,,,,,2143931
2143934,0;0;-2,0;-6;0,5;-4;0,3;-4;0,2143934
2144203,,,,,2144203
2144205,-3;4;-1,0;1;0,-7;0;1,-1;-1;1,2144205
2144487,,,,,2144487
2144490,2;-2;0,0;-3;7,-3;-7;2,0;2;4,2144490
2144756,,,,,2144756
2144758,0;-1;6,-1;-2;0,-7;0;5,-4;-4;6,2144758
2145032,,,,,2145032
2145035,-3;-3;0,1;0;-6,0;-7;2,0;-2;0,2145035
2145307,,,,,2145307
2145310,0;-5;-3,-1;0;2,2;-2;1,0;5;-2,2145310
2145589,,,,,2145589
2145592,5;-5;-5,1;-3;-3,3;-4;1,0;1;3,2145592
2145861,,,,,2145861
2145864,1;-1;1,-3;-3;5,6;0;0,1;0;-2,2145864
2146146,,,,,2146146
2146149,0;2;0,2;-5;-9,1;-3;-8,-2;-1;-1,2146149
2146429,,,,,2146429
2146433,0;2;-2,4;0;-3,3;-3;7,5;-2;-1,2146433
2146702,,,,,2146702
2146705,5;0;-6,6;-1;-8,7;3;-3,4;-1;-1,2146705
2146971,,,,,2146971
2146973,1;-6;3,3;-6;6,1;1;-4,3;-1;-1,2146973
2147247,,,,,2147247
2147250,5;-2;-2,5;-8;2,7;1;5,10;-2;4,2147250
2147522,,,,,2147522
2147525,5;-1;4,-1;1;0,4;-4;-2,7;-1;0,2147525
2147796,,,,,2147796
2147800,4;-2;-3,4;-3;-3,0;0;-2,0;-3;2,2147800
2148072,,,,,2148072
2148075,7;-9;3,8;0;-4,4;-4;1,4;-3;0,2148075
2148354,,,,,2148354
2148357,1;0;0,5;-2;-1,3;-2;0,2;0;-5,2148357
2148623,,,,,2148623
2148626,3;7;-3,5;-1;-7,-2;-1;4,1;-5;-1,2148626
2148899,,,,,2148899
2148902,4;0;-1,2;-4;-1,2;-4;2,6;0;-5,2148902
2149174,,,,,2149174
2149177,8;1;-9,1;-4;-1,3;1;-2,0;-2;0,2149177
2149454,,,,,2149454
2149457,4;3;-2,2;0;1,1;3;-4,1;-4;0,2149457
2149724,,,,,2149724
2149727,4;-1;-3,2;0;-2,1;4;2,6;1;2,2149727
2150005,,,,,2150005
2150008,4;-6;0,4;1;7,1;2;-6,0;0;-4,2150008
2150275,,,,,2150275
2150278,0;0;0,3;-4;-2,0;-2;0,7;-5;6,2150278
2150555,,,,,2150555
2150558,3;2;0,1;-6;0,0;0;-5,1;-1;-5,2150558
2150824,,,,,2150824
2150828,0;0;0,0;-2;0,2;-7;1,2;-10;3,2150828
2151105,,,,,2151105
2151108,3;-4;-2,-2;-1;1,1;0;-5,2;0;0,2151108
2151375,,,,,2151375
2151378,5;3;0,6;0;0,3;-4;1,1;-8;6,2151378
2151656,,,,,2151656
2151659,5;-4;-1,0;1;2,-3;2;-8,0;-2;-2,2151659
2151925,,,,,2151925
2151928,3;-1;-6,-2;-7;-3,0;-5;2,0;-1;1,2151928
2152206,,,,,2152206
2152209,0;-8;2,4;0;8,10;-7;-5,6;-6;-2,2152209
2152476,,,,,2152476
2152479,12;-4;0,11;3;-3,6;0;-6,3;-5;-1,2152479
2152772,,,,,2152772
2152775,3;-2;-2,1;0;0,6;-4;7,-7;-1;9,2152775
2153039,,,,,2153039
2153042,0;-4;6,1;-4;0,0;-4;-1,1;-4;1,2153042
2153316,,,,,2153316
2153319,2;-2;2,4;0;-1,3;-6;3,4;-7;5,2153319
2153590,,,,,2153590
2153593,1;0;6,0;1;6,1;4;-3,2;-3;-1,2153593
2153863,,,,,2153863
2153881,5;-1;0,3;-2;0,0;-2;2,2;-6;1,2153881
2154153,,,,,2154153
2154157,2;-6;0,5;-6;1,6;-2;6,0;-2;9,2154157
2154429,,,,,2154429
2154437,1;-1;9,0;-6;5,-2;0;11,6;-9;-1,2154437
2154703,,,,,2154703
2154706,2;-3;0,0;-3;4,0;-5;3,1;-12;0,2154706
2154982,,,,,2154982
2154990,-5;7;1,0;-7;0,6;-7;4,-2;1;11,2154990
2155254,,,,,2155254
2155257,2;0;6,2;-8;1,4;-6;-1,2;-10;-4,2155257
2155530,,,,,2155530
2155537,0;-4;4,4;-5;-4,3;0;-8,3;-6;2,2155537
2155821,,,,,2155821
2155824,6;1;-9,-2;-7;-3,0;-6;-7,-5;-11;7,2155824
2156092,,,,,2156092
2156101,1;-3;5,0;-12;6,0;1;3,-1;-1;1,2156101
2156368,,,,,2156368
2156371,4;-2;1,3;-2;0,3;-1;-2,-1;0;6,2156371
2156641,,,,,2156641
2156648,0;-1;-3,0;0;1,-3;0;3,-2;-8;5,2156648
2156920,,,,,2156920
2156923,-3;-7;7,-2;-1;12,1;0;8,1;0;3,2156923
2157191,,,,,2157191
2157199,0;4;9,0;0;8,1;-3;11,3;-4;0,2157199
2157469,,,,,2157469
2157472,-2;-7;3,0;-7;-7,1;0;-4,-3;0;2,2157472
2157742,,,,,2157742
2157749,-5;3;-2,0;-4;-4,0;3;5,5;-8;1,2157749
2158025,,,,,2158025
2158028,3;-11;-1,0;-2;4,1;0;0,1;0;4,2158028
2158295,,,,,2158295
2158303,-1;-2;9,-2;0;8,6;2;10,0;-2;0,2158303
2158570,,,,,2158570
2158573,0;-13;6,-1;-8;1,0;2;1,-2;-2;4,2158573
2158841,,,,,2158841
2158849,3;0;-2,1;-2;0,0;-6;1,1;-8;3,2158849
2159120,,,,,2159120
2159123,0;-5;-3,2;-3;3,4;-8;-1,0;-9;2,2159123
2159392,,,,,2159392
2159401,0;-3;7,-2;0;7,0;-4;6,0;-9;3,2159401
2159671,,,,,2159671
2159674,1;4;5,2;-10;8,0;0;-4,-1;-1;0,2159674
2159946,,,,,2159946
2159953,4;-7;3,-1;3;-2,-1;-4;-3,3;-7;3,2159953
2160216,,,,,2160216
2160219,-1;-1;-3,8;-8;1,2;-1;2,1;0;-3,2160219
2160484,,,,,2160484
2160493,7;-9;1,-3;0;13,0;0;10,2;-6;8,2160493
2160760,,,,,2160760
2160763,0;-1;4,-1;-5;9,-3;0;-3,-5;-2;0,2160763
2161032,,,,,2161032
2161039,-1;-2;1,0;-1;-2,0;-1;-5,-2;1;1,2161039
2161310,,,,,2161310
2161313,-5;-2;0,-9;1;1,2;-4;6,-4;0;9,2161313
2161586,,,,,2161586
2161594,2;-1;2,0;-10;9,2;0;10,0;1;4,2161594
2161861,,,,,2161861
2161864,0;-3;1,1;0;7,2;0;3,8;-3;2,2161864
2162137,,,,,2162137
2162144,3;6;-1,-2;-3;4,-5;0;4,-2;0;-3,2162144
2162411,,,,,2162411
2162414,-5;-8;3,1;-3;-4,0;-1;0,3;-2;0,2162414
2162686,,,,,2162686
2162695,-3;0;-6,-1;2;-6,0;-5;2,3;-2;0,2162695
2162962,,,,,2162962
2162965,0;-10;5,-3;-4;7,-4;0;0,0;-1;0,2162965
2163231,,,,,2163231
2163238,0;-2;3,-4;-14;6,3;-3;4,-6;0;0,2163238
2163506,,,,,2163506
2163509,0;-1;4,-3;-5;0,-5;-4;-4,1;3;1,2163509
2163775,,,,,2163775
2163784,-2;-5;-4,0;-2;-1,3;-3;2,-1;-7;0,2163784
2164050,,,,,2164050
2164054,4;-6;5,-1;0;5,0;3;5,0;-10;6,2164054
2164326,,,,,2164326
2164334,3;0;-1,3;-4;0,0;0;3,-5;-4;-3,2164334
2164600,,,,,2164600
2164603,1;0;5,-6;0;0,-4;-1;-1,-2;1;3,2164603
2164865,,,,,2164865
2164873,1;-3;-9,0;-2;-1,-1;-2;9,-3;-3;9,2164873
2165139,,,,,2165139
2165142,-5;3;6,2;-8;-2,1;-9;-1,-4;3;5,2165142
2165409,,,,,2165409
2165416,0;-6;3,-1;-10;1,-2;-6;3,-10;1;-1,2165416
2165690,,,,,2165690
2165693,-3;-6;6,0;0;-6,0;-5;0,-3;-1;0,2165693
2165965,,,,,2165965
2165974,-6;-5;1,0;-2;0,-2;-6;3,-1;1;1,2165974
2166240,,,,,2166240
2166243,-3;-1;1,0;-11;-1,2;-4;3,0;-8;1,2166243
2166509,,,,,2166509
2166516,-6;-7;1,-5;0;3,-4;-9;0,-3;-2;0,2166516
2166781,,,,,2166781
2166784,2;-4;-4,3;-12;-10,-5;10;0,-7;1;-1,2166784
2167050,,,,,2167050
2167059,-7;-4;11,-3;-8;2,1;-7;-1,1;-9;-1,2167059
2167329,,,,,2167329
2167332,5;-1;0,-3;-2;2,-6;1;4,-2;-8;0,2167332
2167603,,,,,2167603
2167611,-4;2;-2,-4;-6;0,-1;-4;-2,0;-8;-6,2167611
2167873,,,,,2167873
2167876,0;0;-1,-7;-4;2,-2;2;3,3;-3;1,2167876
2168152,,,,,2168152
2168161,-2;-16;-3,3;-8;0,-7;3;5,5;0;-1,2168161
2168430,,,,,2168430
2168433,0;0;3,0;-10;3,-6;4;1,-8;3;1,2168433
2168704,,,,,2168704
2168712,-2;0;2,-3;3;3,-15;0;1,-5;-6;-5,2168712
2168976,,,,,2168976
2168979,-4;-5;2,2;-6;-3,-2;3;-1,0;-6;0,2168979
2169253,,,,,2169253
2169262,0;-5;-6,1;-6;-4,-3;-1;1,1;7;0,2169262
2169531,,,,,2169531
2169534,-1;1;0,3;-10;-2,-5;2;9,-12;-1;12,2169534
2169806,,,,,2169806
2169886,5;-7;0,-1;-6;0,-11;0;4,-8;-13;0,2169886
2170156,,,,,2170156
2170159,1;-7;-1,-9;-2;0,6;-10;-12,5;-7;-8,2170159
2170432,,,,,2170432
2170440,-3;0;-2,-2;0;-5,-2;-1;-3,-4;-1;0,2170440
2170713,,,,,2170713
2170716,3;-3;-1,-5;-1;6,-1;-1;3,-3;0;4,2170716
2170982,,,,,2170982
2170989,3;-4;0,0;-3;-4,-4;2;3,-11;-3;5,2170989
2171259,,,,,2171259
2171261,0;-8;5,-9;-2;7,3;-1;-4,1;-2;-4,2171261
2171533,,,,,2171533
2171542,-8;-9;4,1;-12;-1,-2;1;-5,-6;6;0,2171542
2171813,,,,,2171813
2171816,0;-10;-5,-1;3;-1,-1;-1;-2,0;-5;6,2171816
2172083,,,,,2172083
2172132,1;-4;11,-7;-7;6,-6;2;-6,3;-5;-9,2172132
2172399,,,,,2172399
2172402,-3;-6;0,2;3;-5,1;-9;-2,-6;-2;3,2172402
2172672,,,,,2172672
2172682,5;-10;-4,0;-10;0,-12;-3;3,-6;-1;5,2172682
2172948,,,,,2172948
2172951,1;-3;-2,-3;0;6,0;-3;0,-1;-1;-1,2172951
2173216,,,,,2173216
2173223,-5;-13;0,1;-4;-3,2;2;-5,2;-8;2,2173223
2173485,,,,,2173485
2173488,-2;4;-2,-7;-7;3,-1;-1;2,-2;-9;7,2173488
2173755,,,,,2173755
