,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
2839,,,,,431284,6,2021-10-27
2840,2;1;1,3;2;2,3;2;3,2;1;0,431287,6,2021-10-27
2841,,,,,431550,6,2021-10-27
2842,-2;1;0,-6;1;0,-7;2;0,-2;3;-2,431558,6,2021-10-27
2843,,,,,431818,6,2021-10-27
2844,-3;0;-1,-3;1;0,-3;2;0,-3;1;1,431821,6,2021-10-27
2845,,,,,432083,6,2021-10-27
2846,-2;1;3,-4;2;-1,-3;1;0,-4;1;-4,432091,6,2021-10-27
2847,,,,,432358,6,2021-10-27
2848,-3;0;1,-4;2;-3,-3;0;2,-4;1;-1,432360,6,2021-10-27
2849,,,,,432625,6,2021-10-27
2850,-3;0;1,-2;3;-2,-3;1;0,-2;2;0,432628,6,2021-10-27
2851,,,,,432896,6,2021-10-27
2852,-2;2;0,-3;1;1,-3;4;0,-2;1;0,432899,6,2021-10-27
2853,,,,,433171,6,2021-10-27
2854,-3;0;0,-4;1;1,-3;0;0,-2;2;0,433173,6,2021-10-27
2855,,,,,433453,6,2021-10-27
2856,-3;2;0,-4;2;-2,-1;0;0,-4;2;0,433456,6,2021-10-27
2857,,,,,433724,6,2021-10-27
2858,-3;1;-1,-4;2;0,-2;1;0,-2;2;0,433726,6,2021-10-27
2859,,,,,434002,6,2021-10-27
2860,-2;1;0,-3;1;0,-4;2;-1,-2;1;-1,434004,6,2021-10-27
2861,,,,,434273,6,2021-10-27
2862,-4;2;0,-3;1;0,-2;1;0,-4;2;0,434276,6,2021-10-27
2863,,,,,434540,6,2021-10-27
2864,-4;0;1,-4;3;-2,-2;1;0,-3;2;0,434547,6,2021-10-27
2865,,,,,434809,6,2021-10-27
2866,-2;1;-1,-3;2;0,-4;1;-1,-3;2;-1,434812,6,2021-10-27
2867,,,,,435073,6,2021-10-27
2868,-3;2;0,-3;1;1,-3;1;-2,-2;2;0,435082,6,2021-10-27
2869,,,,,435347,6,2021-10-27
2870,-2;0;2,-2;1;-1,-3;2;0,-3;3;-2,435350,6,2021-10-27
2871,,,,,435623,6,2021-10-27
2872,-3;2;1,-3;1;0,-2;1;0,-3;1;0,435627,6,2021-10-27
2873,,,,,435899,6,2021-10-27
2874,-3;3;-1,-4;0;0,-3;2;-4,-3;0;2,435901,6,2021-10-27
2875,,,,,436173,6,2021-10-27
2876,-3;2;0,-3;2;0,-3;0;-1,-4;2;-1,436176,6,2021-10-27
2877,,,,,436448,6,2021-10-27
2878,-4;1;0,-1;1;0,-3;1;0,-4;1;-1,436450,6,2021-10-27
2879,,,,,436719,6,2021-10-27
2880,-3;1;2,-4;3;-2,-3;1;0,-2;2;0,436722,6,2021-10-27
2881,,,,,436996,6,2021-10-27
2882,-2;1;0,-4;0;1,-4;2;0,-3;2;-2,436998,6,2021-10-27
2883,,,,,437264,6,2021-10-27
2884,-3;1;0,-4;0;-1,-3;2;0,-3;2;0,437266,6,2021-10-27
2885,,,,,437543,6,2021-10-27
2886,-4;0;2,-3;2;0,-2;0;0,-3;3;0,437545,6,2021-10-27
2887,,,,,437813,6,2021-10-27
2888,-3;2;-2,-3;1;0,-2;1;0,-3;0;0,437815,6,2021-10-27
2889,,,,,438075,6,2021-10-27
2890,-3;1;0,-5;0;-1,-4;1;2,-4;3;-2,438083,6,2021-10-27
2891,,,,,438350,6,2021-10-27
2892,-4;2;-1,-3;1;-2,-2;1;-1,-3;1;0,438353,6,2021-10-27
2893,,,,,438614,6,2021-10-27
2894,-3;2;0,-3;0;0,-3;3;0,-2;1;0,438622,6,2021-10-27
2895,,,,,438903,6,2021-10-27
2896,-4;1;0,-6;0;-3,-5;0;-1,-6;3;2,438906,6,2021-10-27
2897,,,,,439177,6,2021-10-27
2898,-6;0;-1,-5;2;0,-5;1;0,-8;2;-2,439179,6,2021-10-27
2899,,,,,439452,6,2021-10-27
2900,-8;1;1,-6;0;-1,-13;1;-1,-13;0;-2,439455,6,2021-10-27
2901,,,,,439727,6,2021-10-27
2902,-18;3;-3,-17;0;-2,-17;0;-4,-17;0;-4,439730,6,2021-10-27
2903,,,,,440004,6,2021-10-27
2904,-18;0;-2,-17;0;-2,-17;1;-7,-19;1;-7,440006,6,2021-10-27
2905,,,,,440278,6,2021-10-27
2906,-19;1;-5,-20;0;-4,-21;-1;-1,-19;-1;-1,440281,6,2021-10-27
2907,,,,,440560,6,2021-10-27
2908,-20;-2;-5,-18;-3;-5,-20;-3;-2,-21;2;-3,440563,6,2021-10-27
2909,,,,,440828,6,2021-10-27
2910,-21;2;-4,-18;-2;1,-17;0;-3,-22;-2;-2,440832,6,2021-10-27
2911,,,,,441115,6,2021-10-27
2912,-19;-4;-11,-21;-1;-2,-20;0;-7,-22;0;-6,441118,6,2021-10-27
2913,,,,,441379,6,2021-10-27
2914,-18;7;-1,-20;5;-1,-18;5;-5,-18;3;-5,441381,6,2021-10-27
2915,,,,,441659,6,2021-10-27
2916,-18;-2;-6,-9;1;-3,-9;4;0,-6;6;2,441662,6,2021-10-27
2917,,,,,441927,6,2021-10-27
2918,-10;8;-1,-3;4;2,-4;7;0,-6;5;-3,441930,6,2021-10-27
2919,,,,,442193,6,2021-10-27
2920,-5;2;-3,-8;9;-8,-16;13;-1,-19;9;-3,442203,6,2021-10-27
2921,,,,,442468,6,2021-10-27
2922,-13;14;0,-14;16;5,-13;13;0,-11;14;-16,442471,6,2021-10-27
2923,,,,,442737,6,2021-10-27
2924,-18;20;0,-11;31;1,-10;20;3,-15;15;5,442744,6,2021-10-27
2925,,,,,443005,6,2021-10-27
2926,-14;17;-9,-19;17;-6,-13;20;0,-14;23;-2,443009,6,2021-10-27
2927,,,,,443276,6,2021-10-27
2928,-16;24;-9,-6;23;-6,-14;24;5,-1;30;0,443285,6,2021-10-27
2929,,,,,443556,6,2021-10-27
2930,-16;34;5,-11;29;1,-12;36;-5,-7;34;-2,443559,6,2021-10-27
2931,,,,,443828,6,2021-10-27
2932,-4;23;4,-5;33;-4,-5;29;-3,-7;33;-8,443835,6,2021-10-27
2933,,,,,444103,6,2021-10-27
2934,-5;33;-4,-9;31;-1,-9;31;-9,-8;29;-5,444106,6,2021-10-27
2935,,,,,444377,6,2021-10-27
2936,-7;32;-3,0;34;1,-9;33;0,-9;28;4,444380,6,2021-10-27
2937,,,,,444653,6,2021-10-27
2938,-5;32;-1,-6;27;0,-7;31;-2,-4;27;-6,444655,6,2021-10-27
2939,,,,,444920,6,2021-10-27
2940,-15;27;3,-14;22;3,-13;13;0,-9;14;3,444923,6,2021-10-27
2941,,,,,445204,6,2021-10-27
2942,-12;7;0,-11;1;-3,-12;0;-2,-14;1;-2,445206,6,2021-10-27
2943,,,,,445477,6,2021-10-27
2944,-19;3;-4,-14;-1;-8,-13;-4;-11,-19;-6;0,445480,6,2021-10-27
2945,,,,,445754,6,2021-10-27
2946,-21;-7;2,-21;-4;0,-21;0;-6,-15;7;-5,445756,6,2021-10-27
2947,,,,,446023,6,2021-10-27
2948,-23;3;-2,-16;0;-5,-21;1;0,-21;3;-4,446026,6,2021-10-27
2949,,,,,446298,6,2021-10-27
2950,-22;0;-9,-25;0;-9,-22;-1;-1,-15;1;-7,446301,6,2021-10-27
2951,,,,,446573,6,2021-10-27
2952,-18;1;-3,-16;-1;-5,-21;-7;-4,-20;-6;-5,446575,6,2021-10-27
2953,,,,,446853,6,2021-10-27
2954,-14;0;-7,-19;0;-7,-20;-1;-1,-16;0;-8,446855,6,2021-10-27
2955,,,,,447124,6,2021-10-27
2956,-19;-3;-6,-15;-7;-3,-19;-10;-2,-19;-5;-2,447126,6,2021-10-27
2957,,,,,447399,6,2021-10-27
2958,-20;-8;-7,-14;-5;-3,-11;-7;0,-13;-4;1,447401,6,2021-10-27
2959,,,,,447673,6,2021-10-27
2960,-15;2;-4,-13;0;3,-9;-1;-6,-11;-7;-2,447676,6,2021-10-27
2961,,,,,447946,6,2021-10-27
2962,-12;-5;-3,-7;-2;-3,-16;-4;-3,-24;-5;4,447955,6,2021-10-27
2963,,,,,448218,6,2021-10-27
2964,-16;1;-3,-14;-10;-6,-25;-18;2,-20;-7;-3,448221,6,2021-10-27
2965,,,,,448494,6,2021-10-27
2966,-19;-7;-7,-13;-7;-7,-21;0;-6,-20;0;-8,448502,6,2021-10-27
2967,,,,,448775,6,2021-10-27
2968,-15;-10;-1,-19;-6;4,-17;-9;-6,-21;-1;-3,448778,6,2021-10-27
2969,,,,,449049,6,2021-10-27
2970,-18;-1;-10,-21;-3;-2,-20;1;4,-20;4;-2,449058,6,2021-10-27
2971,,,,,449325,6,2021-10-27
2972,-13;-2;-12,-14;4;-3,-18;-4;1,-24;-5;-2,449328,6,2021-10-27
2973,,,,,449600,6,2021-10-27
2974,-23;-5;1,-17;1;-4,-21;2;3,-12;7;-13,449608,6,2021-10-27
2975,,,,,449875,6,2021-10-27
2976,-16;0;-5,-22;3;-11,-12;6;2,-20;2;0,449879,6,2021-10-27
2977,,,,,450151,6,2021-10-27
2978,-20;0;-7,-18;1;-1,-19;6;-2,-15;4;-4,450159,6,2021-10-27
2979,,,,,450426,6,2021-10-27
2980,-12;5;0,-14;5;-9,-13;0;0,-11;3;-1,450429,6,2021-10-27
2981,,,,,450696,6,2021-10-27
2982,-10;0;-3,-7;6;-2,-11;2;8,-12;10;-15,450698,6,2021-10-27
2983,,,,,450970,6,2021-10-27
2984,-13;2;-5,-7;4;-2,-5;2;-7,-11;5;-2,450973,6,2021-10-27
2985,,,,,451239,6,2021-10-27
2986,-13;0;-1,-7;-4;2,-12;1;0,-10;1;-11,451243,6,2021-10-27
2987,,,,,451515,6,2021-10-27
2988,-14;4;8,-11;2;-4,-10;0;3,-12;2;-7,451517,6,2021-10-27
2989,,,,,451789,6,2021-10-27
2990,-15;3;-1,-9;-5;-5,-13;-3;3,-11;1;0,451792,6,2021-10-27
2991,,,,,452072,6,2021-10-27
2992,-5;4;-6,-8;-4;4,-6;-2;2,-8;2;-3,452075,6,2021-10-27
2993,,,,,452340,6,2021-10-27
2994,-9;0;10,-11;-1;1,-9;3;-5,-5;2;-7,452343,6,2021-10-27
2995,,,,,452624,6,2021-10-27
2996,-9;3;-1,-3;1;3,-7;-1;-4,-8;4;5,452627,6,2021-10-27
2997,,,,,452890,6,2021-10-27
2998,-6;2;2,-3;1;-1,-4;-1;5,-5;0;2,452893,6,2021-10-27
2999,,,,,453165,6,2021-10-27
3000,-10;5;2,-4;2;3,-7;1;2,-5;4;1,453168,6,2021-10-27
3001,,,,,453437,6,2021-10-27
3002,-4;0;1,-6;1;-7,-9;2;2,-5;1;0,453440,6,2021-10-27
3003,,,,,453704,6,2021-10-27
3004,-3;-3;0,-5;1;0,-9;3;0,-8;-4;3,453713,6,2021-10-27
3005,,,,,453980,6,2021-10-27
3006,-2;-8;2,-2;0;0,-3;0;-1,-2;4;-6,453983,6,2021-10-27
3007,,,,,454254,6,2021-10-27
3008,-1;0;2,0;-1;-2,-1;0;0,0;-1;5,454261,6,2021-10-27
3009,,,,,454530,6,2021-10-27
3010,-2;0;-2,2;1;-4,3;1;4,0;4;-5,454532,6,2021-10-27
3011,,,,,454793,6,2021-10-27
3012,0;-3;2,-2;1;0,0;0;5,-5;-2;-5,454802,6,2021-10-27
3013,,,,,455074,6,2021-10-27
3014,2;1;-1,-1;-2;2,0;3;1,0;-1;1,455077,6,2021-10-27
3015,,,,,455346,6,2021-10-27
3016,2;-3;-10,-1;0;-2,2;1;3,0;6;-3,455348,6,2021-10-27
3017,,,,,455619,6,2021-10-27
3018,2;1;2,0;-5;0,0;0;-7,0;2;-1,455622,6,2021-10-27
3019,,,,,455894,6,2021-10-27
3020,1;1;1,-2;0;-1,1;2;-2,3;-1;4,455896,6,2021-10-27
3021,,,,,456169,6,2021-10-27
3022,3;3;0,-3;-3;-1,0;-1;9,-2;-5;2,456172,6,2021-10-27
3023,,,,,456439,6,2021-10-27
3024,0;3;3,-1;0;-6,0;6;-1,0;0;-1,456442,6,2021-10-27
3025,,,,,456719,6,2021-10-27
3026,1;-1;8,0;1;8,0;0;-2,0;-3;-4,456722,6,2021-10-27
3027,,,,,456983,6,2021-10-27
3028,2;-3;3,2;-1;0,3;-16;17,2;-12;1,456986,6,2021-10-27
3029,,,,,457252,6,2021-10-27
3030,0;-6;0,3;-3;-2,7;-3;-1,5;-3;3,457261,6,2021-10-27
3031,,,,,457533,6,2021-10-27
3032,4;-10;0,10;-6;0,6;-3;-4,6;-7;-2,457536,6,2021-10-27
3033,,,,,457808,6,2021-10-27
3034,6;-9;-5,0;-7;0,6;-4;0,4;-12;0,457816,6,2021-10-27
3035,,,,,458078,6,2021-10-27
3036,8;-11;4,8;-16;8,7;-10;10,9;-8;0,458080,6,2021-10-27
3037,,,,,458346,6,2021-10-27
3038,4;-15;0,7;-4;4,4;-6;-1,1;-8;5,458355,6,2021-10-27
3039,,,,,458624,6,2021-10-27
3040,0;6;-1,11;7;6,5;3;0,3;3;-5,458626,6,2021-10-27
3041,,,,,458897,6,2021-10-27
3042,7;0;11,7;-2;7,10;-2;-7,10;-1;-2,458900,6,2021-10-27
3043,,,,,459172,6,2021-10-27
3044,2;5;0,6;5;4,8;2;6,11;8;0,459175,6,2021-10-27
3045,,,,,459447,6,2021-10-27
3046,5;6;0,9;0;5,6;-2;-1,11;10;5,459450,6,2021-10-27
3047,,,,,459723,6,2021-10-27
3048,4;10;3,9;-1;-2,12;3;4,13;1;-3,459726,6,2021-10-27
3049,,,,,459995,6,2021-10-27
3050,8;7;9,7;18;0,14;-2;6,13;7;1,459998,6,2021-10-27
3051,,,,,460264,6,2021-10-27
3052,9;10;4,14;7;3,14;1;10,10;2;5,460267,6,2021-10-27
3053,,,,,460536,6,2021-10-27
3054,25;5;4,8;3;7,10;3;3,18;-1;10,460539,6,2021-10-27
3055,,,,,460818,6,2021-10-27
3056,21;0;3,16;-7;-2,18;-2;-3,17;1;2,460821,6,2021-10-27
3057,,,,,461086,6,2021-10-27
3058,19;3;8,16;-7;12,14;-1;2,16;-4;11,461088,6,2021-10-27
3059,,,,,461355,6,2021-10-27
3060,18;-6;4,13;-3;-9,16;-3;-2,17;-4;7,461363,6,2021-10-27
3061,,,,,461624,6,2021-10-27
3062,15;-1;2,15;-1;-1,19;-4;1,17;0;8,461627,6,2021-10-27
3063,,,,,461896,6,2021-10-27
3064,16;-2;2,15;0;5,18;-8;3,14;-11;3,461919,6,2021-10-27
3065,,,,,462187,6,2021-10-27
3066,13;-14;7,12;-15;2,5;-17;2,4;-11;8,462190,6,2021-10-27
3067,,,,,462456,6,2021-10-27
3068,12;-14;3,14;-19;3,4;-24;5,10;-28;0,462465,6,2021-10-27
3069,,,,,462726,6,2021-10-27
3070,14;-25;10,15;-29;9,6;-28;0,12;-36;-2,462729,6,2021-10-27
3071,,,,,463003,6,2021-10-27
3072,6;-33;6,10;-40;-4,13;-34;-2,10;-42;4,463011,6,2021-10-27
3073,,,,,463277,6,2021-10-27
3074,8;-38;-1,7;-38;5,6;-43;-4,11;-39;-2,463279,6,2021-10-27
3075,,,,,463552,6,2021-10-27
3076,9;-38;3,5;-48;9,14;-43;2,7;-35;7,463555,6,2021-10-27
3077,,,,,463826,6,2021-10-27
3078,5;-54;12,11;-37;0,15;-46;2,5;-41;-5,463830,6,2021-10-27
3079,,,,,464096,6,2021-10-27
3080,8;-47;7,13;-46;6,2;-34;2,10;-29;13,464099,6,2021-10-27
3081,,,,,464372,6,2021-10-27
3082,9;-38;0,6;-42;5,3;-42;1,3;-37;5,464375,6,2021-10-27
3083,,,,,464641,6,2021-10-27
3084,-4;-33;6,1;-13;-4,-13;-25;5,-11;-27;3,464643,6,2021-10-27
3085,,,,,464925,6,2021-10-27
3086,-2;-27;-9,-8;-35;0,-12;-24;-14,-17;-25;8,464928,6,2021-10-27
3087,,,,,465193,6,2021-10-27
3088,-14;-17;-2,-17;-17;3,-9;-17;3,-8;-19;-11,465196,6,2021-10-27
3089,,,,,465478,6,2021-10-27
3090,-7;-12;10,-5;-22;13,-15;-17;1,-12;-17;-3,465481,6,2021-10-27
3091,,,,,465748,6,2021-10-27
3092,-11;-21;0,-25;-7;5,-17;-10;-11,-6;-18;-4,465751,6,2021-10-27
3093,,,,,466022,6,2021-10-27
3094,-22;-7;4,-21;-8;-7,-14;-4;-4,-14;-12;2,466024,6,2021-10-27
3095,,,,,466293,6,2021-10-27
3096,-25;-2;-5,-19;5;-16,-21;-4;-10,-19;-5;-10,466295,6,2021-10-27
3097,,,,,466569,6,2021-10-27
3098,-32;9;-8,-19;8;-27,-23;-3;-3,-19;-3;-1,466572,6,2021-10-27
3099,,,,,466836,6,2021-10-27
3100,-13;-4;-3,-16;2;1,-20;-6;9,-24;6;-24,466839,6,2021-10-27
3101,,,,,467110,6,2021-10-27
3102,-13;-5;-14,-15;-3;-5,-25;8;-2,-23;10;3,467113,6,2021-10-27
3103,,,,,467375,6,2021-10-27
3104,-35;5;0,-15;4;1,-19;-3;-3,-18;-1;0,467378,6,2021-10-27
3105,,,,,467652,6,2021-10-27
3106,-9;-6;-11,-18;-12;-7,-23;1;-14,-15;-8;7,467660,6,2021-10-27
3107,,,,,467924,6,2021-10-27
3108,-22;-7;0,-14;-4;-9,-15;-5;-12,-14;0;0,467928,6,2021-10-27
3109,,,,,468194,6,2021-10-27
3110,-17;-10;-12,-19;-4;-2,-13;-7;-16,-14;8;-5,468201,6,2021-10-27
3111,,,,,468483,6,2021-10-27
3112,-18;2;-6,-16;0;-1,-14;6;-22,-25;2;-14,468486,6,2021-10-27
3113,,,,,468755,6,2021-10-27
3114,-23;1;-10,-19;-2;-5,-15;-16;-12,-14;-9;-4,468763,6,2021-10-27
3115,,,,,469031,6,2021-10-27
3116,-21;-2;-8,-17;-8;-5,-17;2;-4,-19;-1;0,469035,6,2021-10-27
3117,,,,,469305,6,2021-10-27
3118,-24;-4;0,-26;-2;14,-24;-8;0,-16;-10;-9,469312,6,2021-10-27
3119,,,,,469593,6,2021-10-27
3120,-24;-5;-1,-23;-10;-10,-25;-4;-6,-23;-10;-3,469596,6,2021-10-27
3121,,,,,469858,6,2021-10-27
3122,-21;0;0,-25;-5;-13,-20;-7;-4,-22;-12;-14,469867,6,2021-10-27
3123,,,,,470146,6,2021-10-27
3124,-26;-4;1,-19;-2;5,-22;-6;-8,-20;-8;-11,470149,6,2021-10-27
3125,,,,,470423,6,2021-10-27
3126,-27;2;6,-21;-6;1,-23;-7;-13,-16;-4;-8,470430,6,2021-10-27
3127,,,,,470695,6,2021-10-27
3128,-16;-9;-13,-13;4;-23,-20;-6;-2,-19;-7;3,470699,6,2021-10-27
3129,,,,,470972,6,2021-10-27
3130,-14;-6;-13,-15;0;-10,-22;-3;6,-25;-7;7,470980,6,2021-10-27
3131,,,,,471257,6,2021-10-27
3132,-23;-1;0,-22;2;0,-13;4;-24,-27;0;7,471260,6,2021-10-27
3133,,,,,471523,6,2021-10-27
3134,-15;5;3,-1;-2;-11,2;-3;-10,-1;-2;4,471526,6,2021-10-27
3135,,,,,471797,6,2021-10-27
3136,-9;3;-16,-3;-3;4,-1;-3;10,-4;0;-9,471800,6,2021-10-27
3137,,,,,472073,6,2021-10-27
3138,-2;-9;5,-4;-6;0,0;-5;5,-2;-6;1,472076,6,2021-10-27
3139,,,,,472348,6,2021-10-27
3140,2;0;11,-4;-4;-4,0;-6;1,5;-2;-3,472350,6,2021-10-27
3141,,,,,472616,6,2021-10-27
3142,-1;3;0,-5;-13;2,0;-2;-11,4;-1;-8,472620,6,2021-10-27
3143,,,,,472895,6,2021-10-27
3144,-5;2;-10,0;6;-3,-2;0;5,-1;-9;2,472898,6,2021-10-27
3145,,,,,473163,6,2021-10-27
3146,3;4;-7,-4;-4;8,-4;0;-4,-1;8;-3,473166,6,2021-10-27
3147,,,,,473448,6,2021-10-27
3148,-2;-1;-3,0;-2;-8,1;0;3,0;0;2,473451,6,2021-10-27
3149,,,,,473711,6,2021-10-27
3150,-2;3;1,-1;1;-6,3;1;0,-1;-3;5,473714,6,2021-10-27
3151,,,,,473989,6,2021-10-27
3152,1;-2;-1,-2;0;2,1;2;3,-5;-5;-1,473991,6,2021-10-27
3153,,,,,474264,6,2021-10-27
3154,1;1;4,-2;0;-4,2;0;5,5;1;2,474266,6,2021-10-27
3155,,,,,474537,6,2021-10-27
3156,2;0;4,2;7;-4,-1;0;7,6;-4;-2,474547,6,2021-10-27
3157,,,,,474813,6,2021-10-27
3158,6;2;1,9;-10;0,12;-7;5,8;0;0,474815,6,2021-10-27
3159,,,,,475084,6,2021-10-27
3160,11;-1;-3,9;-1;4,9;1;4,10;0;-4,475092,6,2021-10-27
3161,,,,,475364,6,2021-10-27
3162,13;-6;-4,9;-2;-2,15;3;5,16;1;6,475367,6,2021-10-27
3163,,,,,475638,6,2021-10-27
3164,14;1;6,14;-2;-2,10;1;8,12;0;3,475641,6,2021-10-27
3165,,,,,475914,6,2021-10-27
3166,14;-2;-7,12;-5;0,11;3;-2,11;1;5,475917,6,2021-10-27
3167,,,,,476188,6,2021-10-27
3168,12;-2;3,8;0;7,6;-1;2,7;-3;1,476191,6,2021-10-27
3169,,,,,476465,6,2021-10-27
3170,6;2;0,4;0;5,6;2;2,8;1;0,476468,6,2021-10-27
3171,,,,,476733,6,2021-10-27
3172,6;2;0,6;-2;-1,2;2;3,3;1;-2,476736,6,2021-10-27
3173,,,,,477009,6,2021-10-27
3174,5;0;1,6;-1;2,-3;2;0,0;1;-1,477012,6,2021-10-27
3175,,,,,477278,6,2021-10-27
3176,-1;5;1,-2;9;0,-1;1;-1,-3;-4;1,477281,6,2021-10-27
3177,,,,,477551,6,2021-10-27
3178,-8;3;-1,-10;6;-1,-8;2;-1,-8;0;1,477554,6,2021-10-27
3179,,,,,477815,6,2021-10-27
3180,-10;2;-1,-10;2;0,-12;5;-4,-16;9;-5,477818,6,2021-10-27
3181,,,,,478093,6,2021-10-27
3182,-17;7;-7,-13;5;-3,-19;5;-9,-17;6;-5,478101,6,2021-10-27
3183,,,,,478366,6,2021-10-27
3184,-19;12;-4,-17;16;-4,-17;22;-6,-12;17;-5,478369,6,2021-10-27
3185,,,,,478645,6,2021-10-27
3186,-9;19;-1,-13;19;-6,-7;21;-6,-6;18;-4,478652,6,2021-10-27
3187,,,,,478916,6,2021-10-27
3188,-10;13;-8,-12;5;-11,-15;11;-1,-13;15;-5,478919,6,2021-10-27
3189,,,,,479193,6,2021-10-27
3190,-14;8;0,-18;8;-5,-10;8;-1,-9;20;0,479201,6,2021-10-27
3191,,,,,479467,6,2021-10-27
3192,-14;20;-8,-17;17;-4,-15;16;-5,-14;18;1,479470,6,2021-10-27
3193,,,,,479738,6,2021-10-27
3194,-19;14;-2,-14;9;3,-18;5;-12,-12;10;-8,479746,6,2021-10-27
3195,,,,,480014,6,2021-10-27
3196,-17;27;-3,-17;26;-1,-17;25;-2,-18;21;0,480017,6,2021-10-27
3197,,,,,480282,6,2021-10-27
3198,-16;11;1,-15;14;3,-17;14;1,-16;18;-2,480291,6,2021-10-27
3199,,,,,480557,6,2021-10-27
3200,-22;14;1,-19;15;0,-24;13;-1,-26;19;-5,480560,6,2021-10-27
3201,,,,,480831,6,2021-10-27
3202,-19;7;-4,-18;12;-3,-20;18;4,-16;16;-10,480834,6,2021-10-27
3203,,,,,481106,6,2021-10-27
3204,-17;10;-7,-17;10;-10,-17;13;-7,-17;7;0,481110,6,2021-10-27
3205,,,,,481376,6,2021-10-27
3206,-19;7;-6,-18;5;-3,-17;4;0,-16;1;0,481378,6,2021-10-27
3207,,,,,481653,6,2021-10-27
3208,-10;-3;-2,-22;0;1,-15;-1;-1,-21;-11;-1,481656,6,2021-10-27
3209,,,,,481927,6,2021-10-27
3210,-17;-3;1,-21;-6;-6,-21;-14;-6,-25;-10;-11,481929,6,2021-10-27
3211,,,,,482204,6,2021-10-27
3212,-27;-4;-9,-26;-13;-1,-27;-7;-4,-21;-10;-12,482207,6,2021-10-27
3213,,,,,482477,6,2021-10-27
3214,-21;-6;-5,-25;2;-3,-27;1;-22,-29;-10;-7,482480,6,2021-10-27
3215,,,,,482758,6,2021-10-27
3216,-22;-10;-1,-26;-5;-5,-27;-2;-6,-25;3;-11,482761,6,2021-10-27
3217,,,,,483034,6,2021-10-27
3218,-25;-7;-7,-18;1;-5,-24;2;-3,-32;1;-9,483036,6,2021-10-27
3219,,,,,483308,6,2021-10-27
3220,-22;-2;0,-25;-1;-13,-26;-6;-10,-25;6;-4,483311,6,2021-10-27
3221,,,,,483577,6,2021-10-27
3222,-20;4;-6,-20;2;-5,-29;2;2,-28;-4;-6,483580,6,2021-10-27
3223,,,,,483853,6,2021-10-27
3224,-19;-3;-18,-22;-2;-7,-29;-3;-11,-25;2;-4,483856,6,2021-10-27
3225,,,,,484122,6,2021-10-27
3226,-21;-2;-10,-28;-8;7,-25;-4;-13,-20;-7;-3,484125,6,2021-10-27
3227,,,,,484399,6,2021-10-27
3228,-25;-4;0,-25;6;-6,-22;-1;-2,-17;-3;-16,484402,6,2021-10-27
3229,,,,,484673,6,2021-10-27
3230,-19;-3;-14,-26;-6;-3,-22;-5;-1,-25;-3;-9,484676,6,2021-10-27
3231,,,,,484952,6,2021-10-27
3232,-17;-3;-5,-18;-6;-3,-24;0;-5,-21;8;-12,484955,6,2021-10-27
3233,,,,,485218,6,2021-10-27
3234,-18;-4;1,-18;0;-7,-15;-2;-5,-18;-6;-12,485221,6,2021-10-27
3235,,,,,485490,6,2021-10-27
3236,-10;-1;-3,-10;-12;-6,-10;-4;-1,-11;-1;-7,485493,6,2021-10-27
3237,,,,,485755,6,2021-10-27
3238,-4;-3;1,-6;-2;0,-6;-2;0,-4;-4;-2,485758,6,2021-10-27
3239,,,,,486024,6,2021-10-27
3240,-7;-7;-16,-8;-10;-11,-5;0;1,-8;1;-4,486033,6,2021-10-27
3241,,,,,486299,6,2021-10-27
3242,-2;-5;-6,-10;-2;-3,-3;0;-4,-13;-5;-5,486302,6,2021-10-27
3243,,,,,486575,6,2021-10-27
3244,0;-2;0,-2;-8;-7,-7;-9;8,0;-1;-8,486582,6,2021-10-27
3245,,,,,486850,6,2021-10-27
3246,-5;-10;-2,-4;-15;-2,-3;-9;0,-8;-12;0,486853,6,2021-10-27
3247,,,,,487132,6,2021-10-27
3248,-5;-16;1,0;-9;-2,-4;-6;1,-8;-13;0,487141,6,2021-10-27
3249,,,,,487413,6,2021-10-27
3250,-7;-14;-2,1;-6;4,-2;-16;2,-4;-15;0,487416,6,2021-10-27
3251,,,,,487688,6,2021-10-27
3252,-1;-19;10,-6;-21;8,1;-15;10,-9;-26;-13,487696,6,2021-10-27
3253,,,,,487963,6,2021-10-27
3254,-8;-18;-4,-8;-23;-2,-4;-20;9,-7;-14;-4,487966,6,2021-10-27
3255,,,,,488239,6,2021-10-27
3256,-8;-19;1,-9;-9;2,-10;-18;2,-11;-16;1,488248,6,2021-10-27
3257,,,,,488514,6,2021-10-27
3258,-13;-22;-4,-1;-20;-5,-6;-18;-2,-5;-21;8,488517,6,2021-10-27
3259,,,,,488788,6,2021-10-27
3260,-10;-25;7,-13;-23;2,-11;-23;-2,-5;-13;9,488792,6,2021-10-27
3261,,,,,489073,6,2021-10-27
3262,-10;-11;-5,-7;-16;-9,-10;-18;-1,-6;-20;-2,489076,6,2021-10-27
3263,,,,,489347,6,2021-10-27
3264,-8;-22;7,-14;-17;11,-10;-13;0,-6;-16;-5,489350,6,2021-10-27
3265,,,,,489624,6,2021-10-27
3266,-10;-26;7,-6;-22;2,-9;-14;9,-9;-16;1,489627,6,2021-10-27
3267,,,,,489895,6,2021-10-27
3268,-10;-14;-2,-14;-23;-5,-9;-15;0,-9;-17;7,489897,6,2021-10-27
3269,,,,,490178,6,2021-10-27
