,acc1,acc2,acc3,acc4
2998391,,,,
2998400,-10;1;8,-2;3;9,1;-2;8,1;4;3
2998667,,,,
2998670,5;1;0,-4;1;-1,5;-4;-2,2;-1;0
2998936,,,,
2998944,5;9;-6,0;-4;4,-11;6;7,3;2;-9
2999217,,,,
2999220,0;8;0,10;-3;-6,7;-6;-4,4;1;5
2999492,,,,
2999499,9;0;5,8;-3;17,3;4;11,2;3;5
2999768,,,,
2999771,6;8;-2,15;-5;-12,17;-10;-13,6;-4;0
3000037,,,,
3000046,-2;2;1,7;9;6,4;0;7,5;14;14
3000317,,,,
3000321,4;3;15,6;5;1,1;9;2,1;11;-1
3000593,,,,
3000600,8;8;0,4;-5;5,1;-1;9,6;1;20
3000863,,,,
3000866,9;3;20,3;13;7,4;17;6,4;-4;5
3001133,,,,
3001142,0;-5;-4,4;0;-1,17;8;0,7;8;-3
3001407,,,,
3001409,0;34;2,16;5;2,9;12;-4,-2;8;5
3001676,,,,
3001684,0;5;17,-5;3;21,11;2;-4,0;0;4
3001952,,,,
3001955,9;-12;0,10;13;10,11;11;8,7;15;-10
3002220,,,,
3002228,7;10;-6,6;-3;-5,7;10;9,5;-1;10
3002496,,,,
3002499,1;4;11,7;0;3,1;1;12,5;12;6
3002772,,,,
3002779,4;13;6,9;6;9,11;-3;11,5;3;13
3003053,,,,
3003056,10;-1;9,0;8;6,4;-4;14,10;-4;16
3003323,,,,
3003331,4;4;7,8;1;4,8;-4;4,13;-4;5
3003596,,,,
3003599,9;7;13,1;0;8,6;-16;3,6;11;0
3003866,,,,
3003873,6;10;2,8;-8;4,14;-3;11,12;6;0
3004135,,,,
3004138,13;8;5,14;-4;-5,7;2;2,5;-9;-5
3004409,,,,
3004419,0;0;0,16;-4;-7,2;-11;-6,8;1;8
3004692,,,,
3004694,17;-5;8,7;7;-7,6;7;3,6;0;3
3004959,,,,
3004967,2;9;-2,8;-1;2,14;-1;1,6;10;-2
3005236,,,,
3005239,7;1;6,14;0;1,2;0;9,18;2;5
3005512,,,,
3005521,15;7;4,4;-6;3,14;-3;3,13;-1;2
3005786,,,,
3005789,13;7;9,10;4;2,7;2;-1,16;1;-3
3006055,,,,
3006057,4;0;5,15;0;10,10;-4;2,13;-7;0
3006333,,,,
3006337,10;7;-3,4;9;3,10;-8;-2,8;0;5
3006600,,,,
3006603,12;-5;3,6;5;3,16;-2;7,9;7;6
3006886,,,,
3006889,14;-4;1,7;1;0,8;-3;9,9;0;4
3007157,,,,
3007160,10;5;11,7;0;1,4;1;2,9;-1;1
3007562,,,,
3007565,5;0;2,10;-2;0,11;2;0,10;0;3
3007835,,,,
3007838,9;1;4,8;0;-4,14;3;1,8;-6;1
3008113,,,,
3008116,12;-4;0,7;-4;4,10;0;2,14;5;4
3008389,,,,
3008392,12;-1;0,9;0;3,10;-3;-2,9;0;4
3008663,,,,
3008666,6;-3;0,11;-4;4,9;0;14,15;-2;3
3008935,,,,
3008939,12;-3;0,7;-4;5,7;0;1,10;-2;1
3009352,,,,
3009355,7;-6;-2,2;0;0,9;-3;4,3;0;-1
3009624,,,,
3009627,9;1;1,6;6;-4,-4;3;9,0;4;0
3009896,,,,
3009899,6;-1;4,0;1;5,-1;-1;-1,-2;-6;1
3010165,,,,
3010168,1;-1;0,-3;-3;1,0;-7;0,-3;-2;0
3010443,,,,
3010445,0;-3;-2,1;-3;0,0;-6;0,-2;0;2
3010716,,,,
3010719,2;-1;-2,0;-1;0,-1;-1;-1,0;-3;3
3010992,,,,
3010995,-1;-4;7,0;0;2,2;-1;2,2;1;-5
3011263,,,,
3011266,0;0;1,0;0;0,0;0;0,-1;-1;0
3011543,,,,
3011546,1;-4;-1,1;3;-3,0;0;4,-2;1;0
3011816,,,,
3011819,2;-3;-1,-1;0;4,1;-2;-1,-2;-1;-4
3012099,,,,
3012102,0;1;0,1;-1;-1,-1;0;0,0;0;1
3012367,,,,
3012370,0;2;-1,0;0;0,-2;0;-4,-2;2;0
3012648,,,,
3012652,0;2;2,-1;-1;2,-2;1;0,-1;0;-1
3012917,,,,
3012920,-1;0;2,-1;0;0,-2;-1;-2,-2;0;0
3013199,,,,
3013202,0;-1;3,-1;0;2,0;0;-2,-2;-2;2
3013469,,,,
3013471,-3;-1;3,-1;-1;-2,0;2;-2,-2;-2;-2
3013743,,,,
3013746,1;-1;0,0;2;-4,-1;0;1,-2;2;1
3014013,,,,
3014017,2;-2;1,0;-1;0,0;-2;3,-2;-1;-2
3014289,,,,
3014292,-2;-1;1,-2;-2;1,1;2;2,-2;0;-1
3014557,,,,
3014560,0;-4;2,0;-1;-3,-1;-1;-1,-1;-1;0
3014839,,,,
3014842,-2;3;-2,0;-1;-2,-3;0;0,-1;0;3
3015122,,,,
3015124,-3;1;0,-1;0;0,0;-3;0,-4;1;0
3015400,,,,
3015403,-2;-3;0,-1;-1;-2,-1;-3;-1,-5;0;0
3015665,,,,
3015668,-1;0;-2,-5;-2;0,-3;0;1,-4;1;-4
3015939,,,,
3015942,-2;-1;-2,-7;0;-1,-4;0;-4,-4;0;-1
3016223,,,,
3016226,-3;-1;-2,-5;2;-3,-5;1;0,-3;0;-1
3016497,,,,
3016500,-4;0;-1,-4;0;0,-5;0;1,-5;-1;-2
3016771,,,,
3016774,-4;-2;0,-6;0;0,-4;2;0,-3;0;-2
3017048,,,,
3017051,-6;0;0,-6;0;-1,-3;2;-2,-6;1;0
3017316,,,,
3017319,-4;0;1,-3;0;-2,-4;1;0,-4;0;0
3017598,,,,
3017602,-3;0;0,-3;0;-2,-5;2;0,-5;-2;0
3017873,,,,
3017876,-3;-1;-1,-5;0;0,-4;0;0,-4;0;-1
3018149,,,,
3018152,-3;-2;-2,-7;0;-1,-5;2;1,-4;1;-1
3018417,,,,
3018420,-5;1;0,-5;0;-2,-2;-1;0,-6;1;0
3018690,,,,
3018693,-4;-1;0,-7;0;-1,-5;2;0,-3;0;1
3018961,,,,
3018964,-7;0;-2,-6;0;0,-2;0;0,-4;2;0
3019238,,,,
3019241,-5;4;0,-5;1;-1,-5;0;-3,-4;1;0
3019511,,,,
3019514,-4;2;-1,-5;-2;-2,-4;1;-1,-2;1;0
3019789,,,,
3019791,-4;0;0,-4;1;0,-5;-1;0,-2;2;-5
3020056,,,,
3020059,-5;3;0,-4;0;-1,-5;0;1,-4;0;-1
3020331,,,,
3020334,-4;-1;0,-4;0;-1,-5;1;0,-5;0;-1
3020602,,,,
3020605,-3;1;-1,-5;0;0,-5;0;0,-4;-1;0
3020880,,,,
3020883,-4;0;0,-4;0;-1,-3;0;1,-6;1;-2
3021151,,,,
3021154,-5;0;0,-3;1;0,-4;1;0,-5;2;-1
3021429,,,,
3021432,-3;0;-1,-4;-1;-1,-3;0;0,-8;0;1
3021702,,,,
3021705,-4;0;0,-4;0;1,-4;1;0,-4;0;0
3021977,,,,
3021984,-5;1;0,-6;1;0,-5;1;1,-4;0;0
3022252,,,,
3022255,-5;1;-1,-6;0;-1,-3;1;0,-3;0;-1
3022525,,,,
3022533,-4;0;0,-5;0;-2,-6;-1;-2,-6;-2;-1
3022798,,,,
3022801,-7;0;-3,-7;1;0,-5;0;0,-7;2;-2
3023066,,,,
3023073,-6;0;-2,-8;0;-2,-8;1;-1,-7;0;-1
3023342,,,,
3023344,-7;0;-1,-8;1;-2,-8;0;-1,-6;0;-2
3023616,,,,
3023625,-6;1;-1,-8;0;-1,-7;1;0,-7;0;-1
3023891,,,,
3023894,-6;1;0,-8;1;-1,-8;0;0,-8;0;-2
3024166,,,,
3024175,-7;2;-3,-7;0;0,-8;0;0,-8;0;-2
3024442,,,,
3024445,-9;0;0,-7;0;-1,-7;0;-2,-8;-1;-4
3024716,,,,
3024726,-7;-1;0,-8;0;-3,-8;0;-1,-8;1;-1
3024992,,,,
3024995,-8;0;0,-9;2;-2,-9;1;-2,-8;0;-2
3025267,,,,
3025411,-8;0;-4,-8;0;-1,-9;0;0,-9;0;-1
3025684,,,,
3025687,-9;2;0,-9;1;-2,-8;0;-2,-10;0;0
3025951,,,,
3025960,-8;1;-3,-8;0;0,-9;0;0,-9;0;-2
3026232,,,,
3026235,-9;1;-2,-10;1;-3,-9;1;0,-9;1;-1
3026504,,,,
3026512,-9;0;-1,-9;1;0,-8;0;-2,-9;0;-4
3026784,,,,
3026787,-8;0;-2,-8;1;-3,-8;0;0,-10;0;0
3027053,,,,
3027062,-9;0;-2,-8;0;-1,-7;-1;-1,-7;0;-2
3027332,,,,
3027335,-8;0;-1,-6;0;-2,-6;-1;0,-7;0;-2
3027607,,,,
3027614,-7;0;-1,-7;0;0,-7;1;-2,-7;1;-2
3027876,,,,
3027879,-7;1;-2,-8;0;-1,-6;0;0,-8;0;0
3028154,,,,
3028162,-6;0;0,-7;0;-1,-7;0;-2,-6;1;-1
3028432,,,,
3028435,-7;0;-1,-7;0;-1,-6;1;-2,-7;0;-1
3028709,,,,
3028716,-7;-1;0,-6;0;-1,-7;0;-2,-7;0;-1
3028977,,,,
3028980,-6;0;-2,-5;0;0,-7;0;0,-6;-1;-1
3029254,,,,
3029262,-6;1;-1,-8;0;-1,-8;1;-1,-7;0;-1
3029533,,,,
3029536,-7;1;-2,-6;0;-1,-6;0;0,-6;0;-1
3029811,,,,
3029818,-5;0;-1,-7;0;-1,-6;0;-1,-6;0;0
3030091,,,,
3030094,-7;0;-2,-6;1;-1,-5;1;0,-6;1;-1
3030362,,,,
3030370,-6;1;1,-7;1;0,-6;0;-2,-7;1;1
3030635,,,,
3030638,-7;0;0,-8;1;0,-7;1;-3,-10;0;-3
3030910,,,,
3030914,-11;0;-3,-9;0;-4,-10;1;-1,-8;1;-1
3031185,,,,
3031188,-10;0;0,-11;0;-3,-10;0;-3,-9;0;-2
3031461,,,,
3031463,-10;0;-2,-9;0;-2,-9;1;0,-10;2;-3
3031736,,,,
3031739,-9;0;-2,-10;0;-3,-10;0;-3,-10;2;0
3032011,,,,
3032014,-9;1;-2,-10;0;-1,-9;0;-1,-10;0;-1
3032286,,,,
3032289,-10;0;-1,-9;0;-2,-10;0;-1,-9;1;-3
3032550,,,,
3032553,-10;0;-3,-9;0;-2,-8;0;-5,-9;2;-1
3032824,,,,
3032826,-10;0;-1,-9;2;-1,-9;2;-2,-9;0;-1
3033093,,,,
3033096,-9;1;-1,-10;0;-1,-9;1;-2,-10;0;-3
3033370,,,,
3033373,-10;0;-3,-9;0;-4,-10;0;-1,-10;0;-1
3033638,,,,
3033640,-9;1;-1,-9;1;-1,-10;0;-3,-10;0;-1
3033913,,,,
3033916,-10;0;-1,-11;1;0,-10;1;-2,-8;0;-3
3034188,,,,
3034190,-10;1;-1,-10;-1;-4,-10;1;-1,-10;0;-1
3034458,,,,
3034461,-10;1;-2,-10;1;-2,-10;0;-3,-10;0;0
3034733,,,,
3034736,-9;0;0,-9;0;-1,-9;2;-2,-10;2;-4
3035010,,,,
3035013,-11;0;-2,-9;0;-2,-9;1;0,-11;1;-2
3035277,,,,
3035280,-10;2;-2,-8;0;-2,-9;0;-3,-9;0;-1
3035560,,,,
3035564,-10;0;-2,-10;0;-1,-10;1;-3,-10;0;-3
3035827,,,,
3035830,-9;0;-3,-9;0;-2,-9;0;-1,-9;1;0
3036112,,,,
3036115,-10;0;-2,-10;2;-1,-10;0;-2,-10;0;-1
3036378,,,,
3036381,-9;1;-2,-10;0;0,-9;1;-1,-10;0;-3
3036662,,,,
3036664,-10;0;-1,-9;1;-3,-9;0;-2,-9;0;0
3036931,,,,
3036934,-9;0;-1,-9;2;-2,-10;0;-2,-10;1;-1
3037204,,,,
3037207,-9;0;-1,-10;0;-1,-9;1;-2,-10;1;-3
3037473,,,,
3037475,-10;0;-3,-10;0;-2,-9;2;-1,-9;1;-1
3037748,,,,
3037751,-9;1;-1,-9;0;-3,-9;0;-2,-9;0;-1
3038017,,,,
3038020,-9;0;0,-9;0;-3,-9;1;-1,-9;1;0
3038286,,,,
3038289,-9;1;-3,-10;0;-1,-10;1;-2,-10;1;-2
3038555,,,,
3038558,-10;0;-2,-11;0;-1,-10;0;0,-9;2;-2
3038837,,,,
3038839,-9;2;0,-9;0;-2,-9;0;-2,-10;0;0
3039106,,,,
3039109,-9;0;-2,-9;2;-1,-10;0;-2,-9;2;-2
3039383,,,,
3039385,-9;0;-2,-10;0;0,-11;2;-1,-12;0;-3
3039651,,,,
3039654,-10;0;-1,-8;0;-3,-10;0;-2,-9;1;-2
3039925,,,,
3039928,-10;2;0,-10;2;-2,-8;1;-2,-10;0;0
3040194,,,,
3040196,-8;-1;0,-10;2;-1,-9;0;-3,-9;0;-3
3040470,,,,
3040473,-9;1;-4,-11;2;-2,-11;0;0,-9;1;-1
3040745,,,,
3040748,-10;2;-2,-9;0;-6,-9;0;-4,-8;-1;0
3041019,,,,
3041022,-9;1;-2,-9;1;-2,-9;1;-2,-9;1;-2
3041291,,,,
3041294,-10;0;-2,-9;0;-2,-9;1;-2,-10;0;-2
3041563,,,,
3041566,-10;2;-1,-10;1;-3,-8;1;-2,-10;0;0
3041832,,,,
3041836,-10;-1;0,-9;1;-2,-9;1;-2,-10;1;-1
3042100,,,,
3042103,-10;0;-1,-11;1;-1,-10;2;-3,-9;0;-3
3042371,,,,
3042374,-10;0;-3,-9;0;-1,-9;1;-1,-10;0;-4
3042783,,,,
3042786,-9;0;-3,-10;1;-3,-9;0;0,-10;0;-2
3043053,,,,
3043055,-10;2;-2,-10;0;-1,-9;1;0,-10;0;-3
3043321,,,,
3043323,-10;2;-1,-10;2;-2,-9;0;-1,-9;2;-3
3043585,,,,
3043588,-9;0;-1,-11;0;-1,-9;2;-3,-10;0;-2
3043866,,,,
3043869,-10;2;-2,-10;0;-2,-10;0;0,-9;0;-3
3044135,,,,
3044139,-9;1;-2,-11;0;-2,-9;0;-3,-10;1;-1
3044415,,,,
3044418,-10;1;-1,-9;2;-1,-10;2;-2,-9;0;0
3044686,,,,
3044689,-9;0;-3,-10;0;0,-9;2;-1,-9;1;-3
3045101,,,,
3045103,-10;0;-4,-9;1;-2,-9;0;-1,-9;2;-2
3045374,,,,
3045378,-9;2;-1,-8;0;-2,-10;2;-1,-9;1;-2
3045650,,,,
3045659,-10;0;-2,-9;1;-1,-9;0;-4,-10;0;-2
3045924,,,,
3045927,-9;2;-1,-9;0;-2,-9;2;-2,-10;0;-2
3046202,,,,
3046210,-10;0;0,-10;0;-2,-10;0;0,-10;1;0
3046475,,,,
3046478,-10;0;-1,-9;0;-2,-10;0;-4,-9;1;-3
3046751,,,,
3046758,-9;1;-3,-9;1;-2,-9;0;-2,-10;3;-1
3047041,,,,
3047044,-8;0;-1,-10;1;0,-10;0;-2,-10;0;-1
3047314,,,,
3047322,-11;0;-2,-9;0;-2,-10;0;0,-10;0;-1
3047589,,,,
3047592,-10;1;-1,-9;0;-4,-9;0;-2,-9;1;-1
3047861,,,,
3047868,-9;0;-2,-9;0;-2,-10;0;-3,-10;1;-1
3048133,,,,
3048136,-10;0;-3,-9;0;-1,-10;0;-1,-10;0;-3
3048402,,,,
3048411,-10;1;0,-10;0;-3,-9;1;-2,-10;0;-2
3048677,,,,
3048680,-10;0;-2,-9;1;-1,-11;0;-3,-8;0;-1
3048952,,,,
3048960,-9;0;-2,-10;0;0,-11;1;-1,-9;0;-3
3049229,,,,
3049231,-10;0;-2,-9;-1;-3,-9;0;-2,-11;1;-3
3049497,,,,
3049506,-8;0;-1,-10;1;-3,-9;0;-3,-10;0;0
3049773,,,,
3049776,-10;0;-3,-10;0;-1,-9;1;0,-10;0;-3
3050050,,,,
3050058,-11;-1;0,-10;2;-1,-10;0;-2,-9;1;-2
3050331,,,,
3050333,-10;0;-3,-9;1;-1,-10;0;0,-10;0;-2
3050601,,,,
3050610,-11;-1;0,-11;0;-2,-9;1;-4,-10;0;-3
3050883,,,,
3050886,-9;0;-3,-9;0;-1,-10;1;-1,-10;0;-3
3051151,,,,
3051159,-10;2;-2,-9;0;-4,-9;0;-1,-10;1;0
3051431,,,,
3051435,-10;-1;-1,-10;2;-1,-9;0;-3,-9;0;0
3051702,,,,
3051711,-9;0;-3,-11;0;-1,-9;0;-3,-8;1;-2
3051975,,,,
3051978,-11;0;-2,-9;0;-2,-10;2;-2,-9;0;-2
3052252,,,,
3052259,-9;1;-2,-10;0;-3,-10;0;0,-10;1;-2
3052527,,,,
3052530,-9;0;0,-10;0;-3,-9;1;-2,-10;3;-1
3052794,,,,
3052803,-10;0;-1,-10;2;0,-9;0;-3,-9;0;-2
3053069,,,,
3053072,-10;0;-2,-10;0;0,-10;1;-2,-10;0;-3
3053340,,,,
3053348,-9;1;-3,-10;1;-3,-10;1;-2,-10;1;-2
3053620,,,,
3053623,-10;0;-1,-10;1;-1,-10;0;-3,-8;0;-2
3053895,,,,
3053904,-11;0;-1,-10;0;-2,-10;1;-1,-9;0;0
3054183,,,,
3054186,-9;0;-1,-11;0;-1,-11;2;-1,-9;0;-3
3054459,,,,
3054467,-10;0;0,-9;1;-3,-9;0;-2,-10;0;-1
3054734,,,,
3054737,-10;0;0,-9;2;-1,-10;-1;-3,-10;1;-3
3055009,,,,
3055017,-10;0;-2,-9;0;-2,-10;1;0,-10;0;-1
3055284,,,,
3055287,-10;0;0,-9;0;-3,-9;0;-3,-9;0;-1
3055560,,,,
3055567,-9;2;-3,-11;0;-3,-11;0;-1,-10;0;-2
3055836,,,,
3055838,-9;0;-2,-9;0;0,-9;0;0,-9;0;-2
3056110,,,,
3056113,-10;0;-2,-9;0;-2,-10;2;-2,-9;0;0
3056391,,,,
3056394,-10;2;-1,-9;2;-1,-10;0;-2,-9;0;-1
3056654,,,,
3056657,-11;0;-3,-9;0;-1,-10;2;0,-10;0;-3
3056933,,,,
3056936,-10;0;-1,-10;0;-2,-11;0;-2,-10;0;-2
3057200,,,,
3057203,-11;-1;-1,-11;0;-1,-11;1;-2,-10;0;-3
3057485,,,,
3057488,-11;2;-1,-9;0;-1,-10;1;0,-10;0;-3
3057750,,,,
3057752,-11;0;-1,-10;1;-3,-10;1;-2,-9;0;0
3058024,,,,
3058027,-11;0;0,-10;1;-1,-10;0;-3,-9;1;-1
3058293,,,,
3058296,-10;2;-2,-10;1;-2,-10;0;-1,-10;0;-3
3058570,,,,
3058573,-9;1;-2,-10;0;-2,-10;0;-1,-10;2;-1
3058837,,,,
3058840,-9;0;-1,-11;0;-1,-11;0;-2,-10;0;-1
3059109,,,,
3059111,-10;1;-4,-11;1;-2,-10;-1;0,-10;0;-1
3059376,,,,
3059378,-10;1;-2,-10;1;-2,-10;0;-2,-11;0;-2
3059651,,,,
3059654,-10;0;-2,-11;0;-2,-12;0;0,-12;1;0
3059927,,,,
3059930,-16;2;-3,-16;1;-3,-17;2;-3,-16;0;-5
3060202,,,,
3060205,-19;2;-4,-21;-1;-4,-20;0;-4,-19;2;-6
3060471,,,,
3060474,-22;0;-6,-21;2;-6,-20;1;-6,-20;0;-7
3060752,,,,
3060755,-22;-1;-6,-23;1;-6,-22;0;-6,-20;0;-5
3061027,,,,
3061030,-21;0;-3,-21;1;-4,-19;3;-5,-21;0;-4
3061390,,,,
3061393,-19;0;-4,-19;2;-5,-19;0;-5,-18;4;-3
3061661,,,,
3061664,-21;-1;-5,-17;3;-5,-19;1;-4,-19;1;-4
3061931,,,,
3061934,-17;1;-5,-16;3;-7,-18;2;-5,-19;0;-5
3062197,,,,
3062205,-15;0;-4,-15;-1;-4,-19;4;-3,-18;3;-4
3062472,,,,
3062475,-19;1;-3,-17;1;-4,-18;-1;-3,-17;1;-6
3062742,,,,
3062750,-18;2;-4,-17;0;-5,-20;0;0,-15;-1;-3
3063011,,,,
3063014,-15;2;-6,-15;-1;-6,-16;2;-3,-13;1;-5
3063283,,,,
3063290,-14;3;-5,-13;1;-4,-16;0;-4,-15;0;-2
3063556,,,,
3063558,-14;0;-1,-15;0;0,-11;-1;-3,-11;2;0
3063830,,,,
3063839,-9;3;0,-7;-1;0,-5;1;-1,-6;0;-1
3064112,,,,
3064115,-5;1;0,-3;0;-1,-6;1;-2,-5;-1;0
3064388,,,,
3064395,-5;2;0,-5;0;-1,-6;1;0,-5;1;-2
3064669,,,,
3064672,-5;0;-1,-3;1;0,-5;0;0,-3;0;-2
3064941,,,,
3064950,-4;1;0,-4;1;0,-3;-2;0,-6;0;0
3065213,,,,
3065217,-5;1;0,-4;0;0,-3;0;-1,-6;1;0
3065490,,,,
3065498,-5;1;-1,-5;-1;-1,-3;1;-1,-4;0;-1
3065771,,,,
3065774,-4;-1;-1,-5;0;0,-5;0;-1,-5;0;0
3066042,,,,
3066051,-4;1;0,-4;0;0,-6;-3;-1,-6;0;0
3066314,,,,
3066317,-3;0;0,-4;2;-1,-1;0;0,-3;0;0
3066591,,,,
3066599,-2;0;0,-3;0;0,-3;0;0,-2;0;0
3066871,,,,
3066874,-2;0;0,-4;2;-2,-1;1;0,-2;1;0
3067146,,,,
3067149,-3;0;-1,-3;0;-2,-3;0;0,-5;0;-2
3067421,,,,
3067424,-3;1;-3,-3;0;-1,-4;1;1,-3;0;-1
3067696,,,,
3067699,-3;1;0,-3;0;0,-3;1;0,-3;1;0
3067983,,,,
3067986,-3;1;-2,-3;1;-3,-5;1;-1,-5;0;0
3068254,,,,
3068257,-4;0;0,-3;2;0,-4;1;0,-3;0;-1
3068532,,,,
3068535,-3;1;0,-2;1;-1,-2;0;0,-3;0;0
3068800,,,,
3068803,-2;0;1,-2;0;0,-1;1;0,-2;0;0
3069085,,,,
3069088,-2;1;0,-2;0;0,-2;1;-2,-2;0;0
3069349,,,,
3069351,-2;0;-2,-1;1;-1,-4;0;0,-2;0;1
3069623,,,,
3069626,-2;0;0,-2;0;0,-3;0;0,-4;1;-1
3069900,,,,
3069902,-4;0;0,-11;0;-1,-13;0;0,-9;0;-2
3070186,,,,
3070188,-7;0;-1,-10;1;-1,-11;0;-2,-9;0;-3
3070448,,,,
3070451,-8;1;-2,-9;0;-1,-10;0;0,-11;1;-2
3070721,,,,
3070724,-9;0;-2,-11;1;-2,-9;0;-3,-9;0;-2
3070987,,,,
3070990,-12;2;-2,-11;0;-3,-11;1;-2,-11;0;-3
3071255,,,,
3071258,-12;1;-2,-11;1;-3,-9;0;-3,-11;1;-1
3071540,,,,
3071543,-10;2;-2,-10;2;-3,-11;1;-3,-11;0;-1
3071821,,,,
3071824,-13;0;-3,-12;1;-2,-12;0;-2,-11;1;-2
3072089,,,,
3072092,-14;1;-2,-14;1;-1,-15;1;-3,-15;1;-2
3072371,,,,
3072374,-18;2;-2,-19;-1;-4,-19;3;-4,-21;0;-4
3072640,,,,
3072643,-23;0;-5,-24;-1;-4,-25;0;-6,-24;0;-6
3072927,,,,
3072929,-23;1;-5,-24;-4;-6,-25;3;-7,-26;0;-3
3073196,,,,
3073199,-26;0;-5,-24;0;-9,-25;0;-5,-21;3;-7
3073472,,,,
3073475,-24;-1;-4,-26;2;-4,-22;0;-6,-24;0;-4
3073748,,,,
3073752,-23;1;-7,-24;2;-4,-23;5;-4,-22;4;-5
3074023,,,,
3074026,-25;4;-6,-24;2;-6,-23;2;-2,-21;0;-6
3074291,,,,
3074293,-22;0;-6,-22;1;-2,-23;0;-5,-19;0;-9
3074566,,,,
3074569,-18;-2;-5,-18;2;-5,-23;2;-2,-22;3;-2
3074848,,,,
3074851,-20;-1;-7,-19;2;-6,-22;1;-3,-21;1;-3
3075131,,,,
3075134,-21;0;-4,-19;1;-5,-18;1;-5,-16;2;-6
3075401,,,,
3075404,-17;0;-3,-18;2;-5,-20;2;-3,-22;2;-1
3075673,,,,
3075676,-17;0;-6,-18;0;-4,-19;4;-6,-17;3;-3
3075951,,,,
3075953,-17;-3;-5,-17;2;-3,-14;0;-7,-12;0;-6
3076230,,,,
3076233,-13;3;-2,-10;0;0,-10;-1;-5,-7;3;-5
3076502,,,,
3076505,-9;3;-2,-11;5;0,-8;0;0,-9;5;0
3076773,,,,
3076776,-7;3;-3,-10;6;-4,-7;2;0,-9;1;0
3077052,,,,
3077055,-10;5;0,-8;6;-1,-6;3;-3,-3;4;-1
3077330,,,,
3077334,-3;7;-2,-2;4;0,-4;5;0,-5;2;2
3077607,,,,
3077610,-6;3;3,-5;1;1,-6;3;-3,-6;2;-3
3077889,,,,
3077892,-2;0;-1,-4;1;1,-3;0;-2,-6;1;-2
3078157,,,,
3078160,-5;4;-1,-7;1;0,-7;4;0,-4;4;0
3078469,,,,
3078472,-7;6;-5,-5;7;-1,-6;4;0,-3;3;-1
3078740,,,,
3078744,-5;4;-2,-4;3;0,-5;3;0,-4;5;0
3079015,,,,
3079018,-8;1;0,-7;0;0,-2;0;-5,-6;3;-1
3079289,,,,
3079292,-4;6;0,-2;2;-5,-6;2;0,-3;0;0
3079565,,,,
3079568,-4;2;-1,-4;-1;-2,-2;1;0,-4;3;-1
3079834,,,,
3079837,-7;3;0,-5;1;-2,-5;1;0,-4;3;-2
3080115,,,,
3080118,-5;4;-4,-4;0;-2,-5;0;-3,-4;2;-5
3080390,,,,
3080393,-3;5;0,-4;5;0,-4;1;-2,-4;3;0
3080696,,,,
3080699,-6;3;-2,-7;1;0,-5;4;-3,-5;4;-1
3080972,,,,
3080975,-4;5;-1,-6;3;-1,-5;3;0,-4;4;-3
3081255,,,,
3081259,-5;0;0,-1;3;-1,-2;4;0,-4;4;0
3081523,,,,
3081526,-4;3;0,-4;4;-1,-5;2;0,-5;2;0
3081799,,,,
3081802,-5;2;0,-2;4;0,-5;3;0,-5;1;-6
3082074,,,,
3082077,-4;0;0,-3;1;0,-6;4;0,-4;5;1
3082356,,,,
3082359,-2;4;-1,-3;2;-2,-5;0;-2,-8;2;1
3082624,,,,
3082627,-8;3;-1,-9;5;0,-11;2;-1,-9;1;0
3082900,,,,
3082902,-10;4;0,-8;2;-1,-8;3;-2,-8;2;-1
3083174,,,,
3083177,-11;2;-1,-7;0;-3,-10;3;0,-7;6;-1
3083460,,,,
3083463,-9;3;-1,-9;3;-4,-7;0;-2,-7;1;-4
3083740,,,,
3083743,-11;4;-2,-10;4;-1,-10;2;-1,-10;3;0
3084025,,,,
3084028,-10;5;-1,-8;2;-4,-8;2;0,-9;3;-4
3084301,,,,
3084303,-8;4;-1,-11;2;0,-8;2;0,-8;3;-3
3084575,,,,
3084578,-8;5;-2,-8;2;1,-8;4;0,-6;3;0
3084851,,,,
3084854,-7;3;-2,-7;3;0,-7;4;0,-7;4;-2
3085121,,,,
3085124,-5;4;-2,-6;2;0,-6;3;1,-3;3;0
3085389,,,,
3085392,-6;5;-2,-6;2;0,-6;1;0,-5;4;-2
3085665,,,,
3085667,-5;4;0,-6;4;0,-6;3;0,-5;2;-1
3085933,,,,
3085936,-4;2;-1,-6;3;0,-5;4;-1,-7;5;0
3086215,,,,
3086218,-6;4;-1,-6;4;0,-6;3;0,-8;4;0
3086490,,,,
3086493,-7;1;0,-7;5;0,-8;4;-1,-8;5;-3
3086766,,,,
3086769,-8;5;0,-8;3;-3,-9;4;-2,-7;3;0
3087035,,,,
3087038,-6;5;-2,-6;2;-1,-7;2;-1,-4;4;0
3087316,,,,
3087319,-4;4;0,-4;2;0,-4;3;-1,-5;3;1
3087591,,,,
3087594,-6;3;0,-3;4;-1,-3;2;0,-3;4;0
3087870,,,,
3087874,-3;5;0,-2;6;-1,-3;5;-3,-4;5;-2
3088136,,,,
3088139,-3;6;-2,-3;3;0,-3;4;0,-2;2;1
3088417,,,,
3088420,-3;3;0,-4;3;0,-3;4;0,-3;5;-2
3088692,,,,
3088695,-4;5;0,-5;2;-2,-3;3;-1,-4;3;-1
3088972,,,,
3088975,-4;3;-1,-5;5;-1,-5;4;-1,-5;5;-1
3089249,,,,
3089252,-4;3;-1,-5;3;0,-5;3;0,-4;4;-1
3089525,,,,
