,acc1,acc2,acc3,acc4,duration
637602,,,,,637602
637605,-3;-5;0,-4;-2;-1,-2;-6;-5,-3;-1;-1,637605
637878,,,,,637878
637881,-2;-9;0,-1;0;2,-1;-9;-2,0;-7;-3,637881
638152,,,,,638152
638155,-1;-6;-1,-6;-8;5,-4;-4;2,-2;-4;1,638155
638428,,,,,638428
638431,-4;-4;3,-2;-1;-6,0;-1;-5,-2;-4;4,638431
638772,,,,,638772
638775,-5;0;-6,-5;-5;2,0;-3;-3,-1;-8;0,638775
639047,,,,,639047
639050,-1;1;7,-4;0;6,-6;-5;0,-4;-5;-3,639050
639329,,,,,639329
639332,-9;-7;-6,-6;-1;1,-2;-2;0,-2;-6;0,639332
639604,,,,,639604
639607,-8;-14;-1,-8;-1;-4,-2;-3;-10,1;-5;0,639607
639881,,,,,639881
639884,-6;-5;-1,-2;-4;-8,-1;-6;-5,-5;-2;3,639884
640148,,,,,640148
640151,-4;-3;-1,-3;-2;3,-1;-2;0,1;0;-1,640151
640417,,,,,640417
640424,-4;-7;0,-3;-4;0,-2;-5;-2,-6;1;3,640424
640688,,,,,640688
640691,-6;0;-1,-4;0;-1,-3;1;-3,-4;2;5,640691
640961,,,,,640961
640970,-3;-4;3,-5;-5;2,-5;0;-1,-3;-5;-4,640970
641230,,,,,641230
641233,-1;2;-1,-3;-5;-6,-7;-3;1,0;-4;-3,641233
641500,,,,,641500
641507,-3;-4;-10,-1;0;3,0;0;0,-4;2;-1,641507
641768,,,,,641768
641771,-3;1;3,-5;3;0,-1;-8;-3,-3;-4;-7,641771
642045,,,,,642045
642049,-5;-1;-2,-5;-10;0,-2;-3;3,-2;0;-3,642049
642319,,,,,642319
642322,-7;-2;7,-16;-1;7,-4;-6;-18,-9;-9;1,642322
642597,,,,,642597
642600,-8;-3;1,-7;-7;-2,-3;-8;-1,-3;-10;-6,642600
642882,,,,,642882
642885,-8;-10;0,-3;0;3,-3;-9;-3,-5;-3;2,642885
643158,,,,,643158
643161,-4;-5;2,-3;-6;-3,-2;-6;0,-1;-5;1,643161
643434,,,,,643434
643437,1;-4;1,-4;-3;7,-4;-9;1,-5;-4;-1,643437
643708,,,,,643708
643712,-6;0;2,-8;-4;0,-5;-5;0,-2;-2;4,643712
643992,,,,,643992
643995,0;-2;-6,0;-7;-3,-2;-2;-1,-2;-9;-7,643995
644268,,,,,644268
644271,-1;-6;-1,-4;-2;-3,-2;-9;-6,4;0;-2,644271
644541,,,,,644541
644544,-4;-8;-3,2;-6;-2,-2;5;-2,0;-8;-18,644544
644809,,,,,644809
644812,3;-8;-2,-6;-3;7,-3;-2;-2,0;-6;4,644812
645085,,,,,645085
645092,-2;0;0,-1;-4;-1,1;0;3,1;-2;5,645092
645367,,,,,645367
645370,0;-5;-2,3;-6;-3,1;0;2,0;-5;-1,645370
645643,,,,,645643
645651,0;-1;6,3;-2;-1,1;0;-3,7;-1;-5,645651
645924,,,,,645924
645927,2;-3;4,2;1;0,1;-3;0,4;-1;-5,645927
646198,,,,,646198
646206,3;-1;-8,4;-2;-5,1;-5;3,4;-2;-3,646206
646467,,,,,646467
646470,0;8;3,4;0;0,3;-2;1,0;-5;-7,646470
646736,,,,,646736
646739,5;-2;0,4;-3;-9,0;-3;0,2;-4;0,646739
647012,,,,,647012
647015,0;0;-8,8;-2;-4,1;-3;5,2;-7;-4,647015
647286,,,,,647286
647289,3;-6;5,5;-2;-4,3;-4;-4,5;-3;-2,647289
647562,,,,,647562
647565,3;-4;7,6;-3;-1,3;-2;-1,0;-7;-1,647565
647831,,,,,647831
647834,4;-6;0,2;-5;-4,3;-4;-2,4;-7;-5,647834
648115,,,,,648115
648118,0;-5;4,3;-5;0,5;-6;1,5;-4;-2,648118
648388,,,,,648388
648391,1;-5;3,0;-1;0,2;-6;-1,5;0;4,648391
648668,,,,,648668
648671,2;-3;4,2;0;-2,4;-3;2,5;-5;1,648671
648938,,,,,648938
648941,2;-5;0,7;-7;-3,7;-7;-1,7;-7;-1,648941
649208,,,,,649208
649217,8;-7;-2,5;-4;3,4;-6;0,3;-6;-2,649217
649489,,,,,649489
649492,5;-4;1,5;-6;-2,8;-2;-3,9;-4;-2,649492
649764,,,,,649764
649772,7;-2;7,5;-4;5,7;-1;5,11;-4;3,649772
650039,,,,,650039
650042,9;-1;-1,0;-2;-8,6;1;3,13;-6;8,650042
650308,,,,,650308
650316,1;-3;-1,10;0;0,11;-2;-7,14;-7;0,650316
650577,,,,,650577
650579,6;3;-3,11;-4;-2,11;2;8,11;0;0,650579
650847,,,,,650847
650850,1;-5;-4,8;0;9,4;-1;2,13;1;-2,650850
651121,,,,,651121
651124,10;0;0,5;-3;0,14;-3;-2,7;-2;-2,651124
651392,,,,,651392
651394,13;2;4,8;-2;0,12;-6;9,13;-6;7,651394
651675,,,,,651675
651678,17;0;6,10;2;7,19;-2;0,13;-7;10,651678
651941,,,,,651941
651944,22;-2;1,17;-7;6,13;2;1,18;-3;-13,651944
652216,,,,,652216
652219,16;-10;2,18;-10;9,22;-2;-6,21;4;-1,652219
652492,,,,,652492
652494,16;3;3,22;0;-2,17;-1;7,14;4;12,652494
652773,,,,,652773
652776,14;-7;0,17;0;-2,17;-5;12,10;-7;0,652776
653045,,,,,653045
653047,10;2;6,12;-2;0,8;-3;-5,12;-10;6,653047
653316,,,,,653316
653319,9;-1;5,13;-4;6,5;1;10,9;0;4,653319
653587,,,,,653587
653590,12;-8;1,2;0;-1,5;0;-2,7;-7;0,653590
653856,,,,,653856
653864,5;-1;3,2;-2;0,5;-1;-2,9;0;4,653864
654131,,,,,654131
654134,6;-5;0,3;-4;4,6;1;3,3;2;-2,654134
654406,,,,,654406
654413,9;-4;-3,5;1;-1,5;-6;0,5;-1;-5,654413
654682,,,,,654682
654685,8;-4;-1,8;-5;-3,7;-8;2,2;-5;-3,654685
654951,,,,,654951
654954,6;-1;1,5;1;7,1;-4;3,5;-2;4,654954
655235,,,,,655235
655238,5;-1;-6,6;-3;0,5;-2;0,8;3;2,655238
655504,,,,,655504
655507,5;0;3,2;2;10,6;0;5,6;-1;2,655507
655777,,,,,655777
655780,9;0;-2,7;-5;-1,12;-5;0,14;0;0,655780
656046,,,,,656046
656049,13;-11;0,10;3;6,12;-5;2,9;-1;7,656049
656321,,,,,656321
656324,10;0;0,9;-9;5,9;2;4,18;5;15,656324
656596,,,,,656596
656600,12;-6;-7,18;-3;0,16;0;-9,14;-1;2,656600
656915,,,,,656915
656918,11;-3;1,10;-2;13,8;-4;9,18;0;-2,656918
657184,,,,,657184
657186,12;-1;3,15;-9;6,9;-3;2,11;-1;0,657186
657457,,,,,657457
657465,12;-3;5,10;0;0,8;-1;-1,7;0;1,657465
657729,,,,,657729
657731,11;-8;0,7;-3;0,9;-1;2,4;-1;7,657731
658006,,,,,658006
658013,12;-6;6,10;-5;0,10;1;-8,6;-6;0,658013
658285,,,,,658285
658287,7;-6;2,12;-2;-1,7;1;-2,6;-8;3,658287
658557,,,,,658557
658567,7;-4;5,11;-4;4,2;0;4,6;0;6,658567
658830,,,,,658830
658833,9;-8;-6,6;0;0,6;-5;1,7;-8;-6,658833
659099,,,,,659099
659101,7;-4;2,3;-8;3,1;-4;4,0;-1;9,659101
659411,,,,,659411
659415,3;-4;3,2;-6;0,4;-5;-3,1;-4;0,659415
659687,,,,,659687
659690,2;-8;-1,-2;-9;0,2;-4;0,2;-9;-10,659690
659969,,,,,659969
659972,3;-5;-2,2;-11;1,1;-4;0,5;-2;3,659972
660237,,,,,660237
660240,1;-9;4,0;-5;3,0;-2;0,6;-5;-7,660240
660512,,,,,660512
660515,6;-4;-10,4;0;0,6;-4;-4,7;0;-9,660515
660788,,,,,660788
660791,11;-4;1,2;-5;9,4;-6;0,4;-10;10,660791
661069,,,,,661069
661072,14;-6;4,7;0;9,7;-12;1,9;-4;3,661072
661339,,,,,661339
661342,6;-6;-1,13;-10;6,10;-4;4,13;-1;4,661342
661609,,,,,661609
661616,9;-4;-7,18;-4;1,10;-8;-6,11;0;3,661616
661889,,,,,661889
661892,8;0;4,12;-11;13,9;2;4,16;-6;0,661892
662164,,,,,662164
662172,14;2;0,23;-16;2,12;-15;21,-2;15;2,662172
662439,,,,,662439
662443,8;-12;4,20;10;7,-8;-4;16,11;-2;4,662443
662721,,,,,662721
662728,27;-8;10,14;-7;-1,24;-4;16,14;-5;2,662728
662989,,,,,662989
662992,26;-6;-2,18;-7;0,20;0;11,23;-4;11,662992
663265,,,,,663265
663268,23;-3;11,15;-14;6,20;-8;5,20;-4;-3,663268
663540,,,,,663540
663543,14;-5;8,22;-2;12,20;-3;5,23;0;6,663543
663812,,,,,663812
663815,22;-8;-3,20;-6;1,16;-4;0,19;-14;2,663815
664086,,,,,664086
664088,16;-6;9,15;-7;7,12;-5;-2,17;-2;0,664088
664354,,,,,664354
664357,13;-21;6,17;-5;15,11;-8;5,8;6;5,664357
664642,,,,,664642
664644,0;-11;4,2;-4;7,2;-14;-9,5;-4;12,664644
664911,,,,,664911
664914,3;-12;6,-6;-12;-20,1;0;7,7;-4;-3,664914
665198,,,,,665198
665201,5;-1;1,0;-3;-6,2;0;1,1;-6;-6,665201
665467,,,,,665467
665470,4;-5;-8,6;-4;-7,1;-2;3,0;-3;2,665470
665750,,,,,665750
665753,0;-11;4,21;3;-9,5;-4;0,5;-6;3,665753
666017,,,,,666017
666020,9;-19;16,10;-7;1,-4;-4;8,2;-4;14,666020
666297,,,,,666297
666304,2;1;-1,3;-2;-5,6;0;-6,5;-1;-5,666304
666568,,,,,666568
666571,6;-6;2,3;-5;0,6;-8;6,4;-8;1,666571
666845,,,,,666845
666853,8;0;0,7;-1;-2,5;0;-1,4;-4;-5,666853
667118,,,,,667118
667121,9;-3;1,7;-1;4,8;-3;-3,6;-5;-1,667121
667388,,,,,667388
667396,11;-3;4,9;-2;-3,11;-1;-7,6;-1;-5,667396
667657,,,,,667657
667660,10;-3;-7,1;1;0,15;-1;3,7;-5;0,667660
667925,,,,,667925
667928,12;-11;2,2;-2;0,8;0;0,11;-3;2,667928
668201,,,,,668201
668205,16;-1;3,15;-5;-7,7;-7;0,7;-3;-6,668205
668471,,,,,668471
668473,12;-8;-1,9;0;3,16;-13;-3,5;-6;-4,668473
668745,,,,,668745
668748,9;-4;-1,7;-1;-4,9;0;-3,5;-10;3,668748
669021,,,,,669021
669023,10;-5;0,3;0;4,11;-9;-10,8;-8;2,669023
669296,,,,,669296
669299,0;-2;15,4;-1;7,11;-11;2,3;-13;0,669299
669568,,,,,669568
669571,-1;-8;3,3;-7;-10,7;-8;-3,6;-8;-6,669571
669838,,,,,669838
669841,2;-5;2,8;-4;-2,2;-5;-5,7;-5;-7,669841
670109,,,,,670109
670112,1;-7;3,5;-8;5,3;-9;-4,2;-4;0,670112
670385,,,,,670385
670393,0;2;4,4;-5;4,2;-6;0,0;-1;5,670393
670659,,,,,670659
670662,6;-5;4,3;-6;0,0;-1;-2,4;-7;5,670662
670936,,,,,670936
670943,1;-7;-3,2;-8;3,5;-7;-4,2;-3;0,670943
671210,,,,,671210
671213,2;-3;4,3;-8;0,6;-3;-11,1;-3;0,671213
671485,,,,,671485
671494,4;-4;0,2;-2;2,1;1;2,2;-6;5,671494
671760,,,,,671760
671763,2;-6;7,6;0;-5,9;2;11,3;-12;0,671763
672036,,,,,672036
672039,0;0;0,8;-4;-3,2;0;0,9;-5;3,672039
672314,,,,,672314
672317,11;-5;-4,4;-4;1,9;-7;1,4;-3;-4,672317
672586,,,,,672586
672589,7;1;-2,11;-8;7,3;-12;6,16;-3;6,672589
672863,,,,,672863
672865,6;-1;-18,11;0;0,16;-3;-6,20;-7;1,672865
673131,,,,,673131
673134,14;-5;-2,15;-5;4,11;-5;10,15;-4;5,673134
673406,,,,,673406
673410,19;-16;6,13;-7;3,16;4;5,14;-10;5,673410
673675,,,,,673675
673678,10;-9;11,9;-6;0,15;-5;8,16;0;-1,673678
673956,,,,,673956
673959,19;-1;6,12;-3;2,18;-7;12,11;-6;5,673959
674226,,,,,674226
674228,18;-4;3,12;-6;-4,17;0;3,11;-9;2,674228
674505,,,,,674505
674508,15;-4;5,12;-2;0,17;-4;4,13;-6;-4,674508
674782,,,,,674782
674785,13;-6;2,13;-5;0,18;0;-5,13;-2;2,674785
675053,,,,,675053
675062,14;0;1,13;-4;-2,19;-7;-1,9;-3;0,675062
675328,,,,,675328
675330,20;-2;-4,6;-3;-1,18;0;10,17;-6;2,675330
675602,,,,,675602
675609,22;2;0,11;-1;3,15;-4;6,15;-1;3,675609
675877,,,,,675877
675880,15;-4;4,18;-3;7,17;-3;9,16;-2;3,675880
676146,,,,,676146
676174,16;-6;12,16;-4;8,14;-2;6,21;-4;5,676174
676441,,,,,676441
676443,14;-1;1,23;-2;2,13;-2;6,11;-6;18,676443
676709,,,,,676709
676712,5;-2;10,11;-5;9,7;-4;14,10;-9;1,676712
676985,,,,,676985
676987,7;0;-6,2;0;-3,0;-4;-7,3;-6;-4,676987
677260,,,,,677260
677263,5;-1;-6,5;-8;-2,3;-1;4,6;-3;3,677263
677535,,,,,677535
677538,1;-1;6,3;-3;-5,5;-1;-4,4;-2;-4,677538
677804,,,,,677804
677807,5;-4;-6,5;1;4,2;-1;0,-2;-1;4,677807
678079,,,,,678079
678082,6;-1;0,1;-2;3,2;0;7,2;-6;-5,678082
678348,,,,,678348
678350,4;-4;-3,1;-5;-2,4;-6;-2,6;-6;-1,678350
678632,,,,,678632
678635,6;-5;0,5;0;-5,7;-5;0,9;-2;0,678635
678899,,,,,678899
678902,12;0;0,9;-2;4,13;0;5,10;1;3,678902
679168,,,,,679168
679176,17;0;5,12;-3;7,10;0;0,13;-1;1,679176
679445,,,,,679445
679448,10;-7;0,18;-2;-2,17;-4;-1,13;0;7,679448
679714,,,,,679714
679723,14;-8;2,11;-11;7,14;6;5,17;-1;1,679723
679987,,,,,679987
679990,16;-1;5,11;-6;7,19;1;3,13;0;-5,679990
680257,,,,,680257
680264,20;5;-3,16;3;1,19;2;7,13;-9;3,680264
680526,,,,,680526
680528,13;0;5,17;-5;1,10;-2;-2,16;-2;9,680528
680803,,,,,680803
680806,10;4;-2,11;5;0,13;-1;-2,15;2;3,680806
681082,,,,,681082
681084,16;-4;5,22;0;4,17;-2;7,10;0;2,681084
681354,,,,,681354
681357,10;-5;3,8;-1;3,11;-4;4,8;-5;1,681357
681633,,,,,681633
681635,9;-5;6,8;4;0,4;0;-3,7;3;2,681635
681903,,,,,681903
681906,2;3;-4,1;0;2,8;1;-3,4;0;-5,681906
682178,,,,,682178
682181,5;-3;1,3;1;1,8;-7;-3,12;-12;0,682181
682446,,,,,682446
682448,11;3;7,12;-5;3,13;-4;6,19;10;5,682448
682721,,,,,682721
682723,15;8;9,18;0;6,17;-3;3,17;-1;9,682723
682984,,,,,682984
682987,24;-9;8,19;-3;11,29;-4;1,19;5;-2,682987
683259,,,,,683259
683269,29;-5;7,23;2;5,25;4;6,22;4;5,683269
683535,,,,,683535
683538,31;-7;6,30;-6;6,25;0;3,24;-1;9,683538
683809,,,,,683809
683817,30;-5;8,30;-4;7,34;-10;8,38;-3;4,683817
684086,,,,,684086
684089,23;-2;7,23;2;11,26;-4;0,23;-3;1,684089
684361,,,,,684361
684369,28;-3;9,26;-1;11,24;-1;11,21;-6;7,684369
684636,,,,,684636
684639,24;-6;6,31;-7;4,29;1;4,27;-4;9,684639
684906,,,,,684906
684909,30;-5;8,31;-4;5,24;-2;4,21;-3;1,684909
685181,,,,,685181
685185,25;-5;8,22;-7;0,20;0;10,16;-1;7,685185
685449,,,,,685449
685452,19;-4;7,18;0;7,17;-1;8,21;0;5,685452
685734,,,,,685734
685737,17;0;6,23;0;1,18;-5;1,17;-7;1,685737
686000,,,,,686000
686003,16;-5;0,14;0;2,14;1;2,15;0;9,686003
686283,,,,,686283
686286,15;4;2,16;7;10,15;-4;5,16;-2;4,686286
686551,,,,,686551
686554,18;0;0,18;-2;3,14;0;9,19;-4;8,686554
686831,,,,,686831
686834,22;-2;3,19;-2;1,17;-1;2,20;0;3,686834
687101,,,,,687101
687105,14;0;6,18;-5;10,16;-3;-2,16;2;0,687105
687376,,,,,687376
687383,14;-1;0,16;0;12,19;0;4,17;-2;3,687383
687653,,,,,687653
687656,16;-5;2,13;-1;9,18;0;4,16;-3;5,687656
687927,,,,,687927
687935,20;-2;0,15;-2;3,15;-2;3,17;1;0,687935
688201,,,,,688201
688204,17;1;0,15;-2;8,15;-4;7,18;0;3,688204
688473,,,,,688473
688480,16;3;0,17;-4;5,18;-1;4,18;1;2,688480
688746,,,,,688746
688748,18;0;3,16;0;5,14;1;0,17;-1;0,688748
689015,,,,,689015
689018,19;-3;4,18;2;4,13;-1;5,19;-1;3,689018
689303,,,,,689303
689305,21;-1;1,21;1;3,21;-2;3,20;0;8,689305
689579,,,,,689579
689582,23;0;3,28;0;3,24;0;4,26;-1;4,689582
689854,,,,,689854
689856,24;-2;9,24;0;5,24;-1;6,25;0;5,689856
690128,,,,,690128
690131,25;-1;4,27;-4;5,26;-1;6,23;0;2,690131
690410,,,,,690410
690413,24;2;6,26;0;3,25;0;7,27;-4;4,690413
690685,,,,,690685
690689,25;-1;7,21;2;8,28;1;5,27;-1;5,690689
690966,,,,,690966
690969,23;0;7,24;3;7,27;0;5,25;0;5,690969
691244,,,,,691244
691247,21;0;3,20;2;6,23;-3;3,22;0;5,691247
691514,,,,,691514
691522,19;2;4,21;-1;4,24;0;5,20;1;7,691522
691786,,,,,691786
691789,22;0;6,26;-1;4,23;0;6,20;0;6,691789
692063,,,,,692063
692070,22;-2;2,23;0;2,23;-1;6,22;0;4,692070
692339,,,,,692339
692342,24;0;4,23;-1;4,20;-4;3,19;-2;3,692342
692606,,,,,692606
692610,19;-1;6,17;0;3,18;0;2,18;0;2,692610
692881,,,,,692881
692884,18;0;5,16;0;5,16;1;3,16;2;5,692884
693152,,,,,693152
693155,13;0;2,12;0;4,9;-1;2,5;-1;2,693155
693433,,,,,693433
693435,5;-1;2,6;-1;1,6;0;0,5;0;0,693435
693701,,,,,693701
693704,5;0;0,5;0;0,1;0;1,0;0;-1,693704
693977,,,,,693977
693979,0;0;0,-1;0;-3,-1;0;-1,-4;0;0,693979
694245,,,,,694245
694248,-2;-2;0,-1;1;0,-2;-2;0,-1;-1;0,694248
694521,,,,,694521
694556,0;1;0,0;1;1,0;1;0,1;1;0,694556
694828,,,,,694828
694831,1;2;-2,0;1;0,1;0;0,1;0;0,694831
695102,,,,,695102
695111,0;0;2,0;0;0,0;0;0,0;1;-1,695111
695385,,,,,695385
695387,0;-1;0,1;-2;0,0;1;0,3;0;0,695387
695659,,,,,695659
695662,-1;1;0,0;0;1,0;0;2,2;-1;-1,695662
695934,,,,,695934
695938,2;-1;-1,1;-1;1,0;2;1,0;0;0,695938
696210,,,,,696210
696213,0;0;3,1;0;1,0;0;0,1;-1;1,696213
696499,,,,,696499
696501,0;-2;0,0;1;3,-1;-2;0,2;-1;-1,696501
696773,,,,,696773
696776,3;-2;0,0;0;1,2;0;1,0;1;1,696776
697079,,,,,697079
697082,3;0;0,4;-2;0,0;-2;0,1;-3;-1,697082
697350,,,,,697350
697352,2;0;0,2;-1;1,3;0;0,0;0;0,697352
697630,,,,,697630
697632,3;0;-2,-3;1;3,2;0;0,4;0;3,697632
697912,,,,,697912
697915,8;0;2,9;0;-1,6;-2;2,9;0;2,697915
698186,,,,,698186
698193,13;-1;1,11;0;3,6;1;4,5;-1;0,698193
698462,,,,,698462
698465,1;1;1,1;-2;0,4;1;2,4;-2;1,698465
698733,,,,,698733
698742,3;-1;2,2;1;3,2;0;2,0;-1;2,698742
699013,,,,,699013
699016,4;-2;-1,3;-1;-2,1;0;1,0;-1;2,699016
699288,,,,,699288
699291,3;-1;0,2;-3;2,5;-2;0,0;-1;1,699291
699564,,,,,699564
699566,1;-1;0,2;-2;4,1;0;0,0;0;-2,699566
699834,,,,,699834
699837,-1;1;-2,-7;1;1,-4;-2;-2,-8;0;0,699837
700107,,,,,700107
700110,-4;-2;0,-3;-2;0,-3;-3;0,-4;-1;-1,700110
700377,,,,,700377
700379,-3;1;-2,-7;0;-2,-3;1;-1,-5;-1;0,700379
700658,,,,,700658
700661,-5;-3;0,-4;-4;1,-6;-1;5,-5;1;8,700661
700928,,,,,700928
700930,-10;1;19,1;0;0,-6;2;8,-9;-1;-10,700930
701208,,,,,701208
701211,-8;2;-4,-7;0;-2,0;-5;-11,-8;0;-3,701211
701478,,,,,701478
701481,-9;9;6,-3;1;-3,-3;3;0,-8;1;0,701481
701749,,,,,701749
701757,-10;-3;-4,-5;0;-18,-6;4;-4,-9;6;0,701757
702028,,,,,702028
702031,-7;0;0,-10;2;-4,-11;5;-1,-5;0;-5,702031
702303,,,,,702303
702312,-7;-2;0,-3;-5;-1,-4;0;-3,-5;3;0,702312
702585,,,,,702585
702588,-5;0;3,-4;0;-5,-2;-1;-4,-9;0;0,702588
702855,,,,,702855
702863,-7;4;0,-7;0;0,-3;-3;3,-5;-2;-4,702863
703129,,,,,703129
703132,-6;-1;-9,-6;-3;-1,-5;-3;6,-9;0;2,703132
703399,,,,,703399
703401,-9;2;-5,-2;-4;-4,-8;1;2,-7;1;0,703401
703680,,,,,703680
703683,-8;0;-4,-6;1;0,-9;2;1,0;-10;-4,703683
703962,,,,,703962
703965,-10;4;2,-5;3;1,1;2;-3,-1;3;-2,703965
704236,,,,,704236
704239,-1;3;2,-2;0;-3,-5;6;-1,1;1;-2,704239
704505,,,,,704505
704507,2;-1;-8,-5;18;6,-2;16;5,-9;11;6,704507
704787,,,,,704787
704790,-7;16;6,-2;19;4,-3;17;8,-3;31;15,704790
705069,,,,,705069
705072,3;31;-4,2;33;3,-5;20;0,-4;27;-6,705072
705348,,,,,705348
705351,-5;34;2,-4;26;2,-5;27;8,-2;27;2,705351
705632,,,,,705632
705635,-3;21;3,0;25;0,-4;30;4,-12;28;0,705635
705907,,,,,705907
705910,-1;24;-6,-7;28;10,-12;26;3,-9;31;-1,705910
706182,,,,,706182
706185,-16;17;-5,-8;24;-1,-9;18;-4,-12;22;13,706185
706455,,,,,706455
706462,-18;26;11,-6;20;-1,-4;18;-17,-3;13;-21,706462
706726,,,,,706726
706728,-9;9;-24,-2;18;-5,-11;0;7,-7;11;4,706728
706995,,,,,706995
707004,-6;5;1,-13;-3;-1,-17;3;1,-6;6;-4,707004
707274,,,,,707274
707276,-11;-1;-6,-11;3;-9,-7;-3;-6,-11;5;-1,707276
707546,,,,,707546
707554,-15;0;0,-8;-4;-5,-9;-3;-11,-8;0;-4,707554
707822,,,,,707822
707825,-8;-3;-3,-9;-2;-2,-12;-2;1,-15;-5;0,707825
708093,,,,,708093
708103,-9;1;-6,0;-6;-6,-3;-4;-4,-6;-9;-4,708103
708365,,,,,708365
708368,-3;-10;-3,-4;-2;0,-5;-9;-2,-3;-4;0,708368
708635,,,,,708635
708638,-8;-1;4,-8;-2;1,-5;1;-2,-4;-3;-6,708638
708912,,,,,708912
708915,-7;-5;0,-5;-4;0,-6;-7;3,-3;0;3,708915
709185,,,,,709185
709188,-1;-1;0,-5;-3;-1,-3;-4;-1,-4;-1;1,709188
709460,,,,,709460
709464,-4;0;5,0;-1;0,-4;1;1,-1;0;-1,709464
709732,,,,,709732
709735,1;4;-1,0;0;1,-2;6;2,-1;5;-1,709735
710011,,,,,710011
710014,-2;8;1,-3;5;-1,-1;7;0,1;6;0,710014
710286,,,,,710286
710289,-5;12;2,-1;4;-5,2;9;0,-1;7;-1,710289
710567,,,,,710567
710571,-2;10;-9,-1;9;-6,0;10;-1,4;11;-3,710571
710837,,,,,710837
710840,0;6;1,-4;3;-1,1;5;4,0;8;2,710840
711116,,,,,711116
711119,-1;8;-3,-4;12;0,0;7;-4,0;9;-3,711119
711387,,,,,711387
711390,0;6;3,2;4;4,-1;7;2,2;8;4,711390
711663,,,,,711663
711671,0;4;8,-1;5;6,4;6;1,0;4;10,711671
711938,,,,,711938
711941,0;2;5,-1;3;8,0;3;2,0;7;0,711941
712207,,,,,712207
712214,0;4;1,-4;7;2,0;3;1,-2;1;3,712214
712476,,,,,712476
712478,-1;1;0,-1;1;2,0;-4;1,-3;-2;2,712478
712744,,,,,712744
712748,0;-4;-2,-1;-1;-3,1;-6;-1,-3;-3;2,712748
713027,,,,,713027
713030,-2;0;-3,2;1;-4,-1;-3;-7,-4;6;0,713030
713302,,,,,713302
713305,1;-3;-5,0;-1;0,3;-1;-2,-4;0;-1,713305
713577,,,,,713577
713580,1;2;0,-1;-4;2,0;3;5,0;-1;0,713580
713863,,,,,713863
713866,-4;-1;-1,-2;0;2,-1;3;0,0;0;-2,713866
714216,,,,,714216
714219,-3;1;7,-1;2;2,-1;1;6,-2;7;4,714219
714493,,,,,714493
714497,-4;2;4,-3;0;0,-5;2;1,0;6;1,714497
714766,,,,,714766
714769,-4;-3;4,0;1;-1,0;0;0,-2;3;-11,714769
715041,,,,,715041
715044,0;9;-6,-2;3;0,-1;-2;8,-2;-2;13,715044
715313,,,,,715313
715321,-3;-7;9,-4;0;16,-1;-5;13,-6;-6;9,715321
715593,,,,,715593
715596,-4;-3;-5,-6;8;5,1;-2;-5,-5;0;5,715596
715865,,,,,715865
715872,-2;6;3,-3;6;7,-1;8;2,0;3;-5,715872
716142,,,,,716142
716144,0;8;0,0;3;-2,0;0;9,-5;-1;9,716144
716417,,,,,716417
716426,-4;0;14,-5;-2;17,-1;-5;12,-2;-1;14,716426
716701,,,,,716701
716704,-11;1;2,-4;-8;3,0;0;-15,-3;-3;-12,716704
716967,,,,,716967
716971,-5;0;-12,0;-3;2,-7;0;9,-2;2;9,716971
717243,,,,,717243
717246,-5;0;10,-1;1;-2,-3;6;0,0;-1;-4,717246
717518,,,,,717518
717521,-3;2;-7,-1;0;-4,1;2;-2,0;-1;2,717521
717802,,,,,717802
717804,-2;-8;0,-3;0;-4,-5;6;-3,-3;6;1,717804
718068,,,,,718068
718071,0;10;1,-5;10;4,-1;9;2,-2;9;8,718071
718353,,,,,718353
718355,-4;3;4,-7;2;4,-2;11;-4,1;6;-2,718355
718619,,,,,718619
718622,-5;8;5,-2;11;7,-7;5;6,-4;6;3,718622
718895,,,,,718895
718897,-15;14;6,-8;10;4,-10;14;5,-12;17;9,718897
719166,,,,,719166
719168,-7;13;7,-8;14;-2,-6;9;5,-12;11;6,719168
719432,,,,,719432
719440,-7;10;5,-11;19;1,-2;12;-4,-4;12;-4,719440
719708,,,,,719708
719711,-8;20;2,-7;19;0,-8;11;2,-5;15;-9,719711
719983,,,,,719983
719992,-6;11;1,-9;10;4,-8;8;1,-16;3;7,719992
720259,,,,,720259
720262,-8;11;-1,-15;0;-1,-7;0;-6,-9;5;3,720262
720528,,,,,720528
720535,-8;5;-1,-5;2;3,-9;6;1,-12;-1;1,720535
720796,,,,,720796
720799,-9;5;-3,-10;0;0,-9;6;-2,-8;6;0,720799
721067,,,,,721067
721075,-6;0;1,-9;3;6,-6;-1;-1,-10;-4;0,721075
721343,,,,,721343
721346,-5;0;-1,-13;0;-5,-13;-4;3,-4;5;-4,721346
721612,,,,,721612
721615,-8;-2;3,-9;0;0,-6;0;-12,-8;3;-7,721615
721886,,,,,721886
721889,-9;0;-6,-16;-5;-7,-7;0;-4,-7;1;1,721889
722154,,,,,722154
722157,-7;9;-12,-7;2;-8,-5;7;-3,-11;3;-3,722157
722432,,,,,722432
722435,-10;-7;0,-11;4;0,-7;0;1,-12;2;-1,722435
722700,,,,,722700
722702,-15;-6;-10,-9;10;0,-5;3;2,-4;-8;-7,722702
722973,,,,,722973
722976,-2;7;-4,0;3;-5,-4;1;0,-1;2;-10,722976
723244,,,,,723244
723247,-1;8;-4,-7;0;2,-6;-5;7,-5;-9;0,723247
