,acc1,acc2,acc3,acc4,duration
174891,-2;11;1,1;9;1,-4;8;2,-4;8;-3,174891
175154,,,,,175154
175157,-1;10;-3,-1;8;-2,0;8;0,-1;9;0,175157
175429,,,,,175429
175432,0;8;-1,1;7;2,0;7;-2,2;8;1,175432
175705,,,,,175705
175708,6;6;1,10;8;1,9;5;0,11;4;2,175708
175979,,,,,175979
175982,13;3;0,12;3;3,13;4;5,14;2;4,175982
176244,,,,,176244
176247,11;5;6,13;7;6,10;6;4,12;4;2,176247
176518,,,,,176518
176521,10;5;0,11;5;0,10;6;3,11;7;3,176521
176796,,,,,176796
176799,9;5;2,11;6;5,12;6;3,11;5;3,176799
177073,,,,,177073
177076,10;8;1,7;4;1,6;6;3,4;6;0,177076
177343,,,,,177343
177346,2;6;2,0;5;1,-1;5;-1,-4;5;-2,177346
177616,,,,,177616
177626,-8;6;0,-12;6;-1,-8;7;-1,-9;8;-2,177626
177889,,,,,177889
177891,-9;6;-5,-10;6;-5,-12;4;-5,-15;7;-7,177891
178166,,,,,178166
178173,-16;6;-6,-13;5;-4,-18;6;-3,-13;5;-5,178173
178439,,,,,178439
178441,-18;5;-3,-19;4;-5,-15;5;-7,-19;9;-2,178441
178707,,,,,178707
178710,-18;4;-4,-20;6;-4,-19;1;-3,-18;6;-6,178710
178982,,,,,178982
178985,-20;3;-4,-20;10;-4,-18;5;-1,-20;4;-2,178985
179254,,,,,179254
179256,-17;5;-8,-16;7;-7,-16;7;-8,-17;8;-9,179256
179527,,,,,179527
179530,-20;5;-4,-14;6;-3,-15;4;-5,-16;3;-6,179530
179804,,,,,179804
179807,-14;8;-5,-17;7;-2,-17;12;0,-14;3;-1,179807
180077,,,,,180077
180080,-14;2;-5,-14;6;-5,-15;8;-1,-13;5;-4,180080
180346,,,,,180346
180349,-14;6;-11,-13;5;-4,-15;11;-5,-12;14;0,180349
180623,,,,,180623
180625,-12;10;-2,-14;11;-4,-14;9;0,-8;7;-4,180625
180896,,,,,180896
180899,-9;5;-4,-4;8;-1,-2;8;0,0;7;0,180899
181173,,,,,181173
181176,-4;0;2,-4;7;1,-4;7;1,-5;5;-8,181176
181441,,,,,181441
181444,-3;10;-4,-1;7;-1,-1;3;0,-3;8;0,181444
181714,,,,,181714
181718,-4;7;-5,-3;5;-4,-2;6;-3,-4;13;0,181718
181985,,,,,181985
181988,-3;10;-4,-1;5;-5,0;2;-1,-1;8;0,181988
182248,,,,,182248
182256,-6;3;6,-2;7;-6,-1;1;-4,-3;3;-2,182256
182517,,,,,182517
182520,-2;4;0,-2;10;-1,-4;8;-3,-8;6;0,182520
182787,,,,,182787
182794,-5;0;0,-2;8;-8,0;0;-6,0;1;-1,182794
183062,,,,,183062
183065,-4;4;0,-2;10;1,-3;10;1,-5;8;2,183065
183331,,,,,183331
183340,-5;8;0,-1;6;-2,-1;6;0,-4;8;-1,183340
183606,,,,,183606
183609,-6;7;-5,-8;7;-1,-3;3;-2,-7;6;0,183609
183875,,,,,183875
183878,-3;5;5,-1;8;-1,-2;7;-5,0;1;-2,183878
184151,,,,,184151
184153,-4;6;-1,0;2;2,-1;2;0,-1;0;-4,184153
184425,,,,,184425
184428,-1;0;-1,-2;10;-3,-2;5;0,-1;3;0,184428
184701,,,,,184701
184704,0;1;1,1;2;-2,1;4;-2,-1;1;-7,184704
184971,,,,,184971
184974,0;6;1,-3;4;3,-5;1;2,-1;-1;-2,184974
185244,,,,,185244
185246,0;1;-1,-2;0;0,0;-2;-1,0;-6;-2,185246
185515,,,,,185515
185517,1;-2;0,0;-5;0,0;-3;0,0;-2;0,185517
185792,,,,,185792
185795,-1;-3;1,2;-4;0,2;-8;3,3;-11;-1,185795
186065,,,,,186065
186068,3;-6;0,4;-9;0,2;-13;0,0;-12;-3,186068
186340,,,,,186340
186348,0;-5;-1,2;-8;1,2;-11;2,6;-8;1,186348
186615,,,,,186615
186618,4;-9;7,7;-3;2,5;-1;0,1;0;0,186618
186890,,,,,186890
186899,9;-12;-2,3;-13;-1,7;-13;0,8;-12;3,186899
187166,,,,,187166
187169,3;-10;-4,2;-5;3,7;-1;3,6;0;2,187169
187443,,,,,187443
187446,4;-1;2,3;0;3,8;-5;-1,4;-4;1,187446
187716,,,,,187716
187719,6;0;0,8;1;3,3;-2;2,5;2;2,187719
187986,,,,,187986
187988,5;6;3,7;1;1,6;2;0,8;-2;0,187988
188261,,,,,188261
188264,10;2;0,8;2;3,5;4;0,10;2;0,188264
188529,,,,,188529
188532,12;0;1,9;0;0,5;4;4,4;3;4,188532
188801,,,,,188801
188804,8;7;7,5;6;4,1;8;-1,2;12;-4,188804
189068,,,,,189068
189071,2;4;1,2;3;-1,-2;7;-4,-3;8;-1,189071
189343,,,,,189343
189351,0;4;0,1;0;1,2;-3;0,0;-1;0,189351
189618,,,,,189618
189621,0;0;-1,0;3;1,-1;4;2,-2;2;0,189621
189887,,,,,189887
189895,-1;2;-1,0;-1;2,4;-8;-3,4;-5;-3,189895
190163,,,,,190163
190166,3;1;-3,3;0;0,4;2;3,6;3;8,190166
190433,,,,,190433
190581,4;1;1,6;0;0,3;0;1,0;2;0,190581
190844,,,,,190844
190848,0;5;-2,0;0;2,4;-1;2,2;-3;1,190848
191120,,,,,191120
191123,0;0;0,0;2;1,0;1;1,0;1;1,191123
191403,,,,,191403
191406,-1;2;1,0;1;2,2;-1;0,2;0;-1,191406
191670,,,,,191670
191673,4;0;0,5;0;-1,5;0;0,6;2;0,191673
191954,,,,,191954
191956,6;2;0,8;3;1,9;2;2,7;3;2,191956
192221,,,,,192221
192224,9;3;3,10;2;2,8;3;2,7;2;2,192224
192490,,,,,192490
192497,7;3;1,6;4;0,5;3;1,2;2;1,192497
192758,,,,,192758
192761,1;2;0,1;1;-1,1;2;-1,2;0;0,192761
193028,,,,,193028
193036,1;0;0,0;1;0,0;3;0,-3;1;0,193036
193296,,,,,193296
193299,-4;0;1,-4;0;-1,-2;1;0,0;1;0,193299
193565,,,,,193565
193568,-1;0;0,0;1;0,-1;2;1,0;3;-1,193568
193843,,,,,193843
193845,0;0;0,-1;1;-1,0;0;0,0;4;0,193845
194113,,,,,194113
194116,-3;0;-1,-4;1;0,-3;0;0,-4;0;1,194116
194395,,,,,194395
194398,-3;1;-1,-2;0;-3,-3;1;-1,-3;2;-2,194398
194661,,,,,194661
194664,-2;1;0,-3;2;-1,-5;1;0,-4;3;0,194664
194934,,,,,194934
194937,-4;0;-2,-3;2;-1,-4;0;-1,-4;0;-1,194937
195198,,,,,195198
195202,-2;1;-4,-2;0;-1,0;3;-1,0;3;1,195202
195474,,,,,195474
195476,1;3;0,0;1;0,0;2;0,0;4;0,195476
195737,,,,,195737
195739,1;3;0,2;2;2,4;0;3,5;2;0,195739
196013,,,,,196013
196020,7;1;3,9;0;3,10;1;0,7;1;4,196020
196286,,,,,196286
196289,6;1;2,-3;2;3,-7;0;0,-4;0;-1,196289
196549,,,,,196549
196552,3;1;-1,-1;1;0,-5;0;2,1;-4;0,196552
196818,,,,,196818
196820,0;3;0,-2;0;0,-2;2;-1,-2;0;0,196820
197087,,,,,197087
197090,0;2;0,0;2;0,-1;0;0,-1;2;-2,197090
197352,,,,,197352
197355,-1;1;0,0;2;-1,-2;0;-1,-2;3;2,197355
197625,,,,,197625
197628,-2;1;-1,0;2;3,0;0;0,0;3;0,197628
197894,,,,,197894
197897,0;1;0,-1;2;0,-1;3;1,-1;3;0,197897
198164,,,,,198164
198167,0;2;0,-1;0;0,0;2;0,0;1;2,198167
198439,,,,,198439
198447,-1;0;-1,-1;2;1,0;1;-1,-1;2;-1,198447
198708,,,,,198708
198711,0;0;0,0;2;-1,0;2;1,-2;0;0,198711
198977,,,,,198977
198985,0;1;-1,0;2;1,0;1;0,0;2;0,198985
199254,,,,,199254
199256,-1;1;-2,-1;1;-3,-1;2;0,-1;0;2,199256
199527,,,,,199527
199530,-1;0;1,-1;3;2,-1;0;-1,-1;1;-1,199530
199797,,,,,199797
199800,0;0;-1,-1;2;-1,-1;1;0,0;1;0,199800
200066,,,,,200066
200068,0;4;0,0;0;0,-1;2;0,-2;0;1,200068
200342,,,,,200342
200345,0;1;-2,-1;2;0,-1;0;1,0;0;0,200345
200614,,,,,200614
200616,-1;1;3,0;0;-1,-1;2;-1,-1;1;1,200616
200884,,,,,200884
200887,-1;1;0,-1;1;0,-1;2;-1,-1;1;-2,200887
201154,,,,,201154
201157,0;-1;-1,0;0;-1,-1;0;0,0;4;0,201157
201423,,,,,201423
201579,-2;1;1,-1;1;0,0;1;-2,-1;0;0,201579
201843,,,,,201843
201846,0;2;0,-1;1;0,-1;3;0,-1;1;-1,201846
202115,,,,,202115
202124,-1;4;0,0;2;-2,-1;1;0,-1;3;2,202124
202390,,,,,202390
202393,0;1;2,-2;1;1,-1;3;-2,0;1;-1,202393
202663,,,,,202663
202665,-1;2;-2,-1;2;0,-1;2;1,-1;0;-1,202665
202938,,,,,202938
202941,0;1;0,0;2;-2,-1;0;0,-1;3;0,202941
203206,,,,,203206
203209,0;2;0,0;0;-1,-2;1;-1,0;1;1,203209
203482,,,,,203482
203485,-1;0;0,-1;2;0,0;1;-1,0;1;0,203485
203752,,,,,203752
203755,-1;1;0,-1;3;2,-1;1;0,-1;1;0,203755
204038,,,,,204038
204041,0;2;0,0;0;-1,-1;1;1,0;2;0,204041
204307,,,,,204307
204310,0;1;-2,-2;1;0,-1;1;0,-2;1;-2,204310
204572,,,,,204572
204579,0;2;0,0;0;-2,0;1;0,0;2;0,204579
204845,,,,,204845
204848,-2;2;1,-1;0;-2,-1;2;0,-1;1;1,204848
205108,,,,,205108
205117,0;0;-1,-1;1;2,0;1;0,0;0;-1,205117
205383,,,,,205383
205385,0;1;-1,0;2;0,-1;3;0,0;1;-1,205385
205646,,,,,205646
205648,-1;0;0,-1;0;-1,-1;0;-1,-1;-1;0,205648
205927,,,,,205927
205930,1;2;0,0;1;0,1;1;1,-1;1;-1,205930
206202,,,,,206202
206205,0;2;-1,-1;1;0,-1;1;0,0;1;0,206205
206478,,,,,206478
206481,1;0;1,2;1;2,0;0;1,0;2;1,206481
206747,,,,,206747
206749,0;3;0,0;2;0,0;0;-4,-1;1;-4,206749
207027,,,,,207027
207030,1;0;3,1;0;2,2;3;1,-1;4;0,207030
207304,,,,,207304
207306,-1;0;-2,-3;1;0,-2;1;0,0;0;-2,207306
207572,,,,,207572
207582,-3;1;0,-3;0;1,-2;1;-1,0;2;-1,207582
207844,,,,,207844
207847,-3;1;0,-3;1;1,-2;0;-1,-1;2;-1,207847
208113,,,,,208113
208120,-1;1;0,-2;1;0,-1;1;0,0;2;1,208120
208386,,,,,208386
208389,-1;1;1,-1;1;0,0;1;-2,-1;1;0,208389
208662,,,,,208662
208665,0;0;0,0;0;0,0;1;3,0;1;3,208665
208936,,,,,208936
208940,0;1;-6,0;0;-4,-1;1;-5,0;1;-3,208940
209206,,,,,209206
209209,0;0;1,0;0;1,-3;4;0,0;1;0,209209
209480,,,,,209480
209483,0;0;-2,0;1;-3,0;0;-2,0;0;-4,209483
209752,,,,,209752
209755,-2;3;-2,-1;2;-3,1;0;1,4;1;3,209755
210030,,,,,210030
210033,2;2;2,0;2;1,1;0;0,2;1;1,210033
210300,,,,,210300
210304,1;2;0,4;0;-1,1;1;0,2;3;1,210304
210582,,,,,210582
210589,4;1;0,3;0;1,4;2;0,2;0;0,210589
210852,,,,,210852
210854,2;1;3,4;0;0,3;1;0,1;0;0,210854
211126,,,,,211126
211135,-1;0;0,0;0;2,1;2;3,3;2;1,211135
211402,,,,,211402
211405,-1;0;-1,-1;0;0,-1;3;2,-1;3;-1,211405
211673,,,,,211673
211676,-2;4;-2,0;5;1,1;1;1,1;2;0,211676
211946,,,,,211946
211949,0;1;0,0;1;-1,-1;1;0,-1;0;0,211949
212222,,,,,212222
212225,-1;2;0,0;2;1,0;0;1,-1;0;1,212225
212497,,,,,212497
212500,-2;0;0,0;1;0,1;-1;0,0;0;-2,212500
212766,,,,,212766
212769,0;1;-1,0;1;-1,0;0;0,-3;0;1,212769
213047,,,,,213047
213049,-5;0;-3,-5;0;-1,-6;0;-1,-6;0;-4,213049
213316,,,,,213316
213319,-5;0;-1,-5;0;0,-6;-1;0,-6;0;0,213319
213594,,,,,213594
213602,-7;0;-3,-6;-2;0,0;0;-1,2;0;0,213602
213867,,,,,213867
213869,2;3;2,0;0;2,0;0;0,0;1;-1,213869
214141,,,,,214141
214149,0;0;-1,0;0;0,-1;1;1,0;0;-2,214149
214414,,,,,214414
214416,0;2;-1,0;0;0,0;0;2,0;0;0,214416
214680,,,,,214680
214683,0;3;0,0;0;0,1;0;0,-1;-1;0,214683
214968,,,,,214968
214971,0;1;-1,0;0;0,0;0;0,0;0;0,214971
215243,,,,,215243
215246,0;1;-1,-1;0;0,-1;1;-1,0;0;-2,215246
215519,,,,,215519
215521,1;1;1,0;0;2,0;0;1,1;0;3,215521
215801,,,,,215801
215804,1;0;0,0;0;-1,-1;0;-1,-1;1;0,215804
216074,,,,,216074
216077,1;0;1,1;0;1,0;0;1,0;0;1,216077
216343,,,,,216343
216346,0;1;0,0;0;1,0;1;0,1;0;1,216346
216606,,,,,216606
216613,0;0;-2,0;0;-1,0;0;-2,1;0;-2,216613
216882,,,,,216882
216884,0;0;0,0;0;-1,0;0;-1,1;0;-3,216884
217145,,,,,217145
217153,0;0;1,0;0;1,1;0;1,0;0;1,217153
217420,,,,,217420
217423,0;1;-1,-1;1;-1,-1;2;0,-1;0;0,217423
217694,,,,,217694
217696,0;0;1,0;0;0,0;0;1,0;0;1,217696
217971,,,,,217971
217974,0;1;1,1;1;0,1;0;0,0;0;0,217974
218242,,,,,218242
218245,0;0;-1,0;1;0,0;0;0,0;0;0,218245
218515,,,,,218515
218518,0;0;0,0;0;0,1;0;-1,0;0;0,218518
218783,,,,,218783
218786,0;0;2,0;0;0,0;0;0,0;0;-2,218786
219046,,,,,219046
219183,0;1;0,0;0;1,0;0;1,0;0;1,219183
219447,,,,,219447
219450,-1;0;0,-1;1;0,-1;0;-1,0;1;0,219450
219722,,,,,219722
219731,1;0;1,0;1;0,0;0;0,0;0;1,219731
219998,,,,,219998
220000,0;1;0,0;0;1,0;0;0,1;0;2,220000
220260,,,,,220260
220263,0;1;-1,1;0;-2,0;0;-1,0;0;-1,220263
220535,,,,,220535
220538,0;-1;0,0;0;0,0;0;-1,0;0;-1,220538
220806,,,,,220806
220808,0;0;1,0;0;2,2;0;1,0;0;0,220808
221081,,,,,221081
221084,0;0;0,0;1;0,0;1;1,1;0;0,221084
221348,,,,,221348
221351,0;0;0,0;1;0,0;0;0,0;1;0,221351
221622,,,,,221622
221625,0;1;1,0;0;1,0;0;-1,0;0;-1,221625
221886,,,,,221886
221889,0;1;2,0;0;0,1;0;0,0;0;0,221889
222151,,,,,222151
222159,0;1;0,0;0;0,0;1;1,1;0;1,222159
222426,,,,,222426
222428,0;14;-3,-1;4;1,2;2;2,0;1;1,222428
222700,,,,,222700
222707,0;0;0,0;0;0,0;0;0,0;0;0,222707
222976,,,,,222976
222978,1;1;1,0;1;1,0;0;1,0;0;0,222978
223244,,,,,223244
223247,0;0;0,0;1;0,0;1;1,0;0;1,223247
223520,,,,,223520
223523,0;0;0,0;0;0,-1;0;2,0;1;1,223523
223789,,,,,223789
223791,0;0;0,0;0;0,0;0;0,0;1;0,223791
224063,,,,,224063
224065,0;1;2,1;0;0,-1;1;2,-3;-2;0,224065
224327,,,,,224327
224330,1;0;0,0;0;-2,0;0;-3,0;1;-1,224330
224601,,,,,224601
224610,0;1;0,0;0;-2,0;0;-1,0;0;2,224610
224877,,,,,224877
224880,1;1;-1,0;0;0,1;0;0,0;0;1,224880
225146,,,,,225146
225154,0;0;0,1;1;1,0;0;0,1;0;1,225154
225415,,,,,225415
225418,0;0;0,0;0;0,0;0;0,0;0;0,225418
225684,,,,,225684
225687,0;0;0,0;0;0,0;2;1,0;0;0,225687
225960,,,,,225960
225963,0;1;2,0;0;0,0;0;0,0;1;0,225963
226230,,,,,226230
226233,0;0;0,0;1;0,0;0;1,0;0;0,226233
226507,,,,,226507
226510,0;0;0,0;0;0,0;0;0,0;0;0,226510
226779,,,,,226779
226782,0;0;0,0;-1;0,0;1;0,0;0;0,226782
227050,,,,,227050
227058,0;0;0,0;0;0,0;0;0,0;0;1,227058
227323,,,,,227323
227325,0;0;0,0;0;0,0;1;0,0;0;0,227325
227586,,,,,227586
227594,1;0;0,0;0;0,1;0;0,0;0;0,227594
227863,,,,,227863
227866,0;0;0,0;0;0,0;0;0,0;0;0,227866
228130,,,,,228130
228132,-1;1;-1,0;2;0,0;0;0,0;0;-1,228132
228399,,,,,228399
228402,1;0;0,0;1;0,1;0;0,0;1;2,228402
228663,,,,,228663
228666,1;1;1,1;1;0,0;0;-1,0;0;1,228666
228935,,,,,228935
228938,0;1;1,0;1;1,0;0;0,1;0;-1,228938
229206,,,,,229206
229209,0;1;0,0;0;-1,1;0;0,0;0;1,229209
229470,,,,,229470
229479,0;1;0,0;0;0,1;0;0,0;0;0,229479
229744,,,,,229744
229747,0;1;0,0;0;0,0;0;0,0;0;0,229747
230019,,,,,230019
230027,1;0;-1,0;0;0,1;0;0,0;0;0,230027
230294,,,,,230294
230297,0;0;0,0;0;0,0;0;0,0;0;0,230297
230564,,,,,230564
230566,0;0;0,0;0;0,0;0;0,0;0;0,230566
230843,,,,,230843
230846,0;0;2,0;0;1,0;0;0,1;0;0,230846
231110,,,,,231110
231112,0;0;0,0;0;0,0;0;0,0;0;0,231112
231389,,,,,231389
231391,0;1;2,-1;2;0,0;0;0,0;0;-1,231391
231659,,,,,231659
231662,0;0;0,0;0;0,0;0;0,-10;44;46,231662
231930,,,,,231930
231939,12;-7;-8,-4;-3;-5,1;2;-1,1;0;3,231939
232203,,,,,232203
232206,0;0;0,0;0;0,0;0;0,0;0;0,232206
232472,,,,,232472
232479,0;0;0,0;0;-1,0;0;0,0;0;0,232479
232742,,,,,232742
232745,0;0;1,0;0;0,0;0;0,1;0;1,232745
233010,,,,,233010
233013,0;1;0,0;0;0,0;0;0,0;0;0,233013
233280,,,,,233280
233283,0;0;0,0;1;0,0;0;-1,0;0;0,233283
233549,,,,,233549
233552,0;0;0,0;0;0,0;0;0,0;0;0,233552
233827,,,,,233827
233830,0;0;0,0;0;1,1;0;0,0;0;0,233830
234099,,,,,234099
234101,0;0;0,0;0;0,0;1;0,0;0;0,234101
234374,,,,,234374
234383,0;0;1,0;0;1,0;0;0,0;0;0,234383
234650,,,,,234650
234652,0;0;1,0;0;0,0;0;0,0;0;0,234652
234924,,,,,234924
234927,0;0;0,0;0;0,0;0;0,0;0;1,234927
235200,,,,,235200
235202,0;0;0,0;0;0,0;0;0,0;0;0,235202
235470,,,,,235470
235473,1;0;0,0;0;1,0;1;0,0;0;0,235473
235744,,,,,235744
235747,0;0;0,0;0;0,0;1;0,0;0;0,235747
236020,,,,,236020
236023,0;0;0,1;0;-1,0;0;0,0;0;0,236023
236298,,,,,236298
236301,0;0;0,0;0;0,0;1;0,0;0;0,236301
236564,,,,,236564
236566,0;0;0,0;0;0,0;0;0,0;0;0,236566
236840,,,,,236840
236850,0;0;0,0;0;0,0;0;1,0;0;0,236850
237114,,,,,237114
237116,0;0;0,0;0;-1,0;0;0,0;0;0,237116
237383,,,,,237383
237385,0;0;0,0;0;0,0;0;0,0;0;0,237385
237659,,,,,237659
237662,0;0;0,0;0;0,0;0;0,0;1;0,237662
237930,,,,,237930
237932,0;0;0,0;1;0,0;0;0,0;0;0,237932
238347,,,,,238347
238349,0;0;0,0;0;0,0;0;0,0;0;0,238349
238621,,,,,238621
238624,0;0;0,0;0;1,0;0;0,0;0;1,238624
238884,,,,,238884
238892,0;0;0,0;0;0,0;0;0,0;0;0,238892
239160,,,,,239160
239162,0;0;0,0;0;0,0;0;0,0;0;0,239162
239424,,,,,239424
239432,0;0;0,0;0;0,0;0;1,0;0;0,239432
239698,,,,,239698
239702,0;1;0,0;1;0,0;0;0,0;0;0,239702
239980,,,,,239980
239982,0;0;0,0;0;0,1;0;0,0;0;0,239982
240254,,,,,240254
240258,0;0;0,0;0;0,0;0;1,0;0;0,240258
240524,,,,,240524
240526,0;0;0,0;1;0,0;0;0,0;0;0,240526
240947,,,,,240947
240950,0;0;0,0;0;0,0;0;0,0;1;0,240950
241212,,,,,241212
241214,0;0;0,0;0;0,0;0;0,0;0;0,241214
241474,,,,,241474
241483,0;0;1,0;0;0,0;0;1,0;1;0,241483
241743,,,,,241743
241746,1;0;0,0;1;0,0;0;1,0;0;0,241746
242019,,,,,242019
242027,0;0;0,0;0;0,0;0;0,1;1;1,242027
242294,,,,,242294
242297,0;1;1,0;0;0,0;0;0,0;0;0,242297
242570,,,,,242570
242572,0;0;0,0;0;0,0;0;0,0;0;1,242572
242844,,,,,242844
242847,0;0;0,0;0;0,0;0;0,1;0;0,242847
243109,,,,,243109
243112,0;0;0,0;0;0,0;0;0,1;0;0,243112
243388,,,,,243388
243391,0;0;0,0;0;1,0;0;0,0;0;0,243391
243657,,,,,243657
243660,0;0;1,0;0;0,0;0;0,0;0;0,243660
243920,,,,,243920
243928,0;0;0,0;0;0,0;0;0,0;0;0,243928
244196,,,,,244196
244198,0;0;0,0;0;0,0;0;0,0;0;0,244198
244458,,,,,244458
244461,0;1;0,0;0;0,0;0;0,0;0;0,244461
244730,,,,,244730
244733,0;0;0,0;0;0,0;0;0,0;0;0,244733
244997,,,,,244997
244999,0;0;1,0;0;0,0;0;0,0;0;0,244999
245265,,,,,245265
245268,0;0;0,0;0;0,0;0;0,0;0;0,245268
245550,,,,,245550
245552,0;0;0,0;0;0,0;0;0,0;0;0,245552
245822,,,,,245822
245830,0;0;0,0;0;0,0;0;0,0;0;0,245830
246098,,,,,246098
246102,0;0;-1,0;0;0,0;0;0,0;0;0,246102
246373,,,,,246373
246381,0;0;0,0;0;0,0;0;0,0;0;0,246381
246649,,,,,246649
246652,0;0;0,0;0;0,1;0;0,0;0;0,246652
246923,,,,,246923
246926,0;0;0,0;0;0,0;0;0,0;0;0,246926
247198,,,,,247198
247201,0;0;0,0;0;0,0;0;0,0;0;0,247201
247461,,,,,247461
247464,0;0;0,0;0;0,0;0;0,0;0;0,247464
247729,,,,,247729
247732,0;0;0,0;0;0,0;0;0,0;0;0,247732
247993,,,,,247993
247996,0;1;0,0;0;0,1;0;0,0;0;0,247996
248256,,,,,248256
248265,0;1;0,0;0;1,0;0;1,0;0;0,248265
248525,,,,,248525
248528,0;0;1,0;0;0,0;0;0,0;0;0,248528
248787,,,,,248787
248795,0;0;0,0;0;0,0;0;0,0;0;0,248795
249056,,,,,249056
249059,0;0;0,0;0;0,0;0;0,0;0;0,249059
249319,,,,,249319
249322,0;0;0,0;0;0,0;0;0,0;0;0,249322
249588,,,,,249588
249591,0;0;0,0;0;1,0;0;0,0;0;0,249591
249851,,,,,249851
249853,0;0;0,0;0;0,0;0;0,0;0;0,249853
250119,,,,,250119
250122,0;0;0,0;0;0,0;0;0,0;0;0,250122
250383,,,,,250383
250386,0;0;1,0;0;0,0;0;0,0;0;1,250386
250652,,,,,250652
250660,0;0;1,0;0;0,0;0;0,0;0;0,250660
250921,,,,,250921
250924,0;1;0,0;0;0,0;0;0,0;0;0,250924
251185,,,,,251185
251192,0;0;1,0;0;0,0;0;0,0;0;0,251192
251453,,,,,251453
251456,0;0;0,0;0;1,0;0;0,0;0;-1,251456
251722,,,,,251722
251725,0;0;0,0;0;0,0;0;0,0;0;0,251725
251997,,,,,251997
252000,0;0;1,0;0;0,0;0;0,0;0;0,252000
252260,,,,,252260
252263,0;0;0,0;0;0,0;0;0,0;0;0,252263
252533,,,,,252533
252536,0;0;0,0;0;0,1;0;0,0;0;0,252536
252798,,,,,252798
252801,0;0;0,0;0;0,0;0;0,0;0;0,252801
253060,,,,,253060
253069,0;0;0,0;0;0,0;0;0,0;0;0,253069
253330,,,,,253330
253333,0;0;0,0;0;1,0;0;0,0;1;0,253333
253598,,,,,253598
253601,0;0;0,0;1;0,0;0;1,0;0;0,253601
253868,,,,,253868
253871,0;0;0,0;0;0,0;0;0,1;0;0,253871
254137,,,,,254137
254140,1;0;1,0;0;0,0;0;0,0;0;0,254140
254412,,,,,254412
254414,0;0;0,0;0;0,0;0;0,0;0;0,254414
254674,,,,,254674
254678,0;0;0,0;0;0,0;0;0,0;0;0,254678
254944,,,,,254944
254951,1;0;0,0;0;0,0;1;0,0;0;0,254951
255213,,,,,255213
255216,0;0;0,0;0;0,0;0;0,0;0;0,255216
255482,,,,,255482
255491,0;0;0,0;0;1,0;0;0,0;0;0,255491
255751,,,,,255751
255754,0;0;0,0;0;0,0;0;0,0;0;0,255754
256020,,,,,256020
256023,0;0;0,0;1;0,0;0;0,0;0;0,256023
256575,,,,,256575
256578,0;0;0,0;0;0,0;0;0,0;0;1,256578
