,index,acc1,acc2,acc3,acc4,duration,utcdate
2110,325435,-3;0;-2,-5;0;1,-3;-1;-2,-8;5;-2,325435,2021-11-24
2111,325704,,,,,325704,2021-11-24
2112,325713,-4;-2;-3,0;-3;-6,-5;5;-5,-7;0;-2,325713,2021-11-24
2113,325988,,,,,325988,2021-11-24
2114,325991,0;0;-1,-3;-1;-1,-6;-5;-1,-3;3;0,325991,2021-11-24
2115,326257,,,,,326257,2021-11-24
2116,326260,-2;0;0,-2;-2;0,-4;1;-2,-3;-3;0,326260,2021-11-24
2117,326542,,,,,326542,2021-11-24
2118,326545,-6;-4;3,-2;-1;5,-2;0;4,-1;-4;0,326545,2021-11-24
2119,326812,,,,,326812,2021-11-24
2120,326814,-5;-1;1,-3;2;-1,-3;-5;4,-3;0;1,326814,2021-11-24
2121,327089,,,,,327089,2021-11-24
2122,327092,-5;-4;2,-1;0;1,-8;-1;4,-8;-2;9,327092,2021-11-24
2123,327359,,,,,327359,2021-11-24
2124,327361,-2;2;3,-9;3;7,-2;0;1,-1;-4;1,327361,2021-11-24
2125,327632,,,,,327632,2021-11-24
2126,327635,-1;0;-2,-8;1;2,-3;0;0,-5;0;1,327635,2021-11-24
2127,327908,,,,,327908,2021-11-24
2128,327910,-7;0;9,-2;0;4,-2;0;3,-1;1;3,327910,2021-11-24
2129,328183,,,,,328183,2021-11-24
2130,328186,-6;3;5,-4;1;4,-2;3;-3,-1;-2;-1,328186,2021-11-24
2131,328451,,,,,328451,2021-11-24
2132,328454,-3;3;-2,-5;3;2,-9;-1;6,-9;4;2,328454,2021-11-24
2133,328720,,,,,328720,2021-11-24
2134,328727,-9;6;5,-3;-2;4,-3;-3;7,-6;-2;7,328727,2021-11-24
2135,328988,,,,,328988,2021-11-24
2136,328991,-9;-4;1,-1;-3;1,-1;-1;1,-5;0;0,328991,2021-11-24
2137,329264,,,,,329264,2021-11-24
2138,329272,-6;0;0,-6;-4;5,-5;-1;1,-10;-1;5,329272,2021-11-24
2139,329534,,,,,329534,2021-11-24
2140,329536,-3;-1;1,-3;2;0,-4;4;8,-3;7;-6,329536,2021-11-24
2141,329808,,,,,329808,2021-11-24
2142,329817,-5;-4;0,-6;-5;3,-6;-10;-2,-4;-2;0,329817,2021-11-24
2143,330084,,,,,330084,2021-11-24
2144,330086,-13;5;-12,-10;-7;8,-14;-1;1,-18;7;1,330086,2021-11-24
2145,330352,,,,,330352,2021-11-24
2146,330355,-10;3;-3,-10;0;-1,-8;-5;-6,-2;-8;0,330355,2021-11-24
2147,330642,,,,,330642,2021-11-24
2148,330645,-6;-9;-5,-6;3;-8,-4;-9;-2,-3;-5;-5,330645,2021-11-24
2149,330917,,,,,330917,2021-11-24
2150,330920,-5;0;-6,3;-4;-7,2;-3;-8,-1;3;-11,330920,2021-11-24
2151,331192,,,,,331192,2021-11-24
2152,331194,-7;1;-15,0;1;-7,-4;0;-6,-2;-3;-2,331194,2021-11-24
2153,331467,,,,,331467,2021-11-24
2154,331470,-7;-1;-7,2;-12;-4,4;-5;-12,-5;-19;-25,331470,2021-11-24
2155,331748,,,,,331748,2021-11-24
2156,331750,-1;6;16,-26;-11;-12,7;7;7,-30;-21;-24,331750,2021-11-24
2157,332018,,,,,332018,2021-11-24
2158,332021,-32;20;-13,-9;20;-21,-43;15;20,9;30;1,332021,2021-11-24
2159,332292,,,,,332292,2021-11-24
2160,332295,-24;15;-13,-16;10;-19,1;10;6,8;-4;-13,332295,2021-11-24
2161,332573,,,,,332573,2021-11-24
2162,332576,8;7;-14,-1;2;-4,-2;3;-2,6;-3;-10,332576,2021-11-24
2163,332862,,,,,332862,2021-11-24
2164,332865,3;5;-9,6;2;1,4;-2;-6,1;-1;10,332865,2021-11-24
2165,333147,,,,,333147,2021-11-24
2166,333149,8;6;8,2;0;3,5;-1;1,5;2;-6,333149,2021-11-24
2167,333418,,,,,333418,2021-11-24
2168,333426,2;0;-9,6;5;0,6;0;-6,4;-1;6,333426,2021-11-24
2169,333691,,,,,333691,2021-11-24
2170,333694,4;5;-1,10;-2;0,16;20;12,7;-1;15,333694,2021-11-24
2171,333957,,,,,333957,2021-11-24
2172,333965,0;-10;-6,16;-1;-2,20;3;12,2;-11;0,333965,2021-11-24
2173,334244,,,,,334244,2021-11-24
2174,334247,15;-11;2,16;-13;12,-5;-14;-1,0;-25;-16,334247,2021-11-24
2175,334520,,,,,334520,2021-11-24
2176,334527,8;-1;10,16;4;-4,7;-31;-5,5;-9;0,334527,2021-11-24
2177,334791,,,,,334791,2021-11-24
2178,334794,3;-11;8,12;-9;-7,9;-6;0,14;-2;4,334794,2021-11-24
2179,335057,,,,,335057,2021-11-24
2180,335060,12;-3;0,7;-4;2,5;-3;1,8;0;-6,335060,2021-11-24
2181,335345,,,,,335345,2021-11-24
2182,335348,5;-14;0,7;-10;4,4;9;8,9;0;2,335348,2021-11-24
2183,335621,,,,,335621,2021-11-24
2184,335624,2;11;21,8;-3;0,-6;3;2,3;3;0,335624,2021-11-24
2185,335896,,,,,335896,2021-11-24
2186,335899,0;-6;2,8;-11;1,0;-7;0,3;-7;0,335899,2021-11-24
2187,336171,,,,,336171,2021-11-24
2188,336173,4;0;3,5;0;8,1;-6;9,6;-2;9,336173,2021-11-24
2189,336452,,,,,336452,2021-11-24
2190,336455,3;-4;2,3;-2;5,1;-3;2,4;-4;5,336455,2021-11-24
2191,336721,,,,,336721,2021-11-24
2192,336724,4;-2;0,4;-2;1,6;2;4,0;2;-1,336724,2021-11-24
2193,336996,,,,,336996,2021-11-24
2194,336999,5;-6;-8,5;0;3,4;2;13,5;-2;-18,336999,2021-11-24
2195,337259,,,,,337259,2021-11-24
2196,337262,7;-12;7,18;-16;-7,-1;-7;-8,5;-21;8,337262,2021-11-24
2197,337542,,,,,337542,2021-11-24
2198,337551,-1;23;-18,-1;5;-1,11;11;-4,0;12;8,337551,2021-11-24
2199,337819,,,,,337819,2021-11-24
2200,337822,-10;0;5,7;5;-7,0;-1;2,1;-6;-12,337822,2021-11-24
2201,338088,,,,,338088,2021-11-24
2202,338096,10;-19;-6,5;-7;4,16;-6;-5,8;-5;5,338096,2021-11-24
2203,338368,,,,,338368,2021-11-24
2204,338371,2;6;9,1;2;-1,8;3;-12,5;-15;-11,338371,2021-11-24
2205,338641,,,,,338641,2021-11-24
2206,338650,-3;-11;-16,3;10;-8,11;0;-3,15;0;-5,338650,2021-11-24
2207,338911,,,,,338911,2021-11-24
2208,338914,4;5;-7,3;9;-2,5;0;0,9;-1;-5,338914,2021-11-24
2209,339188,,,,,339188,2021-11-24
2210,339191,8;0;0,5;1;0,9;-3;2,5;0;0,339191,2021-11-24
2211,339468,,,,,339468,2021-11-24
2212,339471,4;1;0,5;-4;0,5;-1;4,5;0;5,339471,2021-11-24
2213,339744,,,,,339744,2021-11-24
2214,339747,6;-5;0,6;7;5,8;1;0,11;3;2,339747,2021-11-24
2215,340025,,,,,340025,2021-11-24
2216,340028,9;0;5,12;-2;6,8;-1;2,12;1;-1,340028,2021-11-24
2217,340293,,,,,340293,2021-11-24
2218,340296,11;3;-2,13;0;4,8;0;7,8;0;5,340296,2021-11-24
2219,340581,,,,,340581,2021-11-24
2220,340584,10;-3;0,13;-8;8,8;2;6,12;5;1,340584,2021-11-24
2221,340850,,,,,340850,2021-11-24
2222,340853,13;2;1,9;0;0,12;6;5,12;-1;4,340853,2021-11-24
2223,341260,,,,,341260,2021-11-24
2224,341262,9;2;0,10;0;1,7;3;2,14;0;8,341262,2021-11-24
2225,341547,,,,,341547,2021-11-24
2226,341550,9;1;4,7;-2;9,12;0;0,7;-2;3,341550,2021-11-24
2227,341817,,,,,341817,2021-11-24
2228,341825,8;3;5,7;6;6,6;1;2,8;1;-3,341825,2021-11-24
2229,342089,,,,,342089,2021-11-24
2230,342092,6;2;2,8;-2;3,4;4;3,7;0;0,342092,2021-11-24
2231,342358,,,,,342358,2021-11-24
2232,342367,5;0;0,6;0;2,3;3;6,2;1;4,342367,2021-11-24
2233,342648,,,,,342648,2021-11-24
2234,342650,4;0;0,6;3;-3,7;0;-4,6;-3;4,342650,2021-11-24
2235,342917,,,,,342917,2021-11-24
2236,342920,7;-1;-2,5;1;6,7;2;3,3;6;-2,342920,2021-11-24
2237,343190,,,,,343190,2021-11-24
2238,343193,8;4;4,5;-6;4,8;2;4,5;-5;6,343193,2021-11-24
2239,343464,,,,,343464,2021-11-24
2240,343468,6;1;3,8;5;-2,6;3;-3,5;7;4,343468,2021-11-24
2241,343887,,,,,343887,2021-11-24
2242,343889,5;4;1,9;2;3,7;0;4,6;6;9,343889,2021-11-24
2243,344156,,,,,344156,2021-11-24
2244,344159,8;3;5,6;5;8,7;1;0,5;0;5,344159,2021-11-24
2245,344434,,,,,344434,2021-11-24
2246,344437,10;7;0,8;2;0,6;0;-1,5;2;0,344437,2021-11-24
2247,344705,,,,,344705,2021-11-24
2248,344708,6;0;0,7;1;2,4;2;5,8;6;2,344708,2021-11-24
2249,344973,,,,,344973,2021-11-24
2250,344981,6;2;1,5;1;-1,8;1;3,8;0;2,344981,2021-11-24
2251,345250,,,,,345250,2021-11-24
2252,345252,3;0;5,2;0;5,8;1;0,10;-6;6,345252,2021-11-24
2253,345518,,,,,345518,2021-11-24
2254,345526,7;-1;7,7;1;5,6;0;7,4;0;2,345526,2021-11-24
2255,345793,,,,,345793,2021-11-24
2256,345796,10;0;6,4;5;5,9;4;2,7;2;-6,345796,2021-11-24
2257,346067,,,,,346067,2021-11-24
2258,346077,7;1;6,7;-1;3,9;-4;2,5;-1;2,346077,2021-11-24
2259,346343,,,,,346343,2021-11-24
2260,346346,2;6;5,2;0;4,1;4;0,3;0;10,346346,2021-11-24
2261,346619,,,,,346619,2021-11-24
2262,346621,2;-1;2,0;0;-1,2;-1;5,5;-3;0,346621,2021-11-24
2263,346894,,,,,346894,2021-11-24
2264,346897,0;0;8,7;4;3,3;-4;0,6;-2;5,346897,2021-11-24
2265,347169,,,,,347169,2021-11-24
2266,347171,12;1;5,2;3;8,1;0;1,3;7;7,347171,2021-11-24
2267,347445,,,,,347445,2021-11-24
2268,347448,4;5;4,5;-6;1,3;0;5,6;0;0,347448,2021-11-24
2269,347717,,,,,347717,2021-11-24
2270,347720,5;0;7,1;0;2,8;2;1,6;2;8,347720,2021-11-24
2271,347986,,,,,347986,2021-11-24
2272,347990,3;-1;3,3;0;0,5;-4;-2,5;0;-6,347990,2021-11-24
2273,348258,,,,,348258,2021-11-24
2274,348261,4;5;2,4;0;-2,2;1;1,8;1;0,348261,2021-11-24
2275,348533,,,,,348533,2021-11-24
2276,348541,7;0;2,4;0;1,1;0;4,3;-6;3,348541,2021-11-24
2277,348808,,,,,348808,2021-11-24
2278,348811,10;2;-2,4;2;0,8;0;4,5;-1;1,348811,2021-11-24
2279,349083,,,,,349083,2021-11-24
2280,349090,15;-5;3,10;-10;13,7;-4;7,8;-2;3,349090,2021-11-24
2281,349359,,,,,349359,2021-11-24
2282,349362,6;0;8,4;6;6,7;6;3,7;0;5,349362,2021-11-24
2283,349640,,,,,349640,2021-11-24
2284,349643,6;-1;7,12;0;6,11;-3;5,7;3;4,349643,2021-11-24
2285,349922,,,,,349922,2021-11-24
2286,349925,8;-2;4,15;4;7,11;2;-2,9;1;1,349925,2021-11-24
2287,350191,,,,,350191,2021-11-24
2288,350193,13;0;0,10;-3;3,13;0;-4,12;1;-4,350193,2021-11-24
2289,350473,,,,,350473,2021-11-24
2290,350476,11;1;4,11;-1;4,11;-1;3,7;1;4,350476,2021-11-24
2291,350748,,,,,350748,2021-11-24
2292,350750,8;1;6,7;5;9,6;4;12,10;0;8,350750,2021-11-24
2293,351023,,,,,351023,2021-11-24
2294,351026,8;1;7,14;2;3,11;-1;1,11;-5;6,351026,2021-11-24
2295,351292,,,,,351292,2021-11-24
2296,351295,12;-2;9,14;0;12,16;-5;7,13;0;7,351295,2021-11-24
2297,351565,,,,,351565,2021-11-24
2298,351568,14;4;12,19;-3;5,14;-6;-1,17;-3;3,351568,2021-11-24
2299,351842,,,,,351842,2021-11-24
2300,351845,18;-2;2,16;2;5,14;3;9,18;2;5,351845,2021-11-24
2301,352111,,,,,352111,2021-11-24
2302,352119,20;-1;3,25;-1;0,22;2;2,21;1;7,352119,2021-11-24
2303,352387,,,,,352387,2021-11-24
2304,352390,26;0;7,26;2;5,22;1;6,24;-2;4,352390,2021-11-24
2305,352660,,,,,352660,2021-11-24
2306,352667,26;-1;5,25;1;4,25;2;6,24;-1;4,352667,2021-11-24
2307,352930,,,,,352930,2021-11-24
2308,352933,24;1;6,27;-2;5,25;-3;7,24;0;7,352933,2021-11-24
2309,353213,,,,,353213,2021-11-24
2310,353221,24;2;7,25;0;3,26;-4;6,26;-2;5,353221,2021-11-24
2311,353487,,,,,353487,2021-11-24
2312,353490,27;2;5,26;-3;5,21;0;8,20;-1;5,353490,2021-11-24
2313,353763,,,,,353763,2021-11-24
2314,353766,20;2;6,23;1;6,19;-1;5,21;2;0,353766,2021-11-24
2315,354044,,,,,354044,2021-11-24
2316,354048,20;-4;5,18;-1;8,15;-2;6,16;0;4,354048,2021-11-24
2317,354316,,,,,354316,2021-11-24
2318,354319,18;1;5,18;0;8,20;0;6,21;-1;5,354319,2021-11-24
2319,354596,,,,,354596,2021-11-24
2320,354599,19;0;7,19;-2;7,21;0;4,20;0;5,354599,2021-11-24
2321,354871,,,,,354871,2021-11-24
2322,354873,16;0;6,19;0;5,13;-2;3,15;1;1,354873,2021-11-24
2323,355145,,,,,355145,2021-11-24
2324,355148,16;-2;4,16;0;3,17;0;4,17;0;4,355148,2021-11-24
2325,355417,,,,,355417,2021-11-24
2326,355420,16;0;5,16;-1;5,16;-1;5,15;0;4,355420,2021-11-24
2327,355695,,,,,355695,2021-11-24
2328,355698,14;1;3,14;0;4,14;0;3,12;0;3,355698,2021-11-24
2329,355965,,,,,355965,2021-11-24
2330,355969,13;-2;4,14;1;4,11;0;3,12;-1;2,355969,2021-11-24
2331,356239,,,,,356239,2021-11-24
2332,356246,11;0;3,10;-1;0,9;0;1,10;0;1,356246,2021-11-24
2333,356515,,,,,356515,2021-11-24
2334,356518,9;0;3,8;0;2,8;0;2,8;0;3,356518,2021-11-24
2335,356789,,,,,356789,2021-11-24
2336,356798,7;-1;3,8;0;0,8;0;1,7;0;2,356798,2021-11-24
2337,357065,,,,,357065,2021-11-24
2338,357067,7;-1;1,1;-1;3,0;0;1,2;1;2,357067,2021-11-24
2339,357341,,,,,357341,2021-11-24
2340,357344,4;-1;-1,1;-1;1,0;0;0,2;-1;1,357344,2021-11-24
2341,357616,,,,,357616,2021-11-24
2342,357619,2;0;1,1;-2;2,1;-1;0,2;-1;0,357619,2021-11-24
2343,357879,,,,,357879,2021-11-24
2344,357881,2;0;2,2;-1;2,2;0;1,1;0;1,357881,2021-11-24
2345,358161,,,,,358161,2021-11-24
2346,358164,1;-1;1,0;0;1,1;-2;0,3;0;0,358164,2021-11-24
2347,358429,,,,,358429,2021-11-24
2348,358431,3;-1;-1,2;0;0,1;0;1,1;0;1,358431,2021-11-24
2349,358710,,,,,358710,2021-11-24
2350,358712,1;-1;1,2;-1;0,2;-1;0,0;0;0,358712,2021-11-24
2351,358980,,,,,358980,2021-11-24
2352,358982,1;0;2,1;-1;0,2;-1;1,2;0;2,358982,2021-11-24
2353,359255,,,,,359255,2021-11-24
2354,359264,1;-1;1,2;0;1,3;1;1,1;0;1,359264,2021-11-24
2355,359531,,,,,359531,2021-11-24
2356,359534,1;0;2,2;-1;1,2;-2;0,2;0;1,359534,2021-11-24
2357,359805,,,,,359805,2021-11-24
2358,359814,1;0;2,2;0;0,3;0;0,2;0;0,359814,2021-11-24
2359,360081,,,,,360081,2021-11-24
2360,360084,3;1;0,1;-1;0,2;2;1,1;0;0,360084,2021-11-24
2361,360344,,,,,360344,2021-11-24
2362,360346,1;-1;1,2;0;0,2;0;2,2;-2;1,360346,2021-11-24
2363,360617,,,,,360617,2021-11-24
2364,360621,1;0;0,1;0;0,3;0;0,2;0;1,360621,2021-11-24
2365,360890,,,,,360890,2021-11-24
2366,360893,2;0;1,1;0;0,2;0;2,0;-1;2,360893,2021-11-24
2367,361244,,,,,361244,2021-11-24
2368,361247,1;-2;0,3;-1;0,1;1;2,3;0;1,361247,2021-11-24
2369,361506,,,,,361506,2021-11-24
2370,361509,1;0;0,3;0;0,2;-1;2,1;0;2,361509,2021-11-24
2371,361769,,,,,361769,2021-11-24
2372,361779,2;-1;2,1;0;0,3;0;0,1;0;2,361779,2021-11-24
2373,362045,,,,,362045,2021-11-24
2374,362047,3;0;0,1;-1;2,2;-2;1,3;0;0,362047,2021-11-24
2375,362308,,,,,362308,2021-11-24
2376,362315,1;-2;0,1;0;0,1;0;1,1;0;0,362315,2021-11-24
2377,362585,,,,,362585,2021-11-24
2378,362588,2;-2;2,1;0;1,2;0;0,1;-1;2,362588,2021-11-24
2379,362855,,,,,362855,2021-11-24
2380,362858,1;1;2,2;-1;1,1;0;1,3;-2;0,362858,2021-11-24
2381,363127,,,,,363127,2021-11-24
2382,363130,2;0;1,1;0;1,1;0;0,1;1;1,363130,2021-11-24
2383,363397,,,,,363397,2021-11-24
2384,363400,2;1;0,2;0;1,1;-1;2,2;0;1,363400,2021-11-24
2385,363669,,,,,363669,2021-11-24
2386,363671,2;-2;0,1;0;3,2;0;0,1;-1;1,363671,2021-11-24
2387,363936,,,,,363936,2021-11-24
2388,363939,2;0;1,1;-2;1,2;0;1,3;0;0,363939,2021-11-24
2389,364211,,,,,364211,2021-11-24
2390,364214,3;0;1,3;0;0,1;0;1,1;-2;3,364214,2021-11-24
2391,364485,,,,,364485,2021-11-24
2392,364488,1;0;0,2;0;1,2;-3;0,0;0;0,364488,2021-11-24
2393,364756,,,,,364756,2021-11-24
2394,364764,1;-1;1,1;0;1,2;0;1,2;1;0,364764,2021-11-24
2395,365030,,,,,365030,2021-11-24
2396,365032,3;0;0,2;-2;-1,0;-1;0,2;-1;2,365032,2021-11-24
2397,365305,,,,,365305,2021-11-24
2398,365308,2;0;1,2;0;1,1;0;2,2;1;2,365308,2021-11-24
2399,365587,,,,,365587,2021-11-24
2400,365589,0;0;0,1;0;1,3;0;0,2;0;3,365589,2021-11-24
2401,365861,,,,,365861,2021-11-24
2402,365864,1;-1;0,2;1;0,2;-2;2,1;1;1,365864,2021-11-24
2403,366144,,,,,366144,2021-11-24
2404,366147,1;-2;2,2;0;1,2;0;0,1;0;4,366147,2021-11-24
2405,366415,,,,,366415,2021-11-24
2406,366418,1;0;1,3;-2;3,1;0;3,2;-2;0,366418,2021-11-24
2407,366693,,,,,366693,2021-11-24
2408,366696,1;0;0,2;-2;1,2;0;1,1;0;1,366696,2021-11-24
2409,366964,,,,,366964,2021-11-24
2410,366967,2;-2;2,1;1;0,2;1;0,1;0;3,366967,2021-11-24
2411,367232,,,,,367232,2021-11-24
2412,367239,1;-1;1,2;-1;1,3;0;0,2;0;0,367239,2021-11-24
2413,367501,,,,,367501,2021-11-24
2414,367503,0;0;0,3;0;2,1;-2;0,2;0;2,367503,2021-11-24
2415,367764,,,,,367764,2021-11-24
2416,367773,1;-3;0,2;0;2,0;0;2,1;-1;0,367773,2021-11-24
2417,368038,,,,,368038,2021-11-24
2418,368041,2;0;1,3;0;0,2;0;3,2;0;1,368041,2021-11-24
2419,368308,,,,,368308,2021-11-24
2420,368310,2;0;0,1;0;0,2;-1;-1,2;0;1,368310,2021-11-24
2421,368584,,,,,368584,2021-11-24
2422,368587,1;-1;0,0;-1;3,2;0;1,2;0;0,368587,2021-11-24
2423,368855,,,,,368855,2021-11-24
2424,368858,1;0;0,2;0;0,2;-1;4,1;1;2,368858,2021-11-24
2425,369140,,,,,369140,2021-11-24
2426,369143,2;0;0,1;-1;0,0;0;0,1;-1;-1,369143,2021-11-24
2427,369409,,,,,369409,2021-11-24
2428,369412,2;0;0,1;0;2,2;0;0,1;1;1,369412,2021-11-24
2429,369691,,,,,369691,2021-11-24
2430,369693,2;-2;2,2;1;0,1;0;0,1;0;0,369693,2021-11-24
2431,369966,,,,,369966,2021-11-24
2432,369969,2;-2;0,0;0;1,2;1;1,2;1;1,369969,2021-11-24
2433,370229,,,,,370229,2021-11-24
2434,370237,2;-2;0,1;-1;4,2;0;0,2;-1;0,370237,2021-11-24
2435,370503,,,,,370503,2021-11-24
2436,370506,2;2;3,2;0;0,1;-3;1,2;0;1,370506,2021-11-24
2437,370766,,,,,370766,2021-11-24
2438,370769,3;2;1,2;-2;0,0;2;2,2;-1;2,370769,2021-11-24
2439,371042,,,,,371042,2021-11-24
2440,371044,1;0;1,1;0;1,1;0;0,1;0;1,371044,2021-11-24
2441,371304,,,,,371304,2021-11-24
2442,371307,2;1;2,1;1;0,1;-3;0,3;0;1,371307,2021-11-24
2443,371576,,,,,371576,2021-11-24
2444,371579,1;-1;1,2;0;1,3;0;1,2;0;0,371579,2021-11-24
2445,371844,,,,,371844,2021-11-24
2446,371846,1;-1;0,2;0;0,1;0;2,2;0;1,371846,2021-11-24
2447,372116,,,,,372116,2021-11-24
2448,372119,3;1;1,2;0;0,1;0;3,2;0;1,372119,2021-11-24
2449,372380,,,,,372380,2021-11-24
2450,372383,1;-2;1,2;-1;0,3;0;0,1;0;1,372383,2021-11-24
2451,372644,,,,,372644,2021-11-24
2452,372653,1;0;0,1;-1;2,2;0;1,3;-1;0,372653,2021-11-24
2453,372919,,,,,372919,2021-11-24
2454,372921,2;-2;1,2;0;0,2;2;1,2;-1;0,372921,2021-11-24
2455,373187,,,,,373187,2021-11-24
2456,373195,3;1;1,3;-1;0,1;0;3,1;1;1,373195,2021-11-24
2457,373456,,,,,373456,2021-11-24
2458,373459,2;1;1,2;0;0,2;-1;2,1;0;0,373459,2021-11-24
2459,373720,,,,,373720,2021-11-24
2460,373723,2;0;2,2;-2;0,1;-2;-1,1;0;0,373723,2021-11-24
2461,374000,,,,,374000,2021-11-24
2462,374003,1;0;0,1;-1;1,2;0;0,2;0;-1,374003,2021-11-24
2463,374270,,,,,374270,2021-11-24
2464,374274,1;-2;-1,3;1;0,2;-1;3,1;0;1,374274,2021-11-24
2465,374545,,,,,374545,2021-11-24
2466,374548,2;1;1,2;-3;0,2;0;1,1;-1;1,374548,2021-11-24
2467,374817,,,,,374817,2021-11-24
2468,374820,2;0;2,1;0;2,2;-1;0,2;0;1,374820,2021-11-24
2469,375085,,,,,375085,2021-11-24
2470,375093,2;-2;1,2;0;2,0;0;2,1;-1;0,375093,2021-11-24
2471,375358,,,,,375358,2021-11-24
2472,375361,2;-2;1,2;0;-1,2;-1;1,2;1;1,375361,2021-11-24
2473,375627,,,,,375627,2021-11-24
2474,375634,2;0;3,1;-4;0,2;1;0,2;-2;3,375634,2021-11-24
2475,375897,,,,,375897,2021-11-24
2476,375899,2;-1;2,1;-2;1,1;0;0,0;0;1,375899,2021-11-24
2477,376159,,,,,376159,2021-11-24
2478,376162,2;-1;1,0;-1;2,1;-2;0,2;-1;0,376162,2021-11-24
2479,376441,,,,,376441,2021-11-24
2480,376444,1;-2;0,2;0;1,0;0;2,3;-2;0,376444,2021-11-24
2481,376710,,,,,376710,2021-11-24
2482,376712,2;-1;0,2;0;1,1;0;3,1;1;1,376712,2021-11-24
2483,376985,,,,,376985,2021-11-24
2484,376988,2;-2;2,1;-1;0,2;0;2,2;-1;2,376988,2021-11-24
2485,377261,,,,,377261,2021-11-24
2486,377263,2;0;0,1;-1;4,2;0;0,2;1;1,377263,2021-11-24
2487,377535,,,,,377535,2021-11-24
2488,377538,1;-2;1,1;-1;2,2;0;1,2;0;0,377538,2021-11-24
2489,377805,,,,,377805,2021-11-24
2490,377807,3;0;0,2;-1;0,1;0;1,1;0;2,377807,2021-11-24
2491,378074,,,,,378074,2021-11-24
2492,378082,2;0;2,2;0;2,0;-1;2,1;0;1,378082,2021-11-24
2493,378349,,,,,378349,2021-11-24
2494,378352,4;0;0,1;-1;2,1;1;1,3;0;1,378352,2021-11-24
2495,378625,,,,,378625,2021-11-24
2496,378633,1;1;0,0;0;0,1;-2;0,2;0;0,378633,2021-11-24
2497,378914,,,,,378914,2021-11-24
2498,378917,1;0;-1,0;0;4,1;1;1,2;0;0,378917,2021-11-24
2499,379185,,,,,379185,2021-11-24
2500,379188,2;-2;2,2;0;0,1;0;1,2;-1;2,379188,2021-11-24
2501,379463,,,,,379463,2021-11-24
2502,379466,1;0;1,1;1;2,3;0;0,1;-2;2,379466,2021-11-24
2503,379737,,,,,379737,2021-11-24
2504,379740,4;-1;-1,1;0;2,2;0;1,1;-2;0,379740,2021-11-24
2505,380051,,,,,380051,2021-11-24
2506,380054,0;0;1,1;-1;0,2;0;0,2;0;2,380054,2021-11-24
2507,380326,,,,,380326,2021-11-24
2508,380328,1;-3;3,2;1;1,3;0;0,2;0;0,380328,2021-11-24
2509,380607,,,,,380607,2021-11-24
2510,380609,0;-2;0,2;0;2,0;-1;3,1;-2;0,380609,2021-11-24
2511,380876,,,,,380876,2021-11-24
2512,380878,3;0;0,2;0;0,2;-2;2,2;0;1,380878,2021-11-24
2513,381145,,,,,381145,2021-11-24
2514,381154,1;0;2,2;0;3,1;-1;0,2;-1;0,381154,2021-11-24
2515,381415,,,,,381415,2021-11-24
2516,381418,3;0;1,2;0;2,2;0;0,1;0;1,381418,2021-11-24
2517,381687,,,,,381687,2021-11-24
2518,381689,3;0;0,1;-1;4,1;-1;2,1;0;0,381689,2021-11-24
2519,381965,,,,,381965,2021-11-24
2520,381968,2;0;2,1;-1;0,2;2;0,1;-1;3,381968,2021-11-24
2521,382240,,,,,382240,2021-11-24
2522,382242,0;-1;1,2;-1;1,1;0;1,2;-1;0,382242,2021-11-24
2523,382554,,,,,382554,2021-11-24
2524,382557,1;-3;0,1;0;0,2;-2;1,1;-1;0,382557,2021-11-24
2525,382823,,,,,382823,2021-11-24
2526,382826,2;0;2,1;-1;-1,1;-1;3,1;0;3,382826,2021-11-24
2527,383096,,,,,383096,2021-11-24
2528,383099,1;0;1,1;0;4,2;-2;0,1;0;1,383099,2021-11-24
2529,383366,,,,,383366,2021-11-24
2530,383369,2;0;0,2;2;0,2;-1;0,2;-1;3,383369,2021-11-24
2531,383629,,,,,383629,2021-11-24
2532,383637,3;-1;0,2;0;0,2;-1;1,2;0;0,383637,2021-11-24
2533,383904,,,,,383904,2021-11-24
2534,383906,0;-1;1,0;0;0,0;0;1,-1;0;0,383906,2021-11-24
2535,384166,,,,,384166,2021-11-24
2536,384175,0;0;0,-1;-1;1,-3;0;2,0;-1;4,384175,2021-11-24
2537,384443,,,,,384443,2021-11-24
2538,384446,-1;0;0,-1;0;0,-1;0;1,0;-1;-1,384446,2021-11-24
2539,384718,,,,,384718,2021-11-24
2540,384721,-1;-2;0,-1;0;0,0;0;0,0;0;0,384721,2021-11-24
2541,384994,,,,,384994,2021-11-24
2542,384997,-3;-1;0,-2;0;-1,-4;0;0,-6;0;-2,384997,2021-11-24
2543,385268,,,,,385268,2021-11-24
2544,385271,-3;-2;-1,-10;0;1,-12;0;0,-12;0;-1,385271,2021-11-24
2545,385544,,,,,385544,2021-11-24
2546,385546,-15;-1;-1,-16;-1;-2,-17;-2;-3,-16;1;-3,385546,2021-11-24
2547,385815,,,,,385815,2021-11-24
2548,385818,-17;-2;-2,-17;2;-3,-17;-2;-4,-18;1;-5,385818,2021-11-24
2549,386089,,,,,386089,2021-11-24
2550,386093,-18;-1;-4,-16;1;-5,-19;-1;0,-16;-2;-3,386093,2021-11-24
2551,386364,,,,,386364,2021-11-24
2552,386367,-15;-2;0,-16;0;-1,-14;3;-3,-17;-2;-3,386367,2021-11-24
2553,386641,,,,,386641,2021-11-24
