,index,acc1,acc2,acc3,acc4,duration,utcdate
888,158153,12;-14;4,13;-15;4,12;-14;4,12;-14;2,158153,2021-11-17
889,158420,,,,,158420,2021-11-17
890,158424,12;-14;3,12;-15;4,12;-15;2,12;-15;1,158424,2021-11-17
891,158686,,,,,158686,2021-11-17
892,158695,13;-15;2,12;-14;3,11;-14;3,12;-14;4,158695,2021-11-17
893,158972,,,,,158972,2021-11-17
894,158976,11;-15;0,12;-15;2,11;-14;1,12;-14;2,158976,2021-11-17
895,159241,,,,,159241,2021-11-17
896,159248,13;-15;2,12;-15;1,12;-13;2,13;-14;3,159248,2021-11-17
897,159510,,,,,159510,2021-11-17
898,159513,12;-14;1,11;-15;1,12;-14;2,12;-15;2,159513,2021-11-17
899,159779,,,,,159779,2021-11-17
900,159788,13;-13;2,12;-12;-1,12;-14;0,11;-14;1,159788,2021-11-17
901,160048,,,,,160048,2021-11-17
902,160051,13;-15;3,15;-17;0,13;-15;1,12;-14;3,160051,2021-11-17
903,160311,,,,,160311,2021-11-17
904,160314,13;-14;2,12;-14;2,12;-15;2,11;-14;4,160314,2021-11-17
905,160586,,,,,160586,2021-11-17
906,160588,11;-14;3,12;-14;4,13;-14;2,12;-14;1,160588,2021-11-17
907,160848,,,,,160848,2021-11-17
908,160851,12;-13;1,13;-15;3,13;-14;3,12;-15;3,160851,2021-11-17
909,161126,,,,,161126,2021-11-17
910,161129,13;-14;2,12;-14;2,12;-14;2,12;-15;2,161129,2021-11-17
911,161398,,,,,161398,2021-11-17
912,161401,12;-14;3,12;-14;2,12;-14;2,11;-15;3,161401,2021-11-17
913,161672,,,,,161672,2021-11-17
914,161675,12;-13;2,12;-14;3,11;-14;3,12;-15;2,161675,2021-11-17
915,161938,,,,,161938,2021-11-17
916,161941,12;-14;2,12;-13;4,12;-14;3,12;-14;2,161941,2021-11-17
917,162219,,,,,162219,2021-11-17
918,162222,11;-14;3,11;-14;3,12;-15;3,12;-14;3,162222,2021-11-17
919,162489,,,,,162489,2021-11-17
920,162492,12;-14;2,13;-15;3,12;-14;3,12;-14;2,162492,2021-11-17
921,162769,,,,,162769,2021-11-17
922,162777,12;-14;3,12;-14;2,11;-14;3,12;-14;2,162777,2021-11-17
923,163039,,,,,163039,2021-11-17
924,163042,12;-14;2,12;-14;3,12;-14;2,12;-14;2,163042,2021-11-17
925,163315,,,,,163315,2021-11-17
926,163324,12;-14;3,12;-14;3,13;-14;2,12;-14;2,163324,2021-11-17
927,163596,,,,,163596,2021-11-17
928,163599,12;-15;3,13;-14;2,12;-14;2,12;-15;3,163599,2021-11-17
929,163869,,,,,163869,2021-11-17
930,163877,12;-14;2,13;-14;2,12;-14;2,12;-14;2,163877,2021-11-17
931,164140,,,,,164140,2021-11-17
932,164143,12;-15;1,12;-14;3,12;-15;3,12;-14;4,164143,2021-11-17
933,164416,,,,,164416,2021-11-17
934,164418,12;-14;2,13;-14;3,12;-14;3,12;-14;3,164418,2021-11-17
935,164697,,,,,164697,2021-11-17
936,164700,12;-14;3,12;-14;1,12;-14;2,12;-15;3,164700,2021-11-17
937,164971,,,,,164971,2021-11-17
938,164973,12;-14;3,13;-14;3,12;-14;2,13;-15;3,164973,2021-11-17
939,165255,,,,,165255,2021-11-17
940,165258,12;-14;2,13;-14;2,12;-14;2,12;-14;1,165258,2021-11-17
941,165522,,,,,165522,2021-11-17
942,165524,12;-15;3,12;-15;3,12;-14;3,11;-14;2,165524,2021-11-17
943,165804,,,,,165804,2021-11-17
944,165807,12;-15;2,12;-14;3,13;-14;2,13;-14;3,165807,2021-11-17
945,166076,,,,,166076,2021-11-17
946,166078,12;-14;3,12;-15;2,12;-14;2,13;-14;4,166078,2021-11-17
947,166346,,,,,166346,2021-11-17
948,166349,13;-14;2,12;-14;2,12;-15;3,12;-14;3,166349,2021-11-17
949,166610,,,,,166610,2021-11-17
950,166614,12;-14;3,12;-14;3,13;-14;2,12;-14;2,166614,2021-11-17
951,166880,,,,,166880,2021-11-17
952,166888,12;-14;3,12;-14;2,12;-14;3,12;-15;2,166888,2021-11-17
953,167154,,,,,167154,2021-11-17
954,167157,12;-14;1,12;-12;1,14;-14;0,11;-13;4,167157,2021-11-17
955,167417,,,,,167417,2021-11-17
956,167425,12;-13;3,13;-13;2,12;-14;3,11;-14;2,167425,2021-11-17
957,167693,,,,,167693,2021-11-17
958,167695,12;-14;3,12;-14;3,12;-14;2,12;-14;2,167695,2021-11-17
959,167961,,,,,167961,2021-11-17
960,167964,12;-14;2,12;-14;2,12;-14;2,12;-15;2,167964,2021-11-17
961,168238,,,,,168238,2021-11-17
962,168241,12;-14;2,12;-15;2,12;-13;2,12;-15;3,168241,2021-11-17
963,168512,,,,,168512,2021-11-17
964,168515,12;-15;3,12;-14;3,12;-15;4,12;-14;2,168515,2021-11-17
965,168916,,,,,168916,2021-11-17
966,168920,12;-13;2,12;-14;3,13;-14;2,11;-12;2,168920,2021-11-17
967,169182,,,,,169182,2021-11-17
968,169185,13;-13;2,13;-13;2,12;-14;2,12;-14;3,169185,2021-11-17
969,169451,,,,,169451,2021-11-17
970,169453,12;-14;4,12;-15;2,12;-14;2,13;-13;2,169453,2021-11-17
971,169719,,,,,169719,2021-11-17
972,169722,13;-13;0,13;-15;1,12;-13;4,12;-13;2,169722,2021-11-17
973,169988,,,,,169988,2021-11-17
974,169990,12;-13;3,12;-15;3,12;-14;2,13;-13;3,169990,2021-11-17
975,170257,,,,,170257,2021-11-17
976,170260,12;-14;4,12;-14;2,12;-14;2,13;-14;2,170260,2021-11-17
977,170520,,,,,170520,2021-11-17
978,170529,12;-13;4,12;-14;3,11;-14;2,13;-15;3,170529,2021-11-17
979,170797,,,,,170797,2021-11-17
980,170800,11;-15;1,12;-14;3,12;-13;2,12;-14;3,170800,2021-11-17
981,171069,,,,,171069,2021-11-17
982,171077,12;-14;2,12;-14;3,13;-15;4,12;-14;3,171077,2021-11-17
983,171346,,,,,171346,2021-11-17
984,171350,12;-15;3,12;-14;3,11;-15;3,12;-14;2,171350,2021-11-17
985,171610,,,,,171610,2021-11-17
986,171618,13;-14;3,12;-15;3,12;-14;3,12;-14;3,171618,2021-11-17
987,171885,,,,,171885,2021-11-17
988,171888,12;-14;3,13;-14;2,12;-14;1,13;-15;4,171888,2021-11-17
989,172160,,,,,172160,2021-11-17
990,172163,9;-11;-1,13;-15;1,12;-15;0,12;-15;2,172163,2021-11-17
991,172435,,,,,172435,2021-11-17
992,172438,14;-15;3,-2;-39;-47,23;-17;-1,15;-12;9,172438,2021-11-17
993,172706,,,,,172706,2021-11-17
994,172709,13;-13;3,12;-14;1,13;-16;4,12;-14;4,172709,2021-11-17
995,172980,,,,,172980,2021-11-17
996,172982,11;-13;2,12;-14;3,12;-15;2,13;-15;1,172982,2021-11-17
997,173248,,,,,173248,2021-11-17
998,173251,12;-14;2,12;-14;2,11;-15;3,12;-14;2,173251,2021-11-17
999,173526,,,,,173526,2021-11-17
1000,173529,12;-14;3,12;-14;3,12;-14;2,12;-15;2,173529,2021-11-17
1001,173799,,,,,173799,2021-11-17
1002,173802,12;-14;3,13;-15;3,12;-14;3,12;-13;2,173802,2021-11-17
1003,174081,,,,,174081,2021-11-17
1004,174083,12;-14;3,13;-14;3,12;-14;3,12;-14;3,174083,2021-11-17
1005,174349,,,,,174349,2021-11-17
1006,174352,13;-14;3,13;-14;2,13;-15;2,12;-15;3,174352,2021-11-17
1007,174625,,,,,174625,2021-11-17
1008,174632,13;-14;3,12;-15;3,12;-14;2,12;-15;2,174632,2021-11-17
1009,174900,,,,,174900,2021-11-17
1010,174903,12;-15;3,13;-14;2,11;-15;4,12;-14;3,174903,2021-11-17
1011,175182,,,,,175182,2021-11-17
1012,175191,12;-14;3,12;-14;2,11;-14;2,12;-14;3,175191,2021-11-17
1013,175470,,,,,175470,2021-11-17
1014,175473,13;-14;2,12;-15;3,12;-15;2,13;-15;3,175473,2021-11-17
1015,175738,,,,,175738,2021-11-17
1016,175741,11;-14;2,13;-15;2,12;-14;2,12;-14;3,175741,2021-11-17
1017,176017,,,,,176017,2021-11-17
1018,176020,12;-15;2,12;-15;2,13;-15;3,12;-14;2,176020,2021-11-17
1019,176286,,,,,176286,2021-11-17
1020,176289,12;-14;3,12;-15;1,11;-14;2,11;-14;3,176289,2021-11-17
1021,176570,,,,,176570,2021-11-17
1022,176573,12;-15;2,13;-14;2,13;-13;2,11;-15;3,176573,2021-11-17
1023,176839,,,,,176839,2021-11-17
1024,176842,12;-14;3,13;-14;3,12;-14;2,11;-15;3,176842,2021-11-17
1025,177121,,,,,177121,2021-11-17
1026,177124,12;-14;2,13;-15;2,12;-14;4,12;-15;2,177124,2021-11-17
1027,177396,,,,,177396,2021-11-17
1028,177399,12;-15;3,12;-15;3,12;-14;3,12;-15;2,177399,2021-11-17
1029,177666,,,,,177666,2021-11-17
1030,177668,13;-14;2,12;-15;3,13;-15;3,13;-14;2,177668,2021-11-17
1031,177935,,,,,177935,2021-11-17
1032,177938,12;-15;3,13;-15;3,12;-14;4,12;-14;3,177938,2021-11-17
1033,178204,,,,,178204,2021-11-17
1034,178211,12;-14;3,12;-14;1,12;-14;2,11;-15;4,178211,2021-11-17
1035,178479,,,,,178479,2021-11-17
1036,178481,12;-14;1,12;-14;3,11;-14;2,12;-15;2,178481,2021-11-17
1037,178754,,,,,178754,2021-11-17
1038,178762,12;-15;2,12;-14;2,12;-14;2,12;-14;2,178762,2021-11-17
1039,179036,,,,,179036,2021-11-17
1040,179039,12;-15;2,13;-15;2,13;-14;3,12;-14;3,179039,2021-11-17
1041,179305,,,,,179305,2021-11-17
1042,179312,12;-14;3,12;-14;2,11;-14;1,13;-14;3,179312,2021-11-17
1043,179579,,,,,179579,2021-11-17
1044,179581,12;-14;3,12;-15;4,12;-14;2,12;-14;3,179581,2021-11-17
1045,179846,,,,,179846,2021-11-17
1046,179848,12;-14;2,12;-14;2,12;-14;3,13;-14;2,179848,2021-11-17
1047,180118,,,,,180118,2021-11-17
1048,180121,13;-15;2,11;-15;3,12;-14;3,13;-15;2,180121,2021-11-17
1049,180395,,,,,180395,2021-11-17
1050,180397,12;-15;3,12;-15;3,12;-15;3,12;-14;4,180397,2021-11-17
1051,180674,,,,,180674,2021-11-17
1052,180677,12;-15;3,12;-14;3,12;-15;2,12;-14;2,180677,2021-11-17
1053,180937,,,,,180937,2021-11-17
1054,180940,12;-15;2,12;-15;2,12;-14;3,13;-15;3,180940,2021-11-17
1055,181206,,,,,181206,2021-11-17
1056,181209,12;-15;3,12;-14;2,12;-14;3,12;-15;3,181209,2021-11-17
1057,181469,,,,,181469,2021-11-17
1058,181472,12;-14;2,12;-14;3,12;-15;2,12;-15;2,181472,2021-11-17
1059,181749,,,,,181749,2021-11-17
1060,181752,12;-14;2,11;-14;2,13;-15;2,13;-14;3,181752,2021-11-17
1061,182020,,,,,182020,2021-11-17
1062,182023,12;-14;2,11;-15;3,12;-14;2,12;-14;2,182023,2021-11-17
1063,182295,,,,,182295,2021-11-17
1064,182303,12;-14;3,12;-14;2,12;-14;2,13;-14;2,182303,2021-11-17
1065,182568,,,,,182568,2021-11-17
1066,182572,12;-15;3,12;-14;3,12;-14;2,12;-15;3,182572,2021-11-17
1067,182839,,,,,182839,2021-11-17
1068,182847,12;-14;2,12;-14;2,12;-14;2,12;-14;2,182847,2021-11-17
1069,183108,,,,,183108,2021-11-17
1070,183111,12;-15;2,12;-15;3,12;-15;2,12;-14;3,183111,2021-11-17
1071,183377,,,,,183377,2021-11-17
1072,183379,12;-14;2,12;-14;3,12;-14;3,12;-14;3,183379,2021-11-17
1073,183646,,,,,183646,2021-11-17
1074,183649,13;-15;3,12;-15;2,12;-14;2,12;-13;2,183649,2021-11-17
1075,183909,,,,,183909,2021-11-17
1076,183912,12;-14;2,12;-14;2,12;-14;3,12;-15;1,183912,2021-11-17
1077,184185,,,,,184185,2021-11-17
1078,184187,12;-14;3,12;-14;2,12;-14;2,12;-14;2,184187,2021-11-17
1079,184460,,,,,184460,2021-11-17
1080,184463,12;-15;2,12;-15;2,11;-15;3,12;-14;3,184463,2021-11-17
1081,184741,,,,,184741,2021-11-17
1082,184743,12;-14;3,12;-14;3,12;-14;2,12;-15;1,184743,2021-11-17
1083,185010,,,,,185010,2021-11-17
1084,185013,12;-15;2,12;-15;2,12;-14;2,12;-15;2,185013,2021-11-17
1085,185278,,,,,185278,2021-11-17
1086,185281,12;-14;2,12;-14;2,12;-14;3,12;-14;3,185281,2021-11-17
1087,185548,,,,,185548,2021-11-17
1088,185550,12;-14;2,13;-15;3,12;-14;3,13;-13;2,185550,2021-11-17
1089,185825,,,,,185825,2021-11-17
1090,185833,13;-15;2,12;-14;2,12;-14;3,11;-15;2,185833,2021-11-17
1091,186099,,,,,186099,2021-11-17
1092,186101,12;-15;2,12;-15;2,13;-15;2,13;-14;2,186101,2021-11-17
1093,186374,,,,,186374,2021-11-17
1094,186381,12;-14;3,11;-14;3,12;-15;2,13;-14;2,186381,2021-11-17
1095,186649,,,,,186649,2021-11-17
1096,186651,13;-15;2,12;-15;2,12;-15;2,13;-14;2,186651,2021-11-17
1097,186925,,,,,186925,2021-11-17
1098,187068,13;-14;2,12;-13;3,12;-14;2,12;-14;2,187068,2021-11-17
1099,187337,,,,,187337,2021-11-17
1100,187339,12;-15;1,12;-15;2,13;-14;3,12;-14;3,187339,2021-11-17
1101,187599,,,,,187599,2021-11-17
1102,187602,11;-15;2,13;-14;3,12;-14;2,12;-15;2,187602,2021-11-17
1103,187870,,,,,187870,2021-11-17
1104,187873,12;-14;3,12;-14;3,13;-14;3,12;-15;2,187873,2021-11-17
1105,188138,,,,,188138,2021-11-17
1106,188141,12;-15;3,12;-14;3,12;-14;2,12;-15;2,188141,2021-11-17
1107,188414,,,,,188414,2021-11-17
1108,188418,12;-14;3,13;-14;4,12;-14;2,12;-15;2,188418,2021-11-17
1109,188685,,,,,188685,2021-11-17
1110,188688,13;-14;3,12;-15;2,12;-15;2,11;-15;4,188688,2021-11-17
1111,188971,,,,,188971,2021-11-17
1112,188974,12;-14;3,12;-15;2,12;-14;2,12;-14;2,188974,2021-11-17
1113,189239,,,,,189239,2021-11-17
1114,189242,12;-14;2,13;-14;3,13;-14;3,12;-14;2,189242,2021-11-17
1115,189662,,,,,189662,2021-11-17
1116,189664,13;-15;3,12;-14;2,12;-14;2,13;-14;3,189664,2021-11-17
1117,189934,,,,,189934,2021-11-17
1118,189936,12;-14;3,12;-14;4,12;-14;2,12;-14;3,189936,2021-11-17
1119,190203,,,,,190203,2021-11-17
1120,190212,12;-15;2,11;-15;3,13;-15;2,12;-15;3,190212,2021-11-17
1121,190478,,,,,190478,2021-11-17
1122,190481,12;-14;2,12;-14;1,12;-14;2,12;-14;3,190481,2021-11-17
1123,190741,,,,,190741,2021-11-17
1124,190749,12;-14;3,13;-14;2,11;-14;2,13;-15;2,190749,2021-11-17
1125,191009,,,,,191009,2021-11-17
1126,191012,12;-15;2,12;-14;2,12;-14;2,12;-14;3,191012,2021-11-17
1127,191272,,,,,191272,2021-11-17
1128,191276,12;-14;2,12;-14;2,12;-15;2,12;-14;2,191276,2021-11-17
1129,191542,,,,,191542,2021-11-17
1130,191545,12;-14;2,12;-14;2,12;-15;3,12;-14;2,191545,2021-11-17
1131,191811,,,,,191811,2021-11-17
1132,191813,12;-14;3,13;-14;3,12;-15;3,13;-15;3,191813,2021-11-17
1133,192086,,,,,192086,2021-11-17
1134,192089,12;-14;2,13;-14;1,12;-14;3,12;-14;1,192089,2021-11-17
1135,192349,,,,,192349,2021-11-17
1136,192352,12;-14;3,12;-14;3,12;-14;2,12;-15;3,192352,2021-11-17
1137,192618,,,,,192618,2021-11-17
1138,192620,13;-14;2,12;-15;3,12;-14;3,12;-14;3,192620,2021-11-17
1139,192880,,,,,192880,2021-11-17
1140,192883,12;-15;3,12;-14;3,11;-15;2,13;-15;3,192883,2021-11-17
1141,193156,,,,,193156,2021-11-17
1142,193158,12;-15;2,12;-14;3,12;-15;2,12;-15;2,193158,2021-11-17
1143,193419,,,,,193419,2021-11-17
1144,193422,12;-14;4,12;-14;2,12;-14;3,12;-15;3,193422,2021-11-17
1145,193687,,,,,193687,2021-11-17
1146,193695,13;-15;2,13;-14;2,12;-14;2,12;-14;3,193695,2021-11-17
1147,193956,,,,,193956,2021-11-17
1148,193959,12;-14;2,12;-15;3,13;-15;3,12;-14;3,193959,2021-11-17
1149,194226,,,,,194226,2021-11-17
1150,194234,12;-14;3,13;-15;2,12;-14;2,12;-14;2,194234,2021-11-17
1151,194495,,,,,194495,2021-11-17
1152,194497,11;-14;3,12;-15;2,12;-14;3,12;-15;3,194497,2021-11-17
1153,194757,,,,,194757,2021-11-17
1154,194765,12;-15;1,11;-15;2,11;-15;3,12;-15;2,194765,2021-11-17
1155,195026,,,,,195026,2021-11-17
1156,195030,12;-14;3,12;-15;2,12;-14;3,12;-14;3,195030,2021-11-17
1157,195296,,,,,195296,2021-11-17
1158,195298,12;-15;2,12;-14;3,12;-15;3,11;-14;3,195298,2021-11-17
1159,195570,,,,,195570,2021-11-17
1160,195573,12;-15;2,12;-14;3,12;-14;2,12;-14;2,195573,2021-11-17
1161,195833,,,,,195833,2021-11-17
1162,195836,12;-14;2,12;-14;3,13;-14;3,12;-14;3,195836,2021-11-17
1163,196103,,,,,196103,2021-11-17
1164,196106,12;-14;2,12;-15;3,12;-15;2,12;-15;2,196106,2021-11-17
1165,196371,,,,,196371,2021-11-17
1166,196374,12;-14;2,13;-15;3,13;-14;1,12;-13;2,196374,2021-11-17
1167,196646,,,,,196646,2021-11-17
1168,196648,12;-14;3,12;-15;2,12;-14;2,12;-14;3,196648,2021-11-17
1169,196910,,,,,196910,2021-11-17
1170,196912,12;-14;2,12;-14;3,12;-14;2,12;-14;2,196912,2021-11-17
1171,197177,,,,,197177,2021-11-17
1172,197180,13;-14;2,12;-15;2,12;-14;3,12;-14;2,197180,2021-11-17
1173,197441,,,,,197441,2021-11-17
1174,197444,12;-15;2,13;-15;3,12;-14;2,12;-15;2,197444,2021-11-17
1175,197710,,,,,197710,2021-11-17
1176,197719,11;-14;3,13;-14;2,12;-15;3,12;-14;2,197719,2021-11-17
1177,197980,,,,,197980,2021-11-17
1178,197982,11;-14;3,12;-15;2,13;-15;2,12;-14;2,197982,2021-11-17
1179,198248,,,,,198248,2021-11-17
1180,198256,11;-15;4,12;-14;2,13;-14;3,12;-14;2,198256,2021-11-17
1181,198517,,,,,198517,2021-11-17
1182,198520,13;-14;3,12;-15;2,13;-15;1,12;-15;2,198520,2021-11-17
1183,198787,,,,,198787,2021-11-17
1184,198789,12;-14;2,13;-14;2,12;-14;2,12;-14;2,198789,2021-11-17
1185,199061,,,,,199061,2021-11-17
1186,199064,12;-14;2,12;-15;3,12;-14;3,12;-14;2,199064,2021-11-17
1187,205478,,,,,205478,2021-11-17
1188,205481,13;-14;3,12;-15;2,12;-14;2,13;-14;2,205481,2021-11-17
1189,205753,,,,,205753,2021-11-17
1190,205756,12;-14;3,12;-14;4,13;-15;3,13;-15;2,205756,2021-11-17
1191,206028,,,,,206028,2021-11-17
1192,206031,12;-14;3,13;-15;2,12;-14;2,12;-14;2,206031,2021-11-17
1193,206297,,,,,206297,2021-11-17
1194,206300,12;-14;3,12;-14;2,12;-14;3,12;-15;3,206300,2021-11-17
1195,206567,,,,,206567,2021-11-17
1196,206570,12;-15;3,12;-14;3,12;-15;3,12;-14;2,206570,2021-11-17
1197,206837,,,,,206837,2021-11-17
1198,206844,12;-15;3,12;-14;3,12;-14;2,12;-14;2,206844,2021-11-17
1199,207111,,,,,207111,2021-11-17
1200,207114,11;-15;2,12;-14;3,12;-14;3,11;-15;2,207114,2021-11-17
1201,207387,,,,,207387,2021-11-17
1202,207395,12;-13;2,12;-14;3,12;-14;2,12;-14;3,207395,2021-11-17
1203,207661,,,,,207661,2021-11-17
1204,207664,13;-14;2,12;-14;3,11;-15;4,12;-13;2,207664,2021-11-17
1205,207930,,,,,207930,2021-11-17
1206,207937,13;-15;2,12;-14;2,12;-14;4,13;-14;2,207937,2021-11-17
1207,208208,,,,,208208,2021-11-17
1208,208210,12;-14;2,12;-14;2,12;-15;2,12;-14;2,208210,2021-11-17
1209,208475,,,,,208475,2021-11-17
1210,208478,12;-14;3,12;-15;3,12;-14;2,12;-14;3,208478,2021-11-17
1211,208760,,,,,208760,2021-11-17
1212,208762,12;-14;2,13;-14;3,12;-15;3,13;-14;2,208762,2021-11-17
1213,209026,,,,,209026,2021-11-17
1214,209028,12;-14;2,12;-15;2,12;-14;2,12;-14;3,209028,2021-11-17
1215,209288,,,,,209288,2021-11-17
1216,209291,13;-14;2,11;-14;3,12;-14;2,12;-15;3,209291,2021-11-17
1217,209551,,,,,209551,2021-11-17
1218,209554,12;-14;3,13;-14;3,12;-15;3,12;-14;2,209554,2021-11-17
1219,209832,,,,,209832,2021-11-17
1220,209836,12;-14;2,13;-14;2,12;-14;3,12;-14;4,209836,2021-11-17
1221,210101,,,,,210101,2021-11-17
1222,210104,12;-14;3,12;-14;4,12;-14;3,12;-14;3,210104,2021-11-17
1223,210370,,,,,210370,2021-11-17
1224,210377,12;-14;3,12;-14;3,12;-14;2,12;-15;3,210377,2021-11-17
1225,210640,,,,,210640,2021-11-17
1226,210642,13;-14;2,12;-14;3,13;-14;2,12;-14;2,210642,2021-11-17
1227,210915,,,,,210915,2021-11-17
1228,210924,13;-14;2,12;-14;3,12;-15;2,12;-14;2,210924,2021-11-17
1229,211190,,,,,211190,2021-11-17
1230,211192,13;-15;3,12;-14;2,13;-14;2,12;-14;2,211192,2021-11-17
1231,211465,,,,,211465,2021-11-17
1232,211472,12;-15;3,12;-15;2,12;-14;2,12;-15;3,211472,2021-11-17
1233,211750,,,,,211750,2021-11-17
1234,211752,12;-15;2,12;-15;3,12;-14;2,12;-14;3,211752,2021-11-17
1235,212018,,,,,212018,2021-11-17
1236,212021,12;-15;3,12;-14;3,12;-14;4,12;-14;4,212021,2021-11-17
1237,212291,,,,,212291,2021-11-17
1238,212294,12;-14;3,11;-14;2,12;-14;3,12;-14;3,212294,2021-11-17
1239,212554,,,,,212554,2021-11-17
1240,212556,12;-15;3,12;-14;3,12;-14;2,13;-14;2,212556,2021-11-17
1241,212918,,,,,212918,2021-11-17
1242,212921,11;-14;2,13;-14;3,11;-15;3,12;-14;3,212921,2021-11-17
1243,213192,,,,,213192,2021-11-17
1244,213194,13;-14;2,13;-14;2,12;-15;3,12;-15;2,213194,2021-11-17
1245,213474,,,,,213474,2021-11-17
1246,213477,12;-14;2,12;-14;2,13;-14;2,12;-14;3,213477,2021-11-17
1247,213742,,,,,213742,2021-11-17
1248,213744,11;-14;2,13;-14;3,12;-14;3,12;-15;3,213744,2021-11-17
1249,214016,,,,,214016,2021-11-17
1250,214019,12;-14;2,12;-14;2,12;-15;3,12;-15;3,214019,2021-11-17
1251,214287,,,,,214287,2021-11-17
1252,214290,12;-14;4,13;-15;4,12;-15;3,12;-14;3,214290,2021-11-17
1253,214561,,,,,214561,2021-11-17
1254,214571,12;-14;3,12;-14;2,12;-15;2,12;-14;2,214571,2021-11-17
1255,214831,,,,,214831,2021-11-17
1256,214834,12;-14;2,12;-14;2,12;-14;2,12;-14;1,214834,2021-11-17
1257,215108,,,,,215108,2021-11-17
1258,215115,12;-15;3,13;-15;3,12;-15;3,12;-14;3,215115,2021-11-17
1259,215388,,,,,215388,2021-11-17
1260,215391,12;-14;3,12;-14;3,12;-15;3,12;-14;2,215391,2021-11-17
1261,215660,,,,,215660,2021-11-17
1262,215662,12;-14;2,12;-14;2,12;-15;2,12;-14;3,215662,2021-11-17
1263,215931,,,,,215931,2021-11-17
1264,215934,13;-14;3,12;-14;2,12;-14;3,12;-14;4,215934,2021-11-17
1265,216208,,,,,216208,2021-11-17
1266,216211,12;-14;3,13;-15;3,13;-14;2,12;-14;3,216211,2021-11-17
1267,216482,,,,,216482,2021-11-17
1268,216485,12;-15;3,12;-14;2,12;-14;3,12;-14;2,216485,2021-11-17
1269,216753,,,,,216753,2021-11-17
1270,216756,12;-14;3,12;-15;2,12;-15;3,12;-14;2,216756,2021-11-17
1271,217032,,,,,217032,2021-11-17
1272,217035,12;-14;2,12;-14;2,12;-14;2,12;-15;3,217035,2021-11-17
1273,217297,,,,,217297,2021-11-17
1274,217300,12;-15;3,12;-13;2,12;-14;2,12;-14;3,217300,2021-11-17
1275,217569,,,,,217569,2021-11-17
1276,217572,12;-15;3,12;-14;2,13;-14;3,12;-14;2,217572,2021-11-17
1277,217834,,,,,217834,2021-11-17
1278,217836,12;-14;2,13;-15;2,12;-14;3,13;-15;2,217836,2021-11-17
1279,218097,,,,,218097,2021-11-17
1280,218105,12;-15;3,12;-15;2,13;-14;3,12;-15;3,218105,2021-11-17
1281,218372,,,,,218372,2021-11-17
1282,218375,12;-14;2,12;-14;3,12;-14;2,13;-15;2,218375,2021-11-17
1283,218635,,,,,218635,2021-11-17
1284,218642,12;-15;2,13;-14;3,12;-14;2,12;-14;1,218642,2021-11-17
1285,218909,,,,,218909,2021-11-17
1286,218912,12;-15;2,13;-14;3,13;-15;3,12;-14;2,218912,2021-11-17
1287,219172,,,,,219172,2021-11-17
1288,219182,12;-15;2,12;-14;2,12;-14;2,12;-14;2,219182,2021-11-17
1289,219448,,,,,219448,2021-11-17
1290,219451,12;-14;2,13;-15;3,12;-14;2,12;-15;3,219451,2021-11-17
1291,219711,,,,,219711,2021-11-17
1292,219713,13;-14;3,12;-15;2,12;-14;3,11;-15;2,219713,2021-11-17
1293,219985,,,,,219985,2021-11-17
1294,219988,12;-15;2,13;-14;2,12;-14;3,12;-15;2,219988,2021-11-17
1295,220249,,,,,220249,2021-11-17
1296,220252,12;-14;3,12;-14;3,12;-14;3,12;-15;3,220252,2021-11-17
1297,220518,,,,,220518,2021-11-17
1298,220520,12;-15;2,12;-14;2,12;-14;2,12;-14;3,220520,2021-11-17
1299,220781,,,,,220781,2021-11-17
1300,220783,12;-15;2,12;-14;3,12;-15;3,12;-15;3,220783,2021-11-17
1301,221049,,,,,221049,2021-11-17
1302,221052,12;-15;3,12;-14;1,13;-14;3,12;-15;2,221052,2021-11-17
1303,221313,,,,,221313,2021-11-17
1304,221316,12;-15;2,12;-15;4,12;-15;3,12;-15;2,221316,2021-11-17
1305,221587,,,,,221587,2021-11-17
1306,221590,13;-15;2,12;-14;3,13;-14;2,12;-15;2,221590,2021-11-17
1307,221850,,,,,221850,2021-11-17
1308,221853,12;-14;2,12;-15;2,12;-15;2,12;-15;3,221853,2021-11-17
1309,222112,,,,,222112,2021-11-17
1310,222119,13;-15;3,12;-15;3,12;-15;2,12;-14;2,222119,2021-11-17
1311,222382,,,,,222382,2021-11-17
1312,222385,12;-14;2,12;-15;3,12;-14;2,12;-14;3,222385,2021-11-17
1313,222645,,,,,222645,2021-11-17
1314,222653,12;-14;2,12;-14;2,12;-15;3,12;-15;1,222653,2021-11-17
1315,222913,,,,,222913,2021-11-17
1316,222916,12;-15;3,12;-14;3,11;-15;3,12;-15;2,222916,2021-11-17
1317,223176,,,,,223176,2021-11-17
1318,223184,12;-14;3,12;-14;2,12;-14;2,13;-14;2,223184,2021-11-17
1319,223446,,,,,223446,2021-11-17
1320,223449,12;-15;2,12;-14;3,11;-14;3,12;-15;2,223449,2021-11-17
1321,223709,,,,,223709,2021-11-17
1322,223712,12;-14;3,12;-15;2,12;-14;2,13;-15;2,223712,2021-11-17
1323,223977,,,,,223977,2021-11-17
1324,223980,13;-15;2,12;-14;3,11;-14;2,13;-15;3,223980,2021-11-17
1325,224240,,,,,224240,2021-11-17
1326,224243,11;-15;3,13;-14;2,12;-15;2,12;-14;2,224243,2021-11-17
1327,224509,,,,,224509,2021-11-17
