,acc1,acc2,acc3,acc4,duration
222614,15;-5;0,16;-4;1,14;-4;5,14;-2;4,222614
222889,,,,,222889
222893,13;-3;0,13;-4;0,14;-3;0,8;-2;2,222893
223164,,,,,223164
223167,14;-2;-2,14;1;2,17;0;1,13;-2;6,223167
223444,,,,,223444
223448,16;0;1,12;2;6,10;1;4,13;3;6,223448
223715,,,,,223715
223718,17;-2;8,12;1;0,14;0;-2,14;2;-1,223718
223984,,,,,223984
223991,15;2;2,13;3;2,13;0;2,14;2;0,223991
224261,,,,,224261
224263,14;0;1,13;1;6,15;0;4,12;3;0,224263
224528,,,,,224528
224537,13;-2;4,15;-2;0,14;0;3,13;0;0,224537
224803,,,,,224803
224806,14;0;8,17;-2;-5,14;0;4,18;0;0,224806
225079,,,,,225079
225087,13;0;5,12;1;4,12;1;2,13;0;0,225087
225354,,,,,225354
225357,11;-2;4,15;0;0,17;-2;4,14;1;0,225357
225623,,,,,225623
225626,13;-1;5,8;0;-1,9;-2;-1,7;-3;0,225626
225901,,,,,225901
225904,7;0;0,7;1;0,7;1;3,8;-1;-2,225904
226167,,,,,226167
226170,7;0;-2,2;1;2,8;1;0,8;-5;5,226170
226442,,,,,226442
226445,4;3;5,6;2;0,7;-2;7,6;2;0,226445
226718,,,,,226718
226721,8;3;6,8;-2;2,9;-1;0,10;1;0,226721
226995,,,,,226995
226998,8;4;4,12;0;2,6;5;4,13;7;-3,226998
227263,,,,,227263
227266,10;2;6,11;-1;2,10;-1;2,10;-4;6,227266
227535,,,,,227535
227538,8;0;5,11;0;4,11;-2;0,10;-3;3,227538
227807,,,,,227807
227810,14;-3;5,12;-1;6,13;0;3,14;-2;3,227810
228082,,,,,228082
228090,13;-2;2,15;0;1,15;1;1,16;-2;4,228090
228357,,,,,228357
228360,12;0;2,13;-1;3,14;-1;0,14;-1;-2,228360
228629,,,,,228629
228636,16;-6;4,14;-5;6,13;-5;4,16;-7;4,228636
228902,,,,,228902
228904,16;-8;4,14;-8;3,16;-10;6,17;-10;6,228904
229178,,,,,229178
229187,15;-12;5,15;-14;8,17;-14;2,16;-17;0,229187
229457,,,,,229457
229460,18;-17;2,17;-17;2,16;-20;3,13;-16;3,229460
229730,,,,,229730
229733,17;-18;0,16;-16;4,15;-18;4,16;-19;4,229733
230003,,,,,230003
230005,17;-19;8,16;-21;5,17;-21;3,17;-25;3,230005
230272,,,,,230272
230274,14;-26;0,17;-22;3,20;-21;2,18;-25;0,230274
230549,,,,,230549
230552,17;-22;0,14;-18;8,17;-18;7,17;-19;6,230552
230819,,,,,230819
230821,15;-23;1,18;-26;5,17;-25;3,18;-21;4,230821
231085,,,,,231085
231088,15;-20;5,13;-20;2,14;-21;3,15;-20;0,231088
231360,,,,,231360
231363,13;-23;4,11;-24;15,12;-20;6,10;-20;15,231363
231635,,,,,231635
231639,13;-15;16,10;-21;4,11;-29;5,15;-23;0,231639
231919,,,,,231919
231921,15;-17;2,5;-18;0,8;-22;6,11;-23;2,231921
232192,,,,,232192
232195,8;-17;12,12;-18;10,7;-21;10,15;-17;9,232195
232461,,,,,232461
232464,11;-15;4,10;-16;3,7;-6;-9,0;-9;-1,232464
232742,,,,,232742
232745,8;-3;0,7;-8;2,7;-9;1,2;-17;2,232745
233024,,,,,233024
233027,2;-7;0,4;-5;-7,6;-5;0,8;-2;-8,233027
233298,,,,,233298
233306,1;-2;4,1;5;5,-1;2;4,3;4;2,233306
233574,,,,,233574
233577,0;7;2,0;5;3,3;0;0,5;1;-14,233577
233837,,,,,233837
233845,6;5;-9,0;5;1,5;13;6,1;6;-1,233845
234112,,,,,234112
234115,3;11;-7,2;9;0,4;3;-3,1;6;2,234115
234377,,,,,234377
234384,3;11;3,2;11;0,3;7;4,5;6;-3,234384
234651,,,,,234651
234653,5;6;-4,5;6;0,3;7;0,5;1;2,234653
234927,,,,,234927
234930,4;7;-3,3;10;-1,2;7;-2,6;8;0,234930
235201,,,,,235201
235203,6;5;8,6;4;1,3;7;0,1;4;3,235203
235476,,,,,235476
235480,5;6;1,3;11;1,4;6;0,3;13;0,235480
235752,,,,,235752
235755,5;3;0,5;6;0,3;4;1,3;10;0,235755
236026,,,,,236026
236029,6;3;3,1;11;1,2;10;1,3;6;-5,236029
236304,,,,,236304
236307,3;-1;-1,4;4;-3,4;2;1,2;0;-4,236307
236576,,,,,236576
236579,4;3;3,1;4;2,4;4;8,6;2;-1,236579
236853,,,,,236853
236860,4;0;-2,5;-1;2,6;1;-1,3;-1;3,236860
237123,,,,,237123
237125,4;6;3,4;4;-2,1;5;1,4;3;-1,237125
237400,,,,,237400
237408,6;0;-2,3;-1;1,3;-2;1,6;1;1,237408
237679,,,,,237679
237681,4;3;4,6;8;2,6;3;5,4;4;0,237681
237954,,,,,237954
237957,7;-1;1,6;-4;4,7;0;0,6;0;-3,237957
238230,,,,,238230
238232,7;6;0,6;2;1,6;0;2,6;3;3,238232
238499,,,,,238499
238502,5;1;4,8;2;0,8;-2;-4,10;-1;-2,238502
238774,,,,,238774
238777,7;0;3,6;3;2,6;4;4,8;0;2,238777
239042,,,,,239042
239045,7;2;2,9;2;-3,8;0;4,12;2;1,239045
239323,,,,,239323
239325,12;1;4,11;-1;3,12;-3;0,5;-2;2,239325
239593,,,,,239593
239596,10;-1;0,15;-1;0,9;-2;10,13;-1;3,239596
239874,,,,,239874
239877,12;-2;5,12;0;1,9;0;1,10;-2;1,239877
240144,,,,,240144
240146,8;-4;2,8;-1;1,8;0;3,7;6;0,240146
240418,,,,,240418
240425,8;2;7,7;1;4,5;4;0,4;8;-6,240425
240694,,,,,240694
240696,4;2;-1,6;1;-7,3;3;1,8;8;0,240696
240962,,,,,240962
240971,2;6;7,3;5;8,6;5;6,7;10;2,240971
241238,,,,,241238
241241,4;4;0,6;4;-6,6;4;-1,4;7;1,241241
241513,,,,,241513
241516,2;6;2,4;4;1,2;5;0,4;4;-1,241516
241797,,,,,241797
241800,2;1;3,4;4;-2,6;6;-1,3;0;0,241800
242067,,,,,242067
242069,3;-1;0,3;2;1,2;2;3,3;0;1,242069
242338,,,,,242338
242341,3;-1;0,3;0;0,1;0;0,1;5;0,242341
242609,,,,,242609
242612,2;0;1,3;1;-4,0;0;3,2;-2;0,242612
242883,,,,,242883
242886,1;-5;2,2;-4;-3,1;0;2,1;0;2,242886
243159,,,,,243159
243162,3;-2;-4,4;-3;-4,1;0;2,3;2;1,243162
243433,,,,,243433
243442,3;-5;0,2;-2;4,5;0;-2,6;-5;0,243442
243716,,,,,243716
243719,8;2;0,5;0;6,6;-2;1,7;-1;-2,243719
243986,,,,,243986
243994,10;-5;1,5;-1;3,9;-2;4,11;0;2,243994
244259,,,,,244259
244262,13;0;3,10;-2;1,11;-1;0,11;-2;-2,244262
244536,,,,,244536
244698,11;-1;0,12;0;6,13;-1;4,13;0;2,244698
244961,,,,,244961
244963,12;-2;1,13;-4;1,14;-2;-2,14;-3;4,244963
245235,,,,,245235
245238,12;-1;3,12;-2;5,14;-2;2,14;-6;1,245238
245517,,,,,245517
245520,17;-3;2,13;-7;3,13;-2;2,14;-3;1,245520
245786,,,,,245786
245789,11;-5;0,5;-2;6,9;0;0,8;-4;-2,245789
246063,,,,,246063
246065,8;-3;0,6;-4;0,4;-1;-3,4;-2;0,246065
246336,,,,,246336
246339,2;-4;0,0;-2;1,3;1;3,5;-2;0,246339
246609,,,,,246609
246612,4;-4;-3,7;-3;0,9;0;0,7;0;0,246612
246876,,,,,246876
246878,9;0;1,12;-1;3,8;0;5,7;0;6,246878
247149,,,,,247149
247152,11;-1;2,13;2;-1,15;0;2,10;0;5,247152
247428,,,,,247428
247430,16;0;1,12;-1;2,13;2;1,13;0;6,247430
247696,,,,,247696
247703,13;4;4,13;3;0,12;3;2,14;2;0,247703
247975,,,,,247975
247979,11;1;1,16;2;0,11;3;2,12;4;3,247979
248248,,,,,248248
248257,13;4;6,17;3;3,16;3;3,17;1;4,248257
248520,,,,,248520
248523,17;2;0,17;0;4,16;3;3,21;6;4,248523
248797,,,,,248797
248805,18;3;2,19;4;5,20;3;4,19;6;1,248805
249077,,,,,249077
249080,16;2;3,18;2;2,19;5;1,15;4;4,249080
249350,,,,,249350
249352,19;3;5,17;0;5,20;0;3,18;0;2,249352
249636,,,,,249636
249639,18;4;3,18;6;1,17;4;3,16;5;4,249639
249904,,,,,249904
249906,16;9;0,14;11;5,14;13;4,17;11;2,249906
250186,,,,,250186
250189,10;10;3,13;14;1,13;12;4,12;13;2,250189
250454,,,,,250454
250456,13;12;-1,13;12;5,14;14;6,14;15;3,250456
250734,,,,,250734
250736,16;14;2,16;13;1,14;13;1,14;13;2,250736
251008,,,,,251008
251010,15;12;1,14;11;3,14;8;0,14;12;4,251010
251284,,,,,251284
251286,15;9;2,14;8;1,12;9;1,11;11;2,251286
251555,,,,,251555
251558,6;13;5,7;15;0,7;13;0,9;9;0,251558
251823,,,,,251823
251832,10;9;3,11;11;2,11;14;1,12;16;7,251832
252106,,,,,252106
252109,15;14;3,17;13;-1,15;7;-1,16;7;4,252109
252380,,,,,252380
252388,16;12;0,14;12;3,16;12;1,15;14;3,252388
252655,,,,,252655
252658,14;12;5,15;12;5,17;11;2,17;9;5,252658
252926,,,,,252926
252935,16;8;0,16;11;0,15;9;2,16;12;3,252935
253199,,,,,253199
253202,16;7;5,16;10;3,15;11;0,14;7;1,253202
253468,,,,,253468
253471,15;9;2,14;11;2,17;9;3,15;8;3,253471
253748,,,,,253748
253751,16;8;7,15;8;5,13;9;3,15;11;-1,253751
254019,,,,,254019
254022,13;8;3,15;1;0,14;4;2,16;4;3,254022
254296,,,,,254296
254299,13;4;0,13;7;2,13;10;-1,9;12;2,254299
254566,,,,,254566
254569,11;8;2,10;10;3,13;6;1,15;6;1,254569
254836,,,,,254836
254839,13;5;1,14;6;2,13;9;2,13;8;6,254839
255100,,,,,255100
255104,15;6;4,14;3;-2,16;1;4,10;2;6,255104
255376,,,,,255376
255378,14;5;3,13;4;3,13;3;5,14;4;1,255378
255640,,,,,255640
255643,16;6;4,13;4;4,14;4;3,13;8;0,255643
255916,,,,,255916
255925,13;6;0,13;7;1,12;7;4,14;7;4,255925
256196,,,,,256196
256199,12;3;2,14;5;1,16;9;0,13;9;2,256199
256467,,,,,256467
256486,13;7;4,14;8;3,13;10;5,13;7;0,256486
256753,,,,,256753
256756,13;3;1,15;4;0,14;3;5,13;9;4,256756
257021,,,,,257021
257025,12;6;0,13;5;1,10;5;6,14;6;2,257025
257297,,,,,257297
257300,16;9;0,13;5;3,13;7;5,13;6;6,257300
257573,,,,,257573
257575,12;9;0,13;3;-1,9;4;2,5;5;3,257575
257855,,,,,257855
257858,8;11;-1,8;8;0,9;9;0,7;7;1,257858
258122,,,,,258122
258125,10;2;0,12;2;-2,10;7;3,17;7;2,258125
258407,,,,,258407
258410,13;7;2,14;9;4,13;15;6,12;4;2,258410
258679,,,,,258679
258682,14;1;1,13;0;0,12;4;5,13;3;5,258682
258955,,,,,258955
258958,14;2;1,14;0;4,14;0;-1,15;-1;2,258958
259226,,,,,259226
259228,12;4;4,14;1;5,15;4;7,13;4;8,259228
259496,,,,,259496
259505,14;1;-2,16;0;-4,14;-3;-2,12;3;0,259505
259775,,,,,259775
259778,15;6;7,14;5;4,14;3;5,14;2;3,259778
260050,,,,,260050
260060,15;5;3,14;0;5,12;0;7,14;1;3,260060
260326,,,,,260326
260329,14;0;1,14;0;0,17;-1;0,12;-1;3,260329
260596,,,,,260596
260604,16;-2;3,14;-1;4,17;-2;2,15;-3;2,260604
260876,,,,,260876
260878,15;0;3,17;-1;3,17;-1;2,16;0;2,260878
261150,,,,,261150
261153,16;0;3,17;-1;2,18;-4;3,16;-4;6,261153
261426,,,,,261426
261429,17;0;5,16;-2;3,18;0;0,17;-3;1,261429
261689,,,,,261689
261691,20;0;2,20;-5;1,18;-4;4,18;-3;1,261691
262098,,,,,262098
262102,17;-3;5,18;-4;5,19;-3;1,20;-4;1,262102
262365,,,,,262365
262368,19;-4;1,16;-4;0,18;-6;2,16;-4;3,262368
262645,,,,,262645
262648,18;-2;3,18;-4;1,18;-4;2,18;-3;3,262648
262916,,,,,262916
262919,17;-2;1,17;-4;4,19;-1;4,16;-1;6,262919
263191,,,,,263191
263194,18;0;0,19;0;1,18;1;6,18;2;3,263194
263459,,,,,263459
263462,18;0;5,18;0;5,18;0;2,20;0;-1,263462
263729,,,,,263729
263737,18;3;2,18;5;5,19;6;6,18;8;5,263737
264006,,,,,264006
264009,18;7;8,20;5;5,18;6;4,20;5;4,264009
264279,,,,,264279
264286,20;9;4,21;8;5,20;8;3,20;8;4,264286
264554,,,,,264554
264557,20;10;1,21;11;3,22;10;6,21;9;4,264557
264825,,,,,264825
264828,24;13;6,24;16;8,22;16;7,21;15;4,264828
265099,,,,,265099
265102,23;10;8,23;9;4,22;10;6,22;10;7,265102
265368,,,,,265368
265370,24;11;2,23;9;3,22;10;5,21;10;5,265370
265656,,,,,265656
265658,20;9;2,22;10;2,21;11;9,21;14;11,265658
265928,,,,,265928
265931,20;11;4,22;11;3,24;8;2,25;6;3,265931
266206,,,,,266206
266209,26;9;1,26;9;0,22;10;4,24;11;5,266209
266475,,,,,266475
266478,24;12;1,23;10;8,23;9;8,25;8;6,266478
266752,,,,,266752
266755,25;7;5,27;6;5,27;4;2,27;2;5,266755
267020,,,,,267020
267022,29;3;7,30;3;7,27;4;7,27;3;5,267022
267288,,,,,267288
267297,24;3;3,23;3;4,25;3;4,23;4;5,267297
267566,,,,,267566
267569,22;3;5,23;3;5,21;3;4,23;5;4,267569
267833,,,,,267833
267840,21;4;4,22;4;7,23;5;7,24;4;5,267840
268101,,,,,268101
268104,26;4;7,27;4;6,29;4;7,26;2;7,268104
268386,,,,,268386
268388,27;4;6,27;7;4,26;3;6,25;4;3,268388
268658,,,,,268658
268661,22;5;5,19;4;3,19;5;2,17;3;3,268661
268934,,,,,268934
268936,16;4;4,16;5;4,16;4;0,15;4;4,268936
269208,,,,,269208
269211,14;5;0,12;5;1,13;7;1,12;6;2,269211
269484,,,,,269484
269487,11;4;1,12;5;2,12;3;2,11;5;3,269487
269759,,,,,269759
269762,14;4;2,15;4;0,16;5;2,16;4;3,269762
270034,,,,,270034
270036,20;6;3,20;3;5,20;6;5,22;4;3,270036
270312,,,,,270312
270315,20;6;4,19;3;2,17;4;1,13;6;4,270315
270580,,,,,270580
270582,14;6;0,17;8;4,15;8;5,13;3;4,270582
270856,,,,,270856
270864,15;2;3,14;3;1,13;4;1,13;6;0,270864
271135,,,,,271135
271137,16;5;2,15;3;3,15;5;5,15;5;4,271137
271397,,,,,271397
271406,14;5;2,15;3;2,13;5;1,13;3;2,271406
271673,,,,,271673
271676,14;5;3,15;5;3,14;4;4,15;4;0,271676
271936,,,,,271936
271938,14;4;4,15;4;3,14;5;2,15;4;3,271938
272211,,,,,272211
272215,14;5;2,15;6;4,14;5;4,15;5;3,272215
272487,,,,,272487
272490,13;4;3,14;3;3,13;5;1,14;0;3,272490
272761,,,,,272761
272764,15;1;1,16;5;4,17;4;3,15;5;2,272764
273025,,,,,273025
273028,14;4;2,14;6;1,13;4;1,15;4;3,273028
273300,,,,,273300
273303,14;5;2,15;3;3,15;4;2,15;5;3,273303
273574,,,,,273574
273577,15;5;4,14;6;2,14;4;3,13;3;2,273577
273838,,,,,273838
273845,15;5;4,15;6;2,14;4;2,14;6;3,273845
274113,,,,,274113
274115,14;6;1,13;5;4,14;6;3,14;4;3,274115
274376,,,,,274376
274385,14;4;3,15;4;2,15;5;1,13;4;3,274385
274652,,,,,274652
274655,14;4;2,15;4;2,13;5;3,14;3;2,274655
274927,,,,,274927
274929,15;5;2,15;5;3,16;4;2,16;5;2,274929
275205,,,,,275205
275208,14;5;2,14;5;2,16;4;0,15;4;1,275208
275477,,,,,275477
275479,16;4;2,15;4;2,13;5;3,15;5;4,275479
275753,,,,,275753
275757,13;4;4,13;4;3,14;5;4,15;4;3,275757
276028,,,,,276028
276030,13;7;3,15;5;4,12;7;3,12;4;3,276030
276301,,,,,276301
276303,12;5;2,14;5;2,12;4;1,14;3;3,276303
276566,,,,,276566
276569,13;5;1,12;4;2,14;5;1,14;5;2,276569
276835,,,,,276835
276843,15;4;1,15;6;3,15;4;1,17;5;4,276843
277105,,,,,277105
277108,19;4;3,19;5;5,16;5;6,16;5;4,277108
277379,,,,,277379
277386,15;4;0,12;5;4,13;6;3,12;4;3,277386
277649,,,,,277649
277651,12;4;1,12;4;2,13;5;3,12;5;3,277651
277916,,,,,277916
277919,14;6;2,13;5;1,17;5;2,15;5;2,277919
278185,,,,,278185
278189,17;5;2,16;5;2,15;4;3,15;6;2,278189
278455,,,,,278455
278457,15;4;2,13;5;2,13;6;3,14;5;1,278457
278718,,,,,278718
278720,14;3;3,14;4;2,16;4;2,15;5;1,278720
278994,,,,,278994
278998,14;5;3,14;6;2,15;4;3,16;5;2,278998
279271,,,,,279271
279274,13;5;3,14;4;2,14;5;4,13;6;4,279274
279537,,,,,279537
279540,14;5;4,14;6;3,14;4;2,14;5;4,279540
279805,,,,,279805
279813,14;5;3,16;4;4,15;5;3,15;5;2,279813
280075,,,,,280075
280077,13;6;4,15;5;3,14;6;2,14;5;3,280077
280338,,,,,280338
280482,15;5;4,13;5;4,15;7;2,14;4;2,280482
280751,,,,,280751
280754,15;5;2,14;5;3,15;4;3,14;5;5,280754
281019,,,,,281019
281022,15;7;1,15;5;3,15;5;4,16;4;3,281022
281288,,,,,281288
281291,15;4;1,14;4;3,14;6;2,14;5;1,281291
281558,,,,,281558
281561,14;4;3,14;5;3,14;5;1,14;5;1,281561
281839,,,,,281839
281842,14;5;2,14;4;3,15;5;1,15;6;1,281842
282121,,,,,282121
282123,14;4;4,13;5;4,15;4;1,14;4;3,282123
282388,,,,,282388
282391,14;4;3,13;4;4,14;5;3,14;6;4,282391
282658,,,,,282658
282661,16;4;3,14;7;2,15;7;2,15;4;3,282661
282924,,,,,282924
283074,15;4;2,13;5;3,15;4;2,14;6;1,283074
283334,,,,,283334
283337,15;5;1,15;4;2,16;3;3,14;5;2,283337
283597,,,,,283597
283606,14;4;3,14;6;1,15;5;4,15;5;2,283606
283873,,,,,283873
283875,14;3;3,12;6;3,13;4;2,14;5;3,283875
284146,,,,,284146
284149,15;6;1,15;6;3,13;4;2,15;4;4,284149
284418,,,,,284418
284420,14;4;1,14;4;1,14;5;2,16;3;3,284420
284685,,,,,284685
284688,16;6;2,13;4;1,15;5;2,15;4;3,284688
284955,,,,,284955
284958,15;4;1,14;5;2,14;6;3,15;5;2,284958
285231,,,,,285231
285233,16;4;0,15;5;3,14;4;1,14;6;3,285233
285505,,,,,285505
285508,13;6;3,14;5;3,14;5;1,14;4;1,285508
285775,,,,,285775
285778,14;3;1,14;5;3,14;5;3,12;5;3,285778
286048,,,,,286048
286056,16;5;4,14;5;4,14;4;2,15;4;5,286056
286318,,,,,286318
286321,14;4;2,14;5;3,15;4;2,16;4;0,286321
286587,,,,,286587
286596,15;5;2,14;4;1,14;6;1,15;5;1,286596
286862,,,,,286862
286865,15;5;1,15;4;1,15;5;2,14;5;2,286865
287138,,,,,287138
287141,14;4;3,14;6;2,14;4;2,15;5;2,287141
287413,,,,,287413
287416,14;4;2,13;6;1,14;7;1,15;4;2,287416
287676,,,,,287676
287679,14;5;1,16;4;2,14;5;2,13;5;2,287679
287958,,,,,287958
287960,15;5;4,14;6;2,14;5;3,14;3;3,287960
288226,,,,,288226
288229,15;3;3,15;6;2,14;6;3,14;4;1,288229
288496,,,,,288496
288503,14;3;2,14;5;3,14;3;4,15;5;1,288503
288764,,,,,288764
288766,14;5;2,14;5;3,14;5;5,14;5;1,288766
289028,,,,,289028
289036,15;5;1,14;5;4,15;5;2,12;5;5,289036
289309,,,,,289309
289312,14;5;2,14;4;2,14;7;4,14;3;0,289312
289579,,,,,289579
289581,14;6;1,14;5;3,14;4;2,15;4;2,289581
289853,,,,,289853
289856,14;3;1,14;5;2,14;4;4,13;5;2,289856
290124,,,,,290124
290126,15;4;1,14;5;2,16;6;4,15;5;4,290126
290397,,,,,290397
290400,16;5;2,16;5;2,13;5;2,12;7;2,290400
290674,,,,,290674
290677,14;4;2,14;5;3,14;3;1,15;5;4,290677
290950,,,,,290950
290953,15;7;5,14;5;2,15;4;1,14;4;2,290953
291217,,,,,291217
291220,14;6;3,15;7;1,15;5;4,15;4;1,291220
291486,,,,,291486
291494,17;4;2,15;3;1,15;4;1,16;4;2,291494
291755,,,,,291755
291758,14;4;1,14;5;3,15;4;1,16;4;1,291758
292018,,,,,292018
292026,15;5;4,14;4;4,16;5;3,15;6;2,292026
292287,,,,,292287
292290,15;5;1,15;5;2,15;5;2,15;5;1,292290
292556,,,,,292556
292558,14;6;2,14;4;2,15;5;3,14;4;2,292558
292831,,,,,292831
292834,15;3;1,14;5;2,15;5;3,15;4;5,292834
293102,,,,,293102
293105,15;3;2,13;4;1,14;6;1,15;5;2,293105
293380,,,,,293380
293383,15;4;3,15;5;2,13;5;4,15;5;3,293383
293651,,,,,293651
293654,15;6;2,13;4;3,14;4;2,14;6;4,293654
293920,,,,,293920
293928,15;5;1,15;4;3,15;6;3,13;10;4,293928
294195,,,,,294195
294198,14;6;4,13;7;2,15;5;4,12;10;0,294198
294471,,,,,294471
294478,13;5;3,14;4;4,14;4;0,15;5;2,294478
294746,,,,,294746
294749,12;6;4,40;-34;23,20;-5;-1,13;10;-1,294749
295014,,,,,295014
295017,13;7;1,14;4;3,13;4;3,12;4;1,295017
295284,,,,,295284
295286,15;6;2,15;5;3,13;6;4,14;4;1,295286
295553,,,,,295553
295556,15;3;2,14;4;0,13;6;2,13;4;2,295556
295828,,,,,295828
295831,14;5;4,14;4;3,14;4;3,15;5;2,295831
296097,,,,,296097
296099,15;4;4,15;4;2,16;5;2,15;5;4,296099
296378,,,,,296378
296380,14;5;2,15;4;2,13;4;3,15;4;3,296380
296647,,,,,296647
296649,14;5;2,14;5;0,15;6;4,15;5;3,296649
296915,,,,,296915
296924,15;4;4,16;3;2,15;4;3,14;5;2,296924
297185,,,,,297185
297188,14;5;2,14;5;2,15;5;3,14;5;2,297188
297455,,,,,297455
297463,15;5;2,15;5;4,14;5;3,15;5;3,297463
297736,,,,,297736
297739,14;4;3,14;5;1,15;4;3,13;6;1,297739
298011,,,,,298011
298013,15;3;2,14;5;5,14;4;3,14;5;3,298013
298284,,,,,298284
298287,15;4;1,14;4;2,14;5;4,15;4;2,298287
298549,,,,,298549
298552,13;5;2,15;4;2,14;5;2,14;5;3,298552
298817,,,,,298817
298820,14;6;2,14;3;4,15;5;3,15;5;3,298820
299086,,,,,299086
299089,14;6;3,14;5;3,14;4;2,15;6;2,299089
299363,,,,,299363
299370,15;5;2,15;5;2,14;6;1,16;5;2,299370
299637,,,,,299637
299640,13;4;3,14;4;2,14;5;3,15;5;2,299640
299913,,,,,299913
299922,14;5;3,14;6;1,13;5;3,14;5;4,299922
300185,,,,,300185
300187,15;5;2,15;3;2,15;6;3,15;4;3,300187
300450,,,,,300450
300453,14;4;1,13;4;3,13;5;3,15;5;3,300453
300852,,,,,300852
300855,15;4;2,14;5;3,14;6;3,14;5;1,300855
301122,,,,,301122
301124,14;5;2,15;5;3,16;5;0,14;4;2,301124
301395,,,,,301395
301399,15;6;3,15;5;3,14;6;3,15;5;2,301399
301671,,,,,301671
301673,14;5;2,13;5;3,13;5;4,13;5;2,301673
301945,,,,,301945
301953,15;5;2,14;4;2,14;6;2,15;4;2,301953
302215,,,,,302215
302218,14;4;3,14;7;1,15;4;3,13;5;3,302218
302478,,,,,302478
302486,15;6;3,13;4;3,14;5;2,14;4;2,302486
302753,,,,,302753
302756,14;5;3,15;6;4,14;5;1,14;5;1,302756
303029,,,,,303029
303032,14;5;3,15;4;2,14;6;3,15;4;3,303032
303303,,,,,303303
303306,15;6;4,14;4;3,15;5;2,14;6;2,303306
303566,,,,,303566
303569,14;5;1,16;6;2,15;4;4,13;4;3,303569
303847,,,,,303847
303849,15;5;2,14;5;4,16;5;4,15;4;5,303849
304116,,,,,304116
304119,14;4;2,14;5;3,15;4;4,14;5;3,304119
304403,,,,,304403
304406,14;5;2,15;5;4,14;5;3,15;4;2,304406
304673,,,,,304673
304676,14;3;2,14;5;2,13;5;3,14;4;2,304676
304936,,,,,304936
304945,13;3;2,15;6;3,15;4;2,14;5;2,304945
305213,,,,,305213
305215,14;5;3,15;4;3,15;4;1,14;5;1,305215
305482,,,,,305482
305489,15;4;2,14;5;3,14;6;3,15;4;4,305489
305757,,,,,305757
305759,13;4;2,14;6;3,14;6;1,14;4;2,305759
306031,,,,,306031
306034,15;4;2,15;6;1,13;5;2,14;6;2,306034
306307,,,,,306307
306310,14;5;1,13;4;2,15;5;4,15;4;2,306310
306576,,,,,306576
306578,14;5;4,15;4;2,15;5;2,14;5;2,306578
306855,,,,,306855
306857,14;5;1,15;5;3,15;4;3,14;4;3,306857
307122,,,,,307122
307124,14;5;5,15;5;4,15;5;1,15;5;1,307124
307395,,,,,307395
307404,14;4;2,15;6;4,15;5;2,16;4;1,307404
307664,,,,,307664
307667,14;4;1,15;4;3,14;4;2,14;6;3,307667
307934,,,,,307934
307941,14;4;2,14;5;3,15;4;2,15;5;3,307941
308208,,,,,308208
308211,14;4;1,15;3;1,14;3;3,15;5;2,308211
308471,,,,,308471
308474,15;6;2,14;6;1,15;4;2,15;4;1,308474
308747,,,,,308747
308749,14;5;2,15;4;3,14;5;2,15;5;3,308749
309015,,,,,309015
309018,15;5;3,14;4;2,15;5;3,15;3;4,309018
309297,,,,,309297
309299,15;5;2,14;5;3,15;4;2,15;6;2,309299
309561,,,,,309561
309564,14;4;4,15;4;2,13;7;2,14;6;3,309564
309841,,,,,309841
309843,14;5;4,15;2;3,14;4;3,14;6;1,309843
310111,,,,,310111
310113,14;6;2,14;5;2,14;5;3,14;4;0,310113
310382,,,,,310382
310389,15;5;2,16;4;2,16;5;1,15;4;1,310389
310662,,,,,310662
310664,14;4;3,14;5;3,15;5;4,14;4;3,310664
310936,,,,,310936
310939,14;3;1,15;5;3,15;4;2,14;5;3,310939
311212,,,,,311212
311214,15;4;1,14;6;2,14;5;4,15;4;2,311214
311475,,,,,311475
311477,13;5;4,13;4;1,14;5;2,15;4;5,311477
311750,,,,,311750
311753,14;4;3,14;4;3,15;4;1,14;6;2,311753
312025,,,,,312025
312027,14;5;3,14;4;4,14;5;3,15;5;3,312027
312293,,,,,312293
312296,14;6;3,15;4;2,14;5;1,14;5;2,312296
312556,,,,,312556
312559,14;4;3,14;4;3,14;5;2,14;5;3,312559
312819,,,,,312819
312826,15;5;3,15;3;2,16;5;4,14;5;2,312826
313089,,,,,313089
313091,15;5;2,14;3;2,15;6;2,15;4;2,313091
313352,,,,,313352
313360,15;6;3,13;5;2,13;6;1,15;4;3,313360
313619,,,,,313619
313622,15;5;2,14;4;2,15;5;2,14;6;3,313622
313882,,,,,313882
313885,16;4;3,14;4;2,15;5;4,14;6;2,313885
314151,,,,,314151
314153,15;4;4,15;6;2,14;5;1,14;4;2,314153
314415,,,,,314415
314417,15;4;1,14;5;0,14;6;2,15;4;2,314417
314683,,,,,314683
314686,14;5;1,13;4;2,14;5;2,14;6;3,314686
314946,,,,,314946
314949,14;4;2,14;5;3,16;4;1,15;4;3,314949
315209,,,,,315209
315216,15;5;3,13;4;2,14;5;3,16;5;2,315216
315479,,,,,315479
315481,14;5;1,15;4;4,15;5;1,14;5;3,315481
315747,,,,,315747
315756,15;4;0,13;5;2,14;5;3,14;4;3,315756
316016,,,,,316016
316019,15;4;2,15;5;2,14;4;2,14;5;3,316019
316285,,,,,316285
316288,14;4;1,16;4;2,14;6;2,14;6;1,316288
316560,,,,,316560
